Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.281962,1.084432,0.004019,0.002946
1.283396,1.084802,0.004117,0.002970
1.284902,1.088941,0.004093,0.002990
1.304036,1.140677,0.004113,0.003008
1.304321,1.142186,0.004256,0.003074
1.307203,1.153693,0.004343,0.003166
1.309120,1.161016,0.004450,0.003246
1.311651,1.168968,0.004573,0.003316
1.313165,1.173575,0.004710,0.003439
1.313528,1.176901,0.004906,0.003522
1.316938,1.188585,0.005103,0.003635
1.319324,1.198119,0.005210,0.003759
1.320935,1.204388,0.005378,0.003884
1.322942,1.212935,0.005486,0.004071
1.323336,1.215646,0.005526,0.004197
1.327306,1.225078,0.005695,0.004385
1.327282,1.225087,0.005764,0.004512
1.329701,1.235586,0.005964,0.004596
1.333566,1.246709,0.006073,0.004724
1.336306,1.253310,0.006144,0.004886
1.336822,1.255909,0.006245,0.004900
1.339720,1.264120,0.006286,0.004958
1.342082,1.270931,0.006327,0.005091
1.344439,1.277120,0.006430,0.005183
1.347455,1.284454,0.006471,0.005350
1.349079,1.289642,0.006512,0.005484
1.351355,1.295051,0.006646,0.005610
1.351753,1.298223,0.006718,0.005780
1.356439,1.308069,0.006822,0.005920
1.359891,1.315047,0.006956,0.006124
1.362122,1.322388,0.007030,0.006264
1.364865,1.329765,0.007133,0.006437
1.366819,1.334307,0.007176,0.006686
1.369618,1.341528,0.007280,0.006938
1.372987,1.350025,0.007324,0.007071
1.377473,1.357146,0.007430,0.007367
1.379706,1.363795,0.007566,0.007655
1.381683,1.372300,0.007746,0.007834
1.384296,1.378277,0.007927,0.008049
1.385137,1.380879,0.008108,0.008232
1.385042,1.380846,0.008320,0.008448
1.393800,1.399218,0.008566,0.008632
1.395947,1.410562,0.008779,0.008818
1.399793,1.419654,0.009025,0.009086
1.400160,1.421724,0.009209,0.009357
1.406266,1.433082,0.009457,0.009708
1.409019,1.442172,0.009800,0.010061
1.411187,1.449684,0.010177,0.010462
1.415037,1.456313,0.014955,0.014984
1.418171,1.464385,0.015366,0.015245
