Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002278,0.001109
0.999823,0.999606,0.002273,0.001134
1.000158,0.999687,0.002270,0.001109
1.000826,0.999501,0.002318,0.001089
1.003000,0.999773,0.002312,0.001110
1.002825,0.998811,0.002350,0.001162
1.003102,0.999129,0.002383,0.001174
1.003454,0.999636,0.002440,0.001155
1.003866,0.999928,0.002471,0.001186
1.004506,0.998450,0.002436,0.001157
1.005946,0.997941,0.002439,0.001217
1.007217,0.997755,0.002442,0.001217
1.008051,0.997825,0.002407,0.001218
1.008468,0.997601,0.002410,0.001189
1.009688,0.997323,0.002440,0.001160
1.010346,0.997396,0.002509,0.001131
1.010939,0.997281,0.002511,0.001131
1.011757,0.997160,0.002514,0.001102
1.012170,0.997068,0.002479,0.001132
1.013145,0.996777,0.002481,0.001133
1.014287,0.997134,0.002513,0.001134
1.015534,0.996967,0.002516,0.001165
1.015956,0.996861,0.002453,0.001195
1.016822,0.996529,0.002494,0.001196
1.017659,0.996558,0.002496,0.001226
1.018376,0.996203,0.002499,0.001197
1.019322,0.996063,0.002502,0.001168
1.020079,0.995609,0.002505,0.001229
1.020779,0.995512,0.002507,0.001229
1.022639,0.995500,0.002548,0.001290
1.023274,0.995255,0.002619,0.001381
1.024307,0.995166,0.002660,0.001321
1.024721,0.995074,0.002663,0.001352
1.025449,0.995025,0.002733,0.001322
1.026460,0.994367,0.002774,0.001323
1.027490,0.994804,0.002816,0.001324
1.028105,0.994409,0.002781,0.001325
1.028135,0.994564,0.002783,0.001326
1.029307,0.994213,0.002787,0.001357
1.030745,0.994529,0.002896,0.001388
1.031562,0.994298,0.003045,0.001419
1.032328,0.994227,0.003048,0.001450
1.033044,0.994268,0.003090,0.001451
1.033933,0.994148,0.003161,0.001482
1.034766,0.993996,0.003232,0.001513
1.035471,0.993791,0.003237,0.001514
1.036093,0.993820,0.003201,0.001484
1.036820,0.993963,0.003204,0.001454
1.037726,0.994219,0.003208,0.001455
1.038950,0.994362,0.003319,0.001455
1.039990,0.994280,0.003323,0.001426
1.041822,0.994296,0.003326,0.001427
1.042450,0.994605,0.003368,0.001428
1.043065,0.994643,0.003440,0.001490
1.043851,0.994838,0.003484,0.001521
1.044621,0.995001,0.003410,0.001492
1.045645,0.995889,0.003413,0.001523
1.046672,0.996266,0.003446,0.001493
1.047389,0.996318,0.003530,0.001586
1.048532,0.996170,0.003574,0.001618
1.049123,0.996341,0.003509,0.001681
1.049992,0.996683,0.003581,0.001803
1.051428,0.996707,0.003693,0.001926
1.051712,0.997239,0.003807,0.002080
1.052598,0.997343,0.003813,0.002142
1.054641,0.998187,0.003817,0.002174
1.055735,0.998038,0.003890,0.002206
1.056497,0.997902,0.004074,0.002330
1.056688,0.998386,0.004189,0.002362
1.058058,0.999353,0.004224,0.002425
1.058952,1.000820,0.004309,0.002487
1.060224,1.001169,0.004493,0.002519
1.062038,1.001370,0.004648,0.002612
1.062220,1.002353,0.004684,0.002583
1.063254,1.002355,0.004719,0.002584
1.064073,1.003169,0.004905,0.002617
1.065031,1.003468,0.005020,0.002711
1.066507,1.003827,0.005167,0.002805
1.067276,1.004409,0.005244,0.002807
1.068093,1.004881,0.005391,0.002870
1.069033,1.005731,0.005579,0.002902
1.070295,1.006812,0.005767,0.002997
1.071556,1.007343,0.005804,0.002967
1.072887,1.008187,0.005842,0.003000
1.074690,1.008710,0.005919,0.003033
1.075226,1.009226,0.006067,0.003127
1.076083,1.009558,0.006145,0.003253
1.076744,1.010271,0.006183,0.003286
1.078421,1.010978,0.006301,0.003380
1.080133,1.012228,0.006379,0.003475
1.080733,1.013263,0.006458,0.003509
1.081380,1.014053,0.006577,0.003646
1.081883,1.013934,0.006625,0.003617
1.083921,1.015406,0.006673,0.003650
1.085364,1.016389,0.006639,0.003683
1.086373,1.017099,0.006647,0.003746
1.086775,1.017376,0.006727,0.003780
1.087994,1.018203,0.006775,0.003844
1.089669,1.019085,0.006824,0.003877
1.090670,1.019448,0.006872,0.003984
1.091962,1.020116,0.006881,0.003955
1.092923,1.021659,0.006962,0.003926
1.094106,1.022759,0.007115,0.003990
1.094760,1.023877,0.007227,0.004066
1.096957,1.024505,0.007276,0.004068
1.097484,1.025367,0.007315,0.004070
1.098179,1.026382,0.007427,0.004000
1.099325,1.027189,0.007582,0.004107
1.100174,1.027776,0.007768,0.004140
1.102208,1.028342,0.008038,0.004142
1.102247,1.028429,0.008193,0.004176
1.103530,1.029647,0.008391,0.004178
1.104310,1.030632,0.008579,0.004212
1.105091,1.031589,0.008808,0.004214
1.105943,1.032586,0.009070,0.004080
1.106985,1.033454,0.009332,0.004145
1.109103,1.034844,0.009489,0.004253
1.110129,1.035164,0.009648,0.004255
1.111669,1.036105,0.009849,0.004216
1.112152,1.036789,0.010113,0.004155
1.112853,1.037339,0.010387,0.004231
1.113678,1.038154,0.010589,0.004307
1.114762,1.039618,0.010748,0.004310
1.116186,1.040883,0.010952,0.004281
1.118447,1.041906,0.011113,0.004389
1.119608,1.042445,0.011423,0.004560
1.120891,1.043441,0.011627,0.004701
1.122786,1.044423,0.011949,0.004809
1.122422,1.044702,0.012305,0.005013
1.123574,1.045405,0.012629,0.005248
1.125010,1.045923,0.012986,0.005421
1.125901,1.048150,0.013375,0.005520
1.127422,1.048457,0.013883,0.005692
1.129311,1.050011,0.014469,0.005897
1.130295,1.050918,0.015065,0.006197
1.131946,1.052050,0.015620,0.006360
1.132481,1.052524,0.016175,0.006523
1.134362,1.053080,0.016732,0.006750
1.135173,1.053993,0.017322,0.007019
1.137191,1.055792,0.017912,0.007214
1.138571,1.057034,0.018504,0.007485
1.140195,1.058389,0.019206,0.007756
1.142032,1.059309,0.019909,0.008091
1.143491,1.060029,0.020582,0.008362
1.145257,1.060654,0.021332,0.008666
1.147291,1.061530,0.022248,0.009002
1.147598,1.062294,0.023197,0.009338
1.149139,1.063423,0.024151,0.009771
1.151415,1.064330,0.025107,0.010247
1.152211,1.066116,0.026174,0.010724
1.154018,1.067597,0.027396,0.011234
1.155407,1.068192,0.028774,0.011808
1.157505,1.068596,0.030231,0.012415
1.159907,1.069379,0.031747,0.013087
1.161597,1.070570,0.033531,0.013760
1.162997,1.071813,0.035484,0.014401
1.164641,1.073004,0.037473,0.015011
1.166541,1.073455,0.039586,0.015686
1.168222,1.075435,0.041857,0.016361
1.169423,1.076373,0.044321,0.017210
1.171359,1.077020,0.046791,0.018124
1.173633,1.077546,0.049510,0.019137
1.175838,1.079260,0.052435,0.020129
1.177760,1.080146,0.055679,0.021241
1.179098,1.080267,0.059039,0.022354
1.179856,1.081020,0.062730,0.023641
1.181528,1.082482,0.066664,0.025028
1.183000,1.084175,0.071007,0.026394
1.185235,1.084958,0.075504,0.027826
1.187902,1.085565,0.080135,0.029390
1.189305,1.085874,0.085011,0.030988
1.191396,1.086920,0.090257,0.032783
1.193201,1.087938,0.095953,0.034688
1.194951,1.088862,0.101976,0.036769
1.196951,1.089653,0.108054,0.038744
1.199072,1.091377,0.110979,0.039682
1.201035,1.092853,0.114027,0.040651
