Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.235717,1.180537,0.002906,0.002627
1.235832,1.179473,0.002976,0.002743
1.236873,1.182966,0.003077,0.002837
1.237550,1.185562,0.003066,0.002862
1.239708,1.188012,0.003057,0.002883
1.241483,1.189497,0.003050,0.002948
1.242336,1.193063,0.003118,0.003004
1.242843,1.194964,0.003178,0.003083
1.244235,1.199393,0.003223,0.003231
1.245823,1.201970,0.003356,0.003379
1.247171,1.204055,0.003490,0.003460
1.248179,1.206420,0.003594,0.003610
1.250564,1.209078,0.003660,0.003759
1.251102,1.212522,0.003735,0.003911
1.252365,1.214476,0.003780,0.003993
1.253300,1.216083,0.003877,0.004036
1.254636,1.220421,0.003973,0.004080
1.255553,1.221951,0.004040,0.004165
1.256331,1.225605,0.004207,0.004289
1.257283,1.226412,0.004374,0.004518
1.258820,1.228838,0.004602,0.004604
1.259991,1.232175,0.004700,0.004795
1.260808,1.235886,0.004829,0.004956
1.262134,1.240332,0.004987,0.005118
1.263858,1.243119,0.005117,0.005280
1.263969,1.243245,0.005247,0.005486
1.266734,1.251074,0.005346,0.005726
1.267917,1.253960,0.005508,0.006008
1.271225,1.257666,0.005730,0.006282
1.272815,1.263413,0.006025,0.006597
1.275406,1.267333,0.006229,0.006914
1.277162,1.270533,0.006495,0.007426
1.279678,1.275228,0.006824,0.007867
1.283118,1.280780,0.007092,0.008418
1.285125,1.284966,0.007423,0.009097
1.287118,1.291335,0.007756,0.009804
1.290178,1.295252,0.008254,0.010531
1.291968,1.299946,0.008785,0.011260
1.294802,1.305567,0.009411,0.012180
1.297628,1.311155,0.010132,0.013104
1.298355,1.313709,0.010992,0.014267
1.303634,1.322842,0.011978,0.015593
1.306444,1.329442,0.013009,0.017160
1.308546,1.332637,0.014274,0.019026
1.312681,1.338633,0.015690,0.021216
1.314536,1.344141,0.017373,0.023811
1.319020,1.350994,0.019293,0.026743
1.322115,1.357880,0.021515,0.030275
1.325504,1.364382,0.024067,0.034201
1.327667,1.369980,0.027062,0.038681
1.332332,1.376164,0.030490,0.043981
1.334975,1.383736,0.034417,0.050082
1.339025,1.390862,0.038951,0.057341
1.341967,1.397041,0.044073,0.065375
1.346447,1.403387,0.046022,0.068579
1.346936,1.405782,0.048076,0.071949
1.352376,1.417971,0.050350,0.075582
1.354839,1.423787,0.052892,0.079545
1.357961,1.429455,0.055545,0.083799
1.361328,1.438094,0.058464,0.088457
1.363281,1.440922,0.061613,0.093517
