Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.219451,1.196913,-0.000083,0.001569
1.220445,1.197324,-0.000278,0.001643
1.220979,1.197361,-0.000384,0.001657
1.221225,1.197835,-0.000410,0.001574
1.221154,1.198521,-0.000334,0.001592
1.220892,1.198947,-0.000450,0.001573
1.220904,1.199356,-0.000466,0.001620
1.221005,1.199830,-0.000524,0.001562
1.222471,1.200281,-0.000524,0.001505
1.222337,1.201464,-0.000569,0.001597
1.222919,1.203885,-0.000614,0.001629
1.223366,1.204518,-0.000658,0.001571
1.222856,1.204724,-0.000703,0.001513
1.223653,1.205219,-0.000748,0.001554
1.223062,1.205612,-0.000748,0.001556
1.223228,1.206047,-0.000748,0.001597
1.223214,1.206480,-0.000671,0.001569
1.225125,1.206829,-0.000627,0.001541
1.225334,1.207219,-0.000582,0.001612
1.225242,1.208734,-0.000660,0.001645
1.226002,1.209364,-0.000583,0.001646
1.226220,1.209975,-0.000583,0.001588
1.226373,1.211173,-0.000494,0.001660
1.226414,1.211979,-0.000460,0.001662
1.226602,1.212273,-0.000415,0.001634
1.226813,1.212679,-0.000370,0.001606
1.227331,1.213412,-0.000371,0.001638
1.228370,1.214805,-0.000371,0.001670
1.228154,1.215705,-0.000326,0.001733
1.228840,1.216024,-0.000417,0.001663
1.229091,1.216738,-0.000338,0.001756
1.229772,1.217131,-0.000384,0.001687
1.229425,1.218702,-0.000259,0.001780
1.230042,1.219679,-0.000305,0.001782
1.230349,1.220016,-0.000226,0.001816
1.230471,1.220431,-0.000306,0.001776
1.231049,1.221055,-0.000226,0.001870
1.231206,1.221929,-0.000272,0.001903
1.232657,1.221688,-0.000226,0.001936
1.233020,1.222582,-0.000317,0.001877
1.233501,1.222898,-0.000237,0.001941
1.233503,1.223464,-0.000192,0.001943
1.234093,1.223798,-0.000067,0.002007
1.234625,1.224607,-0.000113,0.002041
1.234664,1.225233,0.000057,0.002238
1.234764,1.226412,-0.000022,0.002273
1.235201,1.228135,0.000068,0.002409
1.235873,1.228612,0.000069,0.002381
1.236242,1.230090,0.000194,0.002540
1.237768,1.230720,0.000195,0.002480
1.237825,1.231065,0.000228,0.002648
1.238363,1.232100,0.000274,0.002683
1.239261,1.233436,0.000400,0.002780
1.239796,1.235023,0.000481,0.002908
1.239974,1.235376,0.000606,0.003099
1.240145,1.236446,0.000767,0.003322
1.240538,1.236521,0.000802,0.003419
1.241187,1.237839,0.000883,0.003486
1.241901,1.238459,0.001090,0.003552
1.242242,1.239453,0.001090,0.003714
1.242666,1.240990,0.001251,0.003750
1.243020,1.242474,0.001366,0.003880
1.244078,1.243065,0.001401,0.003978
1.244733,1.243895,0.001483,0.004078
1.245260,1.244398,0.001610,0.004240
1.246243,1.245748,0.001898,0.004339
1.246675,1.246382,0.001979,0.004375
1.246221,1.247315,0.002015,0.004347
1.247548,1.248135,0.001970,0.004320
1.247641,1.249344,0.002051,0.004357
1.247965,1.249800,0.002007,0.004438
1.248488,1.250767,0.002216,0.004645
1.249154,1.251691,0.002217,0.004681
1.249448,1.252830,0.002172,0.004686
1.248884,1.253132,0.002207,0.004595
1.250055,1.253558,0.002255,0.004772
1.250021,1.254192,0.002418,0.004982
1.250859,1.255071,0.002501,0.005223
