Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.004449,0.001863
1.000086,0.999959,0.004545,0.001958
1.000240,0.999956,0.004623,0.002034
1.000725,1.000339,0.004762,0.002096
1.001271,1.000736,0.004690,0.002091
1.001654,1.001345,0.004629,0.002140
1.002625,1.001245,0.004637,0.002182
1.004126,1.001295,0.004739,0.002263
1.005061,1.001365,0.004786,0.002219
1.005534,1.001016,0.004751,0.002220
1.006015,1.001062,0.004701,0.002221
1.006450,1.001032,0.004802,0.002328
1.007392,1.000984,0.004904,0.002390
1.008143,1.000755,0.004909,0.002436
1.009479,1.000124,0.004969,0.002529
1.010294,1.000085,0.005028,0.002530
1.010573,1.000368,0.005090,0.002577
1.011372,1.000271,0.005151,0.002579
1.012323,1.000397,0.005061,0.002535
1.013448,1.000855,0.005121,0.002673
1.013788,1.000981,0.005181,0.002766
1.014731,1.000966,0.005284,0.002813
1.015219,1.001388,0.005347,0.002769
1.015605,1.001677,0.005409,0.002816
1.016459,1.002284,0.005358,0.003016
1.018426,1.002515,0.005460,0.003155
1.019870,1.002410,0.005523,0.003202
1.020594,1.002801,0.005586,0.003249
1.021418,1.002954,0.005592,0.003251
1.022063,1.003228,0.005541,0.003207
1.022723,1.003524,0.005589,0.003254
1.024348,1.003905,0.005595,0.003210
1.025220,1.004158,0.005602,0.003166
1.025930,1.005151,0.005608,0.003259
1.026279,1.005597,0.005557,0.003169
1.027068,1.006309,0.005661,0.003079
1.027885,1.006546,0.005725,0.003081
1.028871,1.007129,0.005676,0.003175
1.029953,1.007885,0.005584,0.003223
1.030343,1.009243,0.005645,0.003179
1.030834,1.009844,0.005651,0.003181
1.031439,1.010727,0.005715,0.003183
1.031863,1.011438,0.005666,0.003277
1.033194,1.012779,0.005614,0.003372
1.034459,1.013846,0.005719,0.003420
1.035308,1.014710,0.005783,0.003514
1.036158,1.015157,0.005891,0.003516
1.036939,1.016204,0.005841,0.003610
1.038007,1.017618,0.005947,0.003659
1.038687,1.018890,0.006109,0.003800
1.040134,1.019686,0.006217,0.003894
1.041465,1.020365,0.006268,0.003850
1.042462,1.022476,0.006333,0.003852
1.042991,1.023893,0.006498,0.003901
1.043940,1.024652,0.006662,0.003949
1.045107,1.025694,0.006828,0.003952
1.045966,1.026933,0.006981,0.004000
1.047211,1.028350,0.006988,0.004049
1.048961,1.030190,0.007356,0.004099
1.050141,1.031107,0.007522,0.004100
1.050664,1.031609,0.007733,0.004056
1.051340,1.033611,0.007742,0.004152
1.052584,1.034725,0.007865,0.004247
1.054206,1.035996,0.008077,0.004297
1.055449,1.037030,0.008348,0.004253
1.056689,1.038332,0.008416,0.004255
1.057724,1.040011,0.008528,0.004398
1.058676,1.041033,0.008741,0.004353
1.060305,1.042501,0.008897,0.004308
1.061313,1.043558,0.009052,0.004358
1.062823,1.045053,0.009120,0.004360
1.064193,1.046500,0.009189,0.004409
1.066047,1.047855,0.009403,0.004318
1.066772,1.048877,0.009414,0.004274
1.067179,1.049563,0.009527,0.004417
1.068187,1.050832,0.009597,0.004514
1.069480,1.052072,0.009769,0.004611
1.071136,1.053252,0.009985,0.004566
1.072279,1.054199,0.009996,0.004474
1.073253,1.054956,0.010007,0.004571
1.074381,1.056587,0.010122,0.004621
1.075138,1.057866,0.010193,0.004482
1.077172,1.058502,0.010205,0.004531
1.078478,1.060504,0.010276,0.004676
1.079880,1.061987,0.010347,0.004726
1.081090,1.062596,0.010462,0.004728
1.082243,1.063533,0.010473,0.004588
1.082920,1.065473,0.010544,0.004638
1.083854,1.066308,0.010615,0.004640
1.085084,1.067163,0.010686,0.004644
1.087124,1.068665,0.010698,0.004552
1.087946,1.069965,0.010710,0.004364
1.088653,1.070210,0.010722,0.004319
1.089526,1.070739,0.010793,0.004416
1.090521,1.071628,0.010851,0.004420
1.092139,1.073301,0.010863,0.004422
1.093137,1.074502,0.010875,0.004472
1.094753,1.075235,0.010887,0.004474
1.095545,1.075896,0.010899,0.004477
1.096686,1.078385,0.010957,0.004433
1.098495,1.079166,0.011015,0.004531
1.100357,1.080216,0.011073,0.004724
1.101055,1.081321,0.011086,0.004823
1.103853,1.082859,0.011143,0.005017
