Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.001723,0.001323
0.999701,1.000009,0.001700,0.001425
0.999800,1.000332,0.001743,0.001463
0.999869,1.000683,0.001723,0.001357
0.999702,1.001002,0.001706,0.001432
0.999541,1.001368,0.001692,0.001460
0.999634,1.001807,0.001680,0.001453
1.000110,1.002247,0.001669,0.001446
1.001266,1.002691,0.001741,0.001477
1.001910,1.003875,0.001702,0.001578
1.001980,1.005427,0.001743,0.001701
1.002042,1.005851,0.001744,0.001644
1.002557,1.006222,0.001745,0.001647
1.002803,1.006664,0.001746,0.001840
1.002611,1.008010,0.001818,0.002033
1.003133,1.008890,0.001789,0.002156
1.003290,1.009860,0.001831,0.002189
1.003500,1.010188,0.001832,0.002282
1.004017,1.010660,0.001874,0.002476
1.004268,1.010733,0.001915,0.002570
1.004770,1.010948,0.001957,0.002695
1.005811,1.011416,0.001958,0.002788
1.006233,1.012899,0.002000,0.002912
1.006424,1.013069,0.001971,0.003138
1.007012,1.013649,0.002043,0.003202
1.007121,1.014329,0.002116,0.003236
1.007255,1.015091,0.002158,0.003300
1.007446,1.016671,0.002200,0.003365
1.007411,1.016727,0.002201,0.003308
1.007810,1.017095,0.002172,0.003281
1.008021,1.017746,0.002132,0.003315
1.008292,1.017758,0.002164,0.003349
1.008394,1.018334,0.002196,0.003384
1.008689,1.018301,0.002197,0.003419
1.009658,1.018730,0.002229,0.003392
1.009881,1.019806,0.002230,0.003396
1.010871,1.020266,0.002273,0.003461
1.010357,1.020456,0.002274,0.003465
1.011102,1.020590,0.002275,0.003437
1.011359,1.021348,0.002277,0.003503
1.011412,1.021786,0.002247,0.003508
1.011480,1.022248,0.002248,0.003511
1.011960,1.022810,0.002249,0.003484
1.011779,1.024341,0.002282,0.003518
1.011753,1.025900,0.002283,0.003554
1.011966,1.027235,0.002325,0.003526
1.012381,1.028019,0.002327,0.003562
1.013082,1.028983,0.002256,0.003534
1.013259,1.029566,0.002288,0.003507
1.013574,1.030464,0.002331,0.003574
1.013691,1.031065,0.002332,0.003546
1.013885,1.031998,0.002292,0.003519
1.014058,1.033205,0.002251,0.003522
1.014127,1.033745,0.002284,0.003590
1.013832,1.034637,0.002327,0.003594
1.013863,1.035047,0.002401,0.003598
1.014543,1.036065,0.002361,0.003602
1.014415,1.037068,0.002362,0.003638
1.014504,1.038658,0.002364,0.003705
1.014466,1.039923,0.002438,0.003741
1.014367,1.041416,0.002397,0.003777
1.014068,1.042168,0.002326,0.003749
1.014753,1.043241,0.002400,0.003817
1.014787,1.043771,0.002443,0.003917
1.015493,1.045096,0.002477,0.003986
1.015066,1.046088,0.002509,0.003990
1.015496,1.047745,0.002510,0.003994
1.015361,1.049843,0.002585,0.004094
1.015409,1.050883,0.002628,0.004163
1.015406,1.051603,0.002588,0.004201
1.015645,1.052511,0.002474,0.004172
1.015699,1.053465,0.002517,0.004241
1.015797,1.054343,0.002550,0.004277
1.016003,1.056233,0.002594,0.004347
1.015812,1.057017,0.002522,0.004384
1.015297,1.057654,0.002522,0.004356
1.015715,1.058283,0.002566,0.004458
1.015789,1.059247,0.002609,0.004528
1.016055,1.060555,0.002643,0.004566
1.016897,1.063103,0.002571,0.004615
1.017232,1.064480,0.002498,0.004750
1.017030,1.064737,0.002573,0.004884
1.016867,1.066056,0.002617,0.004967
1.016725,1.067778,0.002651,0.004973
1.017166,1.069413,0.002695,0.005121
1.017193,1.070027,0.002696,0.005332
1.017501,1.070629,0.002772,0.005546
