Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.177533,1.220403,0.001283,0.001467
1.177308,1.220071,0.001284,0.001418
1.177594,1.220044,0.001284,0.001378
1.178207,1.220214,0.001285,0.001486
1.180666,1.221404,0.001285,0.001576
1.180963,1.221583,0.001286,0.001653
1.181487,1.221162,0.001286,0.001645
1.181861,1.221426,0.001287,0.001604
1.182171,1.221612,0.001288,0.001640
1.182581,1.221875,0.001289,0.001573
1.182995,1.222218,0.001323,0.001425
1.183498,1.222451,0.001324,0.001460
1.183762,1.223325,0.001325,0.001564
1.184224,1.226046,0.001326,0.001565
1.184317,1.226406,0.001327,0.001497
1.186333,1.226391,0.001328,0.001499
1.187293,1.226812,0.001362,0.001569
1.188639,1.227039,0.001396,0.001570
1.189679,1.227469,0.001397,0.001468
1.190533,1.227841,0.001430,0.001436
1.191224,1.227928,0.001541,0.001369
1.191848,1.229993,0.001651,0.001370
1.192140,1.231289,0.001652,0.001336
1.192570,1.231581,0.001653,0.001338
1.192937,1.231972,0.001687,0.001373
1.193384,1.232117,0.001765,0.001559
1.193703,1.232491,0.001843,0.001630
1.194127,1.233018,0.001844,0.001562
1.194532,1.233949,0.001878,0.001598
1.194918,1.235863,0.001956,0.001668
1.195647,1.236659,0.002067,0.001740
1.197127,1.237241,0.002113,0.001707
1.197778,1.237503,0.002081,0.001626
1.198725,1.237732,0.002082,0.001592
1.199914,1.238123,0.002128,0.001593
1.200557,1.238893,0.002175,0.001595
1.200880,1.239973,0.002144,0.001666
1.201131,1.240230,0.002145,0.001620
1.201175,1.240643,0.002179,0.001469
1.202052,1.241556,0.002225,0.001470
1.202296,1.241932,0.002272,0.001437
1.202595,1.242011,0.002274,0.001368
1.204022,1.242698,0.002275,0.001405
1.205055,1.242990,0.002277,0.001371
1.205418,1.244586,0.002312,0.001372
1.206374,1.245646,0.002393,0.001375
1.206730,1.246530,0.002507,0.001412
1.207173,1.246848,0.002586,0.001495
1.207017,1.247599,0.002620,0.001495
1.207949,1.248006,0.002701,0.001426
1.208447,1.248923,0.002737,0.001463
1.208763,1.249699,0.002818,0.001358
1.210271,1.250896,0.002897,0.001405
1.210955,1.251692,0.003022,0.001453
1.211422,1.252886,0.003137,0.001490
1.212096,1.253376,0.003218,0.001563
1.212341,1.253566,0.003333,0.001635
1.213086,1.254587,0.003525,0.001780
1.213540,1.255542,0.003729,0.001853
1.214033,1.256068,0.003856,0.001962
1.214140,1.256399,0.003938,0.001893
1.214612,1.257153,0.003987,0.001859
1.216170,1.258052,0.004147,0.001895
1.216819,1.258827,0.004432,0.002004
1.217313,1.259720,0.004548,0.002077
1.217592,1.260980,0.004676,0.002115
1.219106,1.261945,0.004838,0.002224
1.219782,1.262304,0.005078,0.002332
1.220102,1.262807,0.005240,0.002441
1.221046,1.263637,0.005369,0.002479
1.221396,1.264948,0.005453,0.002590
1.222199,1.265728,0.005581,0.002701
1.222518,1.266190,0.005710,0.002668
1.223175,1.267230,0.005794,0.002815
1.223826,1.267951,0.005878,0.002854
1.225361,1.269328,0.005928,0.002965
1.226198,1.270550,0.006013,0.003111
1.226510,1.271604,0.006097,0.003258
1.227712,1.272590,0.006102,0.003333
1.228906,1.273048,0.006152,0.003481
1.229720,1.273739,0.006157,0.003556
1.230117,1.274182,0.006163,0.003631
1.230886,1.275502,0.006249,0.003816
1.231400,1.276493,0.006415,0.003928
1.232321,1.277003,0.006501,0.004040
1.232694,1.278545,0.006506,0.004007
1.233985,1.279675,0.006546,0.003974
1.234786,1.281130,0.006632,0.004013
1.235723,1.282822,0.006798,0.003944
1.236171,1.283756,0.006884,0.003947
1.237509,1.284324,0.006971,0.003950
1.238232,1.285571,0.007057,0.003953
1.239371,1.286371,0.007224,0.003993
