Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.264412,1.302133,0.001540,0.000891
1.268000,1.302999,0.001612,0.000844
1.270021,1.302112,0.001560,0.000972
1.275886,1.301093,0.001618,0.001001
1.278939,1.301434,0.001667,0.001056
1.284110,1.302266,0.001652,0.001138
1.286948,1.302517,0.001728,0.001150
1.291139,1.302592,0.001712,0.001184
1.293072,1.302965,0.001743,0.001327
1.299504,1.303958,0.001902,0.001386
1.302744,1.304641,0.001883,0.001522
1.305208,1.305061,0.001913,0.001634
1.309273,1.305681,0.001967,0.001693
1.309725,1.305893,0.001917,0.001861
1.314536,1.306744,0.001947,0.001951
1.316717,1.307371,0.001928,0.002066
1.320871,1.308546,0.001936,0.002236
1.323049,1.309140,0.002076,0.002295
1.325331,1.309607,0.002118,0.002435
1.327223,1.310326,0.002185,0.002551
1.330837,1.312050,0.002302,0.002635
1.333174,1.313324,0.002390,0.002775
1.335556,1.314981,0.002586,0.002892
1.337877,1.315725,0.002706,0.002977
1.341685,1.318224,0.002820,0.003038
1.343264,1.320050,0.002939,0.003099
1.346962,1.321744,0.003166,0.003185
1.349813,1.323959,0.003481,0.003246
1.352977,1.327153,0.003797,0.003308
1.356753,1.328820,0.004194,0.003370
1.361409,1.331464,0.004565,0.003400
1.364310,1.333451,0.005073,0.003545
1.368263,1.336700,0.005586,0.003691
1.372158,1.340165,0.006262,0.003845
1.376653,1.342742,0.006941,0.004000
1.382427,1.345657,0.007794,0.004213
1.387637,1.348953,0.008680,0.004451
1.390959,1.350770,0.009662,0.004690
1.394966,1.352009,0.010756,0.005113
1.403024,1.356061,0.012195,0.005503
1.407784,1.359137,0.013864,0.005986
1.414845,1.362477,0.015721,0.006611
1.419506,1.365538,0.017783,0.007272
1.419706,1.367059,0.020262,0.008051
1.431672,1.371256,0.023192,0.008917
1.437997,1.374666,0.026795,0.009994
1.444954,1.377527,0.030777,0.011110
1.451971,1.380094,0.035555,0.012498
1.455062,1.381411,0.041217,0.014152
1.464523,1.384812,0.047993,0.016166
1.471693,1.387977,0.055982,0.018482
1.478454,1.390634,0.065580,0.021204
1.486099,1.393643,0.076576,0.024408
1.488038,1.394869,0.080585,0.025454
1.501734,1.400362,0.084782,0.026699
1.507143,1.402750,0.089486,0.028035
1.514172,1.406131,0.094610,0.029419
1.522886,1.408505,0.100316,0.031026
1.524763,1.410275,0.106593,0.032792
1.539379,1.414716,0.113441,0.034775
