Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.264412,1.302133,0.001821,0.002126
1.265319,1.303247,0.001911,0.002260
1.268208,1.307283,0.001935,0.002285
1.268984,1.309411,0.001955,0.002350
1.271637,1.312067,0.001972,0.002364
1.272577,1.317109,0.002024,0.002442
1.273188,1.319811,0.002068,0.002449
1.273440,1.320678,0.002107,0.002513
1.276451,1.325572,0.002190,0.002608
1.277237,1.329854,0.002298,0.002696
1.277771,1.333614,0.002430,0.002795
1.276629,1.335944,0.002514,0.002915
1.278115,1.339188,0.002647,0.003014
1.278921,1.342424,0.002731,0.003137
1.281224,1.346523,0.002840,0.003260
1.282553,1.350018,0.002998,0.003360
1.284571,1.353198,0.003076,0.003405
1.284592,1.357492,0.003210,0.003472
1.284966,1.360038,0.003394,0.003541
1.285179,1.363017,0.003529,0.003701
1.285642,1.365695,0.003607,0.003712
1.286730,1.370089,0.003760,0.003874
1.287992,1.372837,0.003888,0.003945
1.290161,1.377128,0.003992,0.004041
1.290018,1.379876,0.004179,0.004172
1.289901,1.381726,0.004334,0.004271
1.290511,1.386676,0.004547,0.004499
1.290928,1.389488,0.004736,0.004660
1.292246,1.393114,0.004950,0.004882
1.293681,1.398118,0.005214,0.005078
1.294127,1.401537,0.005480,0.005301
1.294784,1.404032,0.005871,0.005560
1.295938,1.407443,0.006238,0.005915
1.296524,1.414233,0.006641,0.006362
1.298436,1.419188,0.007195,0.006751
1.298947,1.424584,0.007774,0.007233
1.300757,1.429557,0.008414,0.007785
1.302150,1.434154,0.009157,0.008497
1.303846,1.438881,0.010061,0.009302
1.305837,1.444731,0.011013,0.010276
1.307139,1.450469,0.012160,0.011415
1.309192,1.456952,0.013438,0.012652
1.310215,1.464522,0.014931,0.014119
1.313054,1.468800,0.016664,0.015822
1.314832,1.475747,0.018532,0.017851
1.317089,1.481688,0.020703,0.020247
1.319414,1.487913,0.023171,0.023067
1.321065,1.493152,0.025808,0.026194
1.325181,1.503557,0.028845,0.029726
1.326578,1.507706,0.032295,0.033932
1.329490,1.514464,0.036312,0.038872
1.332333,1.521071,0.040876,0.044568
1.334317,1.529387,0.046022,0.051184
1.337904,1.537128,0.051632,0.058597
1.340304,1.543092,0.053858,0.061355
1.342868,1.549076,0.056237,0.064344
1.345445,1.558018,0.058776,0.067587
1.348502,1.564413,0.061484,0.071153
1.351566,1.570891,0.064407,0.074984
1.354793,1.578633,0.067590,0.079165
1.357431,1.586794,0.070951,0.083652
