Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.242950,1.157333,0.002206,0.001555
1.241920,1.156496,0.002178,0.001509
1.242412,1.157406,0.002156,0.001514
1.242752,1.157603,0.002138,0.001518
1.242345,1.160466,0.002124,0.001522
1.242933,1.160820,0.002152,0.001525
1.246760,1.161009,0.002139,0.001497
1.247327,1.161033,0.002163,0.001530
1.247813,1.161307,0.002192,0.001616
1.248544,1.161478,0.002195,0.001617
1.249190,1.161655,0.002197,0.001561
1.249737,1.161957,0.002199,0.001591
1.250275,1.162019,0.002236,0.001592
1.250939,1.162307,0.002274,0.001593
1.253583,1.162594,0.002277,0.001679
1.254806,1.162724,0.002279,0.001708
1.255336,1.162978,0.002317,0.001738
1.256203,1.163194,0.002319,0.001767
1.257442,1.163208,0.002383,0.001739
1.257988,1.163682,0.002421,0.001683
1.258581,1.163820,0.002388,0.001655
1.259468,1.164372,0.002390,0.001713
1.262437,1.165361,0.002420,0.001743
1.262797,1.166044,0.002396,0.001744
1.264286,1.166728,0.002364,0.001745
1.265106,1.167547,0.002401,0.001746
1.266738,1.168039,0.002466,0.001747
1.267361,1.168199,0.002532,0.001777
1.268004,1.168383,0.002535,0.001778
1.268569,1.168655,0.002502,0.001780
1.270569,1.169035,0.002469,0.001809
1.271637,1.169216,0.002472,0.001897
1.272220,1.169444,0.002537,0.001927
1.274005,1.169751,0.002540,0.002014
1.274581,1.170448,0.002507,0.002159
1.276569,1.170664,0.002545,0.002246
1.277722,1.171598,0.002647,0.002276
1.278110,1.171747,0.002713,0.002278
1.278885,1.171926,0.002780,0.002221
1.279742,1.173011,0.002818,0.002309
1.280709,1.174266,0.002848,0.002396
1.281315,1.175138,0.002888,0.002427
1.282300,1.175569,0.002892,0.002457
1.283248,1.177124,0.002922,0.002545
1.284437,1.177710,0.002924,0.002643
1.285091,1.178104,0.002991,0.002703
1.286375,1.178304,0.003058,0.002704
1.287684,1.178619,0.003098,0.002706
1.288742,1.178856,0.003074,0.002736
1.290119,1.179274,0.003076,0.002738
1.291164,1.179537,0.003106,0.002798
1.292879,1.180239,0.003138,0.002857
1.293231,1.180658,0.003115,0.002917
1.294535,1.180855,0.003054,0.003035
1.294996,1.181816,0.003122,0.003066
1.295301,1.182673,0.003190,0.003096
1.296015,1.182606,0.003258,0.003156
1.296420,1.183529,0.003355,0.003129
1.297237,1.184367,0.003423,0.003101
1.298187,1.184635,0.003592,0.003035
1.298914,1.185959,0.003726,0.003066
1.300269,1.186929,0.003888,0.003068
1.301210,1.188183,0.003985,0.003167
1.302266,1.188762,0.004146,0.003198
1.303146,1.188987,0.004447,0.003229
1.303654,1.189432,0.004647,0.003231
1.304817,1.189900,0.004755,0.003272
1.305264,1.190168,0.004918,0.003313
1.305805,1.190475,0.005145,0.003354
1.307658,1.190918,0.005309,0.003395
1.309068,1.191798,0.005445,0.003466
1.309388,1.192114,0.005544,0.003507
1.310333,1.192528,0.005615,0.003695
1.310698,1.192898,0.005752,0.003766
1.310989,1.194206,0.005889,0.003837
1.312568,1.196433,0.005998,0.003878
1.313096,1.196908,0.006043,0.003978
1.313580,1.197924,0.006115,0.003980
1.314460,1.198266,0.006225,0.004022
1.315568,1.199960,0.006260,0.004063
1.316080,1.200559,0.006372,0.004164
1.317324,1.201113,0.006473,0.004166
1.317850,1.201551,0.006518,0.004198
1.319608,1.201954,0.006592,0.004201
1.320426,1.202497,0.006704,0.004233
1.321012,1.203118,0.006844,0.004195
1.321548,1.205933,0.007023,0.004197
1.322373,1.206615,0.007202,0.004111
1.323227,1.207496,0.007448,0.004113
1.324669,1.207980,0.007628,0.004145
1.325183,1.208380,0.007809,0.004177
1.326528,1.209061,0.008018,0.004150
1.326739,1.209257,0.008304,0.004113
1.328235,1.210751,0.008485,0.004175
1.329559,1.211166,0.008705,0.004266
1.330614,1.213333,0.008887,0.004299
1.331501,1.213708,0.009108,0.004331
1.331964,1.217172,0.009357,0.004304
1.333271,1.218153,0.009578,0.004336
1.334282,1.218685,0.009791,0.004429
1.335801,1.219411,0.010043,0.004590
1.336519,1.219786,0.010297,0.004713
1.336948,1.220380,0.010647,0.004865
1.338340,1.220942,0.010862,0.005018
1.339571,1.222020,0.011078,0.005140
1.340229,1.222346,0.011391,0.005293
1.341465,1.225330,0.011714,0.005506
1.342827,1.226338,0.012000,0.005789
1.344766,1.227702,0.012353,0.005942
1.345472,1.228301,0.012708,0.006096
1.345708,1.228870,0.013103,0.006250
1.348597,1.230415,0.013596,0.006463
1.349574,1.230992,0.014061,0.006707
1.350214,1.232218,0.014594,0.006921
1.351374,1.233006,0.015169,0.007085
1.353230,1.236210,0.015676,0.007311
1.353634,1.237005,0.016145,0.007536
1.354601,1.237597,0.016617,0.007761
1.356792,1.238177,0.017157,0.008017
1.357514,1.239089,0.017837,0.008274
1.360157,1.239822,0.018488,0.008530
1.361456,1.240843,0.019101,0.008787
1.362897,1.241426,0.019754,0.009044
1.364138,1.242131,0.020507,0.009332
1.366936,1.246136,0.021262,0.009589
1.367750,1.246684,0.022020,0.009949
1.368931,1.247126,0.022819,0.010369
1.370904,1.247703,0.023759,0.010789
1.370717,1.247939,0.024702,0.011240
1.371849,1.249051,0.025676,0.011712
1.372803,1.249561,0.026763,0.012154
1.374779,1.250558,0.027961,0.012658
1.377244,1.250758,0.029162,0.013132
1.379510,1.253368,0.030506,0.013708
1.380706,1.255184,0.031812,0.014314
1.382114,1.256232,0.033234,0.014922
1.383879,1.256990,0.034799,0.015561
1.385250,1.257736,0.036468,0.016241
1.386815,1.258778,0.038149,0.016983
1.388540,1.259363,0.039943,0.017725
1.389551,1.260022,0.041872,0.018427
1.391035,1.260668,0.043846,0.019233
1.392959,1.261921,0.045855,0.020100
1.395215,1.263981,0.047979,0.021060
1.397812,1.264976,0.050261,0.021991
1.398808,1.265866,0.052680,0.022994
1.400158,1.267262,0.055216,0.024122
1.400898,1.267749,0.057869,0.025281
1.402505,1.268680,0.060568,0.026411
1.404417,1.268995,0.063446,0.027665
1.405538,1.269624,0.066515,0.028951
1.406736,1.270030,0.069704,0.030279
1.409601,1.270793,0.073043,0.031660
1.411167,1.273153,0.076564,0.033177
1.412382,1.273970,0.080279,0.034849
1.414144,1.274963,0.084145,0.036595
1.415984,1.275159,0.088018,0.038240
1.417594,1.276044,0.092079,0.039978
1.418466,1.276549,0.096324,0.041760
1.421057,1.276925,0.100796,0.043637
1.423563,1.278014,0.105434,0.045639
1.424530,1.279298,0.110256,0.047685
1.425920,1.280958,0.115348,0.049857
1.428000,1.281741,0.120783,0.052186
1.428498,1.282243,0.126488,0.054591
1.429746,1.282657,0.132456,0.057132
1.432239,1.283389,0.138729,0.059893
1.433534,1.283717,0.145243,0.062761
1.434949,1.284222,0.152106,0.065653
1.436273,1.284834,0.159350,0.068787
1.438701,1.286411,0.166839,0.072080
1.442221,1.288186,0.174856,0.075562
1.443171,1.288783,0.183229,0.079216
1.444689,1.289633,0.191881,0.082997
1.446151,1.290547,0.200434,0.086760
1.447932,1.291710,0.204630,0.088605
1.449680,1.292335,0.208991,0.090467
1.451976,1.292810,0.213468,0.092444
1.454198,1.293181,0.218029,0.094423
1.454904,1.293815,0.222721,0.096451
1.457110,1.294979,0.227388,0.098598
1.458633,1.295493,0.232155,0.100672
