Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.248790,1.340800,0.002998,-0.001550
1.248480,1.340296,0.003042,-0.001417
1.248838,1.340502,0.003077,-0.001310
1.249122,1.340690,0.003003,-0.001271
1.249032,1.342617,0.002982,-0.001194
1.250679,1.343351,0.003015,-0.001224
1.251600,1.343515,0.003043,-0.001325
1.252023,1.343890,0.003067,-0.001378
1.252988,1.344009,0.003027,-0.001461
1.253014,1.343997,0.003149,-0.001496
1.253506,1.344249,0.003195,-0.001461
1.255196,1.344578,0.003272,-0.001544
1.255890,1.344657,0.003318,-0.001511
1.256549,1.344850,0.003321,-0.001325
1.256901,1.345276,0.003324,-0.001174
1.257480,1.345844,0.003327,-0.001128
1.258257,1.346498,0.003330,-0.001164
1.259013,1.347224,0.003332,-0.001282
1.260065,1.347470,0.003444,-0.001330
1.260045,1.347566,0.003490,-0.001331
1.260807,1.347605,0.003492,-0.001332
1.261594,1.348335,0.003495,-0.001144
1.262071,1.348651,0.003498,-0.000956
1.262965,1.348859,0.003544,-0.000874
1.263764,1.349574,0.003471,-0.000875
1.264103,1.350076,0.003474,-0.000911
1.264318,1.351087,0.003477,-0.000829
1.265586,1.351750,0.003480,-0.000783
1.266206,1.351976,0.003483,-0.000819
1.266856,1.352886,0.003486,-0.000903
1.267810,1.353551,0.003489,-0.000952
1.268921,1.354014,0.003492,-0.000953
1.269293,1.354302,0.003528,-0.000918
1.269204,1.354606,0.003498,-0.000920
1.269555,1.355677,0.003501,-0.000920
1.270741,1.356032,0.003504,-0.000837
1.270959,1.356627,0.003507,-0.000873
1.270794,1.357250,0.003543,-0.000945
1.271254,1.357685,0.003579,-0.000909
1.271781,1.358693,0.003582,-0.000838
1.272449,1.359839,0.003585,-0.000874
1.273279,1.360815,0.003588,-0.000803
1.273582,1.361148,0.003591,-0.000695
1.274531,1.361977,0.003594,-0.000780
1.275244,1.362860,0.003597,-0.000746
1.275790,1.363508,0.003633,-0.000747
1.276358,1.363881,0.003636,-0.000748
1.276816,1.364619,0.003640,-0.000628
1.277177,1.365254,0.003643,-0.000581
1.278058,1.365933,0.003646,-0.000617
1.278542,1.366650,0.003649,-0.000618
1.279227,1.367399,0.003685,-0.000581
1.279833,1.368915,0.003689,-0.000582
1.280131,1.369248,0.003658,-0.000619
1.280311,1.370420,0.003661,-0.000740
1.280482,1.371587,0.003664,-0.000705
1.281347,1.371698,0.003701,-0.000741
1.282106,1.373034,0.003704,-0.000936
1.281962,1.373646,0.003707,-0.000901
1.282877,1.374387,0.003710,-0.000903
1.283269,1.375243,0.003713,-0.000855
1.284139,1.375669,0.003750,-0.000819
1.284426,1.376510,0.003719,-0.000893
1.285070,1.377441,0.003723,-0.000943
1.285290,1.378606,0.003805,-0.000943
1.286309,1.379530,0.003842,-0.000944
1.286938,1.380179,0.003891,-0.000981
1.287226,1.381063,0.003860,-0.001104
1.287835,1.382338,0.003863,-0.001154
1.288493,1.383446,0.003866,-0.001193
1.289193,1.384592,0.003949,-0.001230
1.289750,1.385437,0.003998,-0.001268
1.290380,1.385793,0.004001,-0.001232
1.290957,1.386791,0.004004,-0.001234
1.291134,1.387386,0.004087,-0.001235
1.291839,1.388697,0.004137,-0.001199
1.293008,1.389653,0.004186,-0.001286
1.294256,1.390115,0.004189,-0.001287
1.294909,1.391633,0.004226,-0.001201
1.295322,1.392584,0.004230,-0.001127
1.296397,1.393048,0.004280,-0.001090
1.297065,1.394355,0.004238,-0.001053
1.297205,1.395142,0.004241,-0.000817
1.297969,1.396359,0.004279,-0.000656
1.298581,1.397588,0.004409,-0.000495
1.299336,1.398836,0.004459,-0.000421
1.300732,1.400095,0.004417,-0.000384
1.301669,1.401003,0.004420,-0.000185
1.301860,1.401980,0.004504,-0.000023
1.302922,1.402891,0.004589,0.000139
1.304341,1.403694,0.004640,0.000252
1.306167,1.405587,0.004597,0.000452
1.306252,1.405722,0.004635,0.000565
1.307077,1.406836,0.004685,0.000640
1.308113,1.409023,0.004770,0.000716
1.308758,1.409676,0.004821,0.000792
1.309930,1.410462,0.004825,0.000868
1.311120,1.411525,0.004956,0.000869
1.311806,1.413705,0.005088,0.000908
1.312880,1.415024,0.005175,0.000984
1.314181,1.416489,0.005215,0.001099
1.315497,1.417583,0.005347,0.001251
1.316273,1.418758,0.005561,0.001252
1.317540,1.419299,0.005647,0.001291
1.319941,1.421049,0.005699,0.001329
1.321632,1.422710,0.005786,0.001330
1.322389,1.424231,0.006048,0.001332
1.323382,1.425478,0.006346,0.001447
1.324414,1.426449,0.006598,0.001601
1.325497,1.427275,0.006733,0.001717
1.325905,1.429107,0.006938,0.001756
1.327050,1.430180,0.007237,0.001758
1.329118,1.431526,0.007442,0.001836
1.331734,1.432694,0.007613,0.001991
1.333199,1.434578,0.007737,0.002146
1.333919,1.435271,0.007908,0.002263
1.335036,1.436378,0.008080,0.002509
1.336717,1.439353,0.008204,0.002832
1.337428,1.440538,0.008471,0.003155
1.338534,1.442398,0.008691,0.003478
1.341331,1.444063,0.008816,0.003802
1.343957,1.444982,0.008906,0.004126
1.344988,1.446381,0.009044,0.004451
1.345926,1.448567,0.009231,0.004738
1.347576,1.449517,0.009321,0.004986
1.348715,1.450670,0.009460,0.005273
1.349786,1.452435,0.009730,0.005754
1.351543,1.453722,0.010001,0.006236
1.354304,1.454962,0.010308,0.006641
1.355054,1.455634,0.010579,0.007099
1.356833,1.457519,0.010886,0.007558
1.357924,1.459244,0.011194,0.007966
1.359867,1.459872,0.011550,0.008297
1.360929,1.461464,0.011811,0.008706
1.361750,1.463430,0.012072,0.009195
1.363723,1.465376,0.012514,0.009801
1.365480,1.467196,0.013041,0.010408
1.368024,1.468348,0.013437,0.010977
1.370006,1.469832,0.013785,0.011546
1.371623,1.471360,0.014312,0.012286
1.372835,1.473555,0.014878,0.013222
1.374066,1.475009,0.015312,0.013964
1.375231,1.476245,0.015796,0.014708
1.378001,1.477999,0.016413,0.015544
1.379634,1.479351,0.017152,0.016237
1.380750,1.480220,0.017856,0.016971
1.381784,1.483105,0.018560,0.017798
1.383353,1.483326,0.019315,0.018783
1.384674,1.484403,0.020106,0.019771
1.386235,1.486014,0.020813,0.020932
1.387968,1.488403,0.021485,0.022056
1.390186,1.489090,0.022232,0.023260
1.391398,1.490016,0.023126,0.024519
1.392746,1.492536,0.024107,0.026111
1.394433,1.494103,0.025249,0.027613
1.396295,1.495836,0.026369,0.029159
1.397184,1.498391,0.027526,0.030704
1.399084,1.499415,0.028684,0.032250
1.401465,1.500748,0.029845,0.033840
1.402875,1.501963,0.031008,0.035643
1.403654,1.504520,0.032393,0.037660
1.406144,1.506017,0.033866,0.039709
1.407345,1.507805,0.035415,0.041761
1.408295,1.509212,0.037065,0.043950
1.410454,1.510305,0.038851,0.046183
1.411657,1.510991,0.040800,0.048460
1.413706,1.512466,0.042765,0.050780
1.415382,1.514014,0.044821,0.053264
1.417094,1.516070,0.047002,0.055674
1.418173,1.518531,0.049288,0.058248
1.419336,1.519813,0.051700,0.060920
1.420257,1.522089,0.054253,0.063933
1.422626,1.523159,0.057032,0.067111
1.423855,1.525112,0.059953,0.070455
1.425657,1.527051,0.062966,0.073762
1.428035,1.528321,0.064273,0.075330
1.430061,1.528999,0.065680,0.076905
1.431707,1.531079,0.067101,0.078588
1.432731,1.533724,0.068593,0.080282
1.434546,1.535193,0.070304,0.081867
1.435990,1.537662,0.072040,0.083597
1.436827,1.539639,0.073787,0.085527
