Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.209343,1.441800,0.007231,0.004957
1.210283,1.441401,0.007367,0.004939
1.210621,1.441407,0.007477,0.004925
1.210800,1.441887,0.007567,0.004914
1.211031,1.442891,0.007562,0.004831
1.211081,1.443545,0.007558,0.004829
1.211179,1.444202,0.007624,0.004829
1.211211,1.444927,0.007681,0.004829
1.211338,1.445464,0.007814,0.004833
1.211327,1.446292,0.007932,0.004839
1.211412,1.448210,0.008050,0.004925
1.211319,1.449809,0.008167,0.005011
1.212066,1.450193,0.008221,0.005098
1.214070,1.454112,0.008354,0.005042
1.212425,1.455217,0.008488,0.004968
1.213682,1.455669,0.008557,0.004893
1.214094,1.456254,0.008562,0.004980
1.213909,1.456769,0.008566,0.005066
1.213902,1.457915,0.008571,0.005072
1.213830,1.460345,0.008689,0.005137
1.214004,1.460794,0.008808,0.005285
1.213914,1.462144,0.008861,0.005434
1.213867,1.462933,0.008915,0.005521
1.213609,1.464295,0.008969,0.005587
1.213140,1.464913,0.008925,0.005674
1.212684,1.466856,0.008930,0.005742
1.212674,1.468059,0.008935,0.005811
1.211539,1.469205,0.008941,0.005941
1.210627,1.470615,0.008995,0.006213
1.210718,1.471007,0.009049,0.006157
1.210657,1.472690,0.009168,0.006369
1.212688,1.474188,0.009288,0.006499
1.212511,1.474915,0.009342,0.006506
1.212071,1.476455,0.009396,0.006512
1.211591,1.478017,0.009466,0.006662
1.211512,1.479032,0.009537,0.006732
1.210545,1.480428,0.009608,0.006802
1.209435,1.482100,0.009613,0.006871
1.209395,1.482881,0.009619,0.006960
1.209672,1.484298,0.009673,0.007029
1.209589,1.485265,0.009744,0.007162
1.210055,1.486259,0.009749,0.007233
1.211392,1.487235,0.009754,0.007304
1.211617,1.488609,0.009760,0.007376
1.211155,1.490279,0.009831,0.007716
1.210722,1.491463,0.009953,0.007725
1.210064,1.492682,0.009959,0.007735
1.209156,1.493609,0.009964,0.007995
1.208856,1.494552,0.009970,0.008273
1.209360,1.496098,0.010025,0.008345
1.211145,1.498150,0.010081,0.008354
1.211392,1.499307,0.010087,0.008426
1.211684,1.499861,0.010092,0.008624
1.211332,1.500848,0.010097,0.008758
1.211452,1.502787,0.010219,0.008957
1.211531,1.504130,0.010225,0.008967
1.211796,1.504443,0.010230,0.009039
1.211908,1.505771,0.010235,0.009113
1.211243,1.506964,0.010307,0.009251
1.211444,1.508635,0.010363,0.009325
1.211572,1.509852,0.010370,0.009526
1.212756,1.510780,0.010309,0.009664
1.212482,1.512452,0.010314,0.009739
1.213048,1.513811,0.010386,0.009814
1.213367,1.515580,0.010393,0.010016
1.213407,1.516051,0.010400,0.010283
