Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.339293,1.253225,0.001715,0.000936
1.338898,1.252909,0.001802,0.000906
1.339438,1.252958,0.001763,0.000882
1.339465,1.253279,0.001787,0.000863
1.339649,1.256684,0.001756,0.000945
1.341360,1.257022,0.001778,0.000962
1.342431,1.257352,0.001796,0.000978
1.342629,1.257605,0.001812,0.000991
1.342957,1.257926,0.001772,0.001170
1.343635,1.258044,0.001846,0.001250
1.343894,1.258482,0.001889,0.001296
1.344199,1.258759,0.001963,0.001297
1.344398,1.259130,0.001964,0.001265
1.344634,1.259579,0.002007,0.001222
1.344724,1.260090,0.002008,0.001223
1.344893,1.263052,0.002040,0.001258
1.345011,1.263839,0.002084,0.001258
1.345257,1.264208,0.002158,0.001293
1.345327,1.264479,0.002117,0.001294
1.345496,1.264822,0.002160,0.001330
1.346435,1.264883,0.002193,0.001377
1.346605,1.265288,0.002268,0.001424
1.347106,1.265722,0.002301,0.001471
1.347239,1.266622,0.002344,0.001393
1.347679,1.269441,0.002345,0.001350
1.347625,1.270063,0.002420,0.001306
1.348393,1.270556,0.002464,0.001353
1.348256,1.270952,0.002465,0.001503
1.348442,1.271603,0.002466,0.001550
1.348409,1.274026,0.002499,0.001632
1.348456,1.274890,0.002543,0.001679
1.348589,1.275796,0.002576,0.001795
1.348584,1.276370,0.002578,0.001843
1.348601,1.276565,0.002695,0.001924
1.348728,1.279038,0.002803,0.001927
1.348878,1.279660,0.002921,0.001929
1.348691,1.280528,0.002923,0.001966
1.349485,1.281337,0.002999,0.002003
1.348978,1.281872,0.003032,0.002050
1.349458,1.282227,0.003150,0.002133
1.348968,1.285218,0.003184,0.002251
1.348903,1.285224,0.003186,0.002288
1.349935,1.285803,0.003219,0.002256
1.349866,1.287509,0.003327,0.002258
1.348887,1.289310,0.003446,0.002261
1.349606,1.291131,0.003480,0.002298
1.349641,1.291667,0.003375,0.002266
1.349548,1.293150,0.003451,0.002338
1.349525,1.293775,0.003560,0.002376
1.349284,1.294792,0.003562,0.002343
1.348130,1.296620,0.003596,0.002416
1.347677,1.298013,0.003705,0.002454
1.346537,1.298843,0.003675,0.002492
1.346270,1.300256,0.003752,0.002600
1.346603,1.300977,0.003754,0.002638
1.346452,1.302780,0.003832,0.002642
1.346750,1.303530,0.003909,0.002609
1.346931,1.304382,0.004028,0.002647
1.346656,1.306341,0.004106,0.002756
1.346536,1.307163,0.004141,0.002866
1.346835,1.307913,0.004218,0.002940
1.346794,1.309787,0.004403,0.003085
1.346811,1.311424,0.004480,0.003160
1.346771,1.312683,0.004483,0.003234
1.346908,1.313121,0.004647,0.003344
1.346964,1.314381,0.004617,0.003312
1.347088,1.315110,0.004663,0.003387
