Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.005251,0.004414
1.001592,1.000782,0.005263,0.004410
1.002361,1.003293,0.005274,0.004549
1.003333,1.006747,0.005284,0.004664
1.003766,1.008562,0.005293,0.004879
1.004110,1.013002,0.005347,0.005015
1.004645,1.015499,0.005395,0.005033
1.005367,1.016557,0.005316,0.005050
1.005970,1.020262,0.005404,0.005119
1.006192,1.023368,0.005454,0.005188
1.006931,1.025965,0.005542,0.005353
1.007129,1.028670,0.005592,0.005464
1.007208,1.029332,0.005641,0.005630
1.007159,1.029321,0.005771,0.005838
1.009725,1.036696,0.005822,0.006144
1.010802,1.040009,0.005872,0.006300
1.011819,1.042990,0.006003,0.006609
1.012019,1.043462,0.006216,0.006782
1.014155,1.049763,0.006348,0.006900
1.015266,1.051175,0.006479,0.006981
1.016669,1.056792,0.006572,0.007145
1.018255,1.060132,0.006705,0.007461
1.018957,1.061963,0.006959,0.007778
1.022495,1.070007,0.007093,0.008153
1.024950,1.074758,0.007268,0.008529
1.025855,1.078481,0.007443,0.008811
1.027963,1.083297,0.007619,0.009148
1.030094,1.087985,0.007795,0.009476
1.032588,1.092703,0.007891,0.009763
1.034118,1.098338,0.008069,0.010012
1.036090,1.103475,0.008246,0.010300
1.037661,1.106379,0.008341,0.010550
1.037959,1.107446,0.008398,0.010888
1.041149,1.115665,0.008578,0.011387
1.043914,1.120824,0.008758,0.011831
1.045964,1.124673,0.008939,0.012292
1.048375,1.129152,0.009135,0.012803
1.049465,1.131012,0.009373,0.013316
1.052271,1.137180,0.009654,0.013819
1.053896,1.141408,0.009937,0.014429
1.057242,1.146000,0.010262,0.015147
1.059854,1.150263,0.010589,0.015972
1.061312,1.156113,0.010958,0.016818
1.062661,1.159858,0.011412,0.017819
1.064938,1.164277,0.012054,0.018766
1.068498,1.168829,0.012738,0.020098
1.070607,1.175297,0.013553,0.021653
1.070995,1.176325,0.014412,0.023338
1.074506,1.185726,0.015374,0.025359
1.077236,1.189998,0.016553,0.028041
1.080141,1.194812,0.018179,0.031283
1.081758,1.200959,0.020155,0.035310
1.082759,1.202364,0.022726,0.040404
1.087143,1.212745,0.025838,0.046462
1.090278,1.216911,0.026761,0.048345
1.092357,1.222661,0.027776,0.050389
1.095412,1.227365,0.028959,0.052637
1.097022,1.232055,0.030296,0.055203
1.100522,1.240306,0.031771,0.058045
1.103016,1.244997,0.033191,0.061508
1.106190,1.251508,0.034962,0.065221
