Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.191405,1.264276,0.001661,0.000493
1.191024,1.264174,0.001671,0.000538
1.188700,1.264121,0.001679,0.000574
1.186774,1.263573,0.001729,0.000604
1.184667,1.263353,0.001678,0.000584
1.184361,1.261410,0.001635,0.000608
1.183505,1.261261,0.001678,0.000667
1.182730,1.261305,0.001684,0.000647
1.182425,1.260856,0.001686,0.000611
1.182642,1.260742,0.001688,0.000611
1.183647,1.260934,0.001732,0.000611
1.184567,1.261182,0.001734,0.000648
1.185603,1.261467,0.001736,0.000648
1.187423,1.261434,0.001738,0.000648
1.188013,1.261858,0.001740,0.000649
1.188884,1.261977,0.001742,0.000686
1.190330,1.262398,0.001744,0.000722
1.192131,1.262527,0.001746,0.000686
1.192831,1.263699,0.001716,0.000687
1.193345,1.263792,0.001760,0.000724
1.193852,1.263715,0.001805,0.000724
1.194441,1.264694,0.001775,0.000688
1.195018,1.265190,0.001777,0.000652
1.197443,1.265206,0.001811,0.000652
1.198990,1.265234,0.001846,0.000761
1.201264,1.265358,0.001881,0.000871
1.201711,1.265348,0.001916,0.000908
1.202090,1.265336,0.001918,0.000981
1.202787,1.265442,0.001920,0.001018
1.203386,1.265322,0.001954,0.001018
1.203961,1.265410,0.001989,0.000983
1.205277,1.265473,0.002024,0.001020
1.207584,1.265117,0.002026,0.001093
1.209307,1.264123,0.002028,0.001094
1.210484,1.263824,0.002063,0.001168
1.211126,1.263341,0.002142,0.001205
1.212016,1.263018,0.002221,0.001315
1.212612,1.264151,0.002223,0.001499
1.213517,1.265722,0.002193,0.001645
1.215101,1.265629,0.002240,0.001683
1.216158,1.265962,0.002286,0.001647
1.216624,1.266092,0.002333,0.001648
1.217216,1.265999,0.002335,0.001686
1.217974,1.266181,0.002415,0.001686
1.219073,1.266449,0.002462,0.001761
1.220055,1.266418,0.002543,0.001835
1.220645,1.266311,0.002590,0.001836
1.221400,1.266837,0.002592,0.001911
