Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003289,0.001705
0.999936,0.999932,0.003258,0.001670
1.000280,1.000048,0.003232,0.001694
1.000413,1.000266,0.003267,0.001714
1.000632,1.000479,0.003295,0.001875
1.000942,1.000910,0.003274,0.001838
1.001108,1.001150,0.003255,0.001806
1.001646,1.001442,0.003280,0.001814
1.001817,1.001742,0.003283,0.001642
1.002170,1.001975,0.003286,0.001643
1.002735,1.002369,0.003289,0.001749
1.002916,1.002707,0.003291,0.001785
1.003066,1.003536,0.003324,0.001822
1.003070,1.004382,0.003327,0.001789
1.003373,1.005251,0.003330,0.001929
1.004173,1.005880,0.003373,0.001896
1.004160,1.006686,0.003416,0.001932
1.004346,1.006993,0.003530,0.001969
1.004482,1.007525,0.003533,0.002088
1.004811,1.007991,0.003496,0.002091
1.005023,1.008125,0.003539,0.002197
1.005449,1.008786,0.003582,0.002304
1.005252,1.010641,0.003616,0.002341
1.006293,1.011656,0.003578,0.002518
1.006027,1.012557,0.003581,0.002708
1.006822,1.012970,0.003624,0.002711
1.006622,1.013317,0.003739,0.002713
1.006700,1.014102,0.003784,0.002869
1.006905,1.014532,0.003787,0.003024
1.006995,1.015193,0.003831,0.003026
1.007483,1.015707,0.003864,0.003133
1.007550,1.017573,0.003898,0.003171
1.007756,1.018330,0.003830,0.003256
1.008531,1.019460,0.003792,0.003259
1.008299,1.020080,0.003836,0.003297
1.009046,1.021727,0.003911,0.003347
1.009333,1.022214,0.003986,0.003398
1.009401,1.022953,0.003959,0.003519
1.009682,1.023064,0.003961,0.003605
1.009895,1.023808,0.003995,0.003608
1.010408,1.024643,0.004071,0.003694
1.010900,1.025759,0.004075,0.003816
1.011109,1.026919,0.004006,0.003784
1.011460,1.028314,0.003968,0.003823
1.011713,1.029324,0.004002,0.003945
1.011959,1.030517,0.004079,0.003996
1.012163,1.031253,0.004155,0.004118
1.013030,1.032273,0.004117,0.004157
1.013564,1.033324,0.004161,0.004197
1.014381,1.034653,0.004195,0.004200
1.015023,1.035551,0.004230,0.004239
1.015358,1.036592,0.004193,0.004279
1.015648,1.037841,0.004154,0.004282
1.016216,1.038430,0.004230,0.004286
1.017421,1.039679,0.004275,0.004326
1.018092,1.040597,0.004311,0.004329
1.018421,1.041470,0.004241,0.004333
1.018947,1.042916,0.004202,0.004336
1.019545,1.044118,0.004278,0.004340
1.020465,1.045313,0.004324,0.004344
1.020852,1.046538,0.004328,0.004383
