Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.210933,1.292740,0.001821,0.002126
1.211802,1.293846,0.001911,0.002260
1.214568,1.297853,0.001935,0.002285
1.215311,1.299965,0.001955,0.002350
1.217852,1.302602,0.001972,0.002364
1.218752,1.307608,0.002024,0.002442
1.219337,1.310290,0.002068,0.002449
1.219579,1.311151,0.002107,0.002513
1.222463,1.316010,0.002190,0.002608
1.223215,1.320261,0.002298,0.002696
1.223727,1.323994,0.002430,0.002795
1.222633,1.326307,0.002514,0.002915
1.224056,1.329528,0.002647,0.003014
1.224828,1.332741,0.002731,0.003137
1.227034,1.336810,0.002840,0.003260
1.228306,1.340280,0.002998,0.003360
1.230239,1.343437,0.003076,0.003405
1.230260,1.347700,0.003210,0.003472
1.230617,1.350228,0.003394,0.003541
1.230821,1.353185,0.003529,0.003701
1.231265,1.355843,0.003607,0.003712
1.232307,1.360206,0.003760,0.003874
1.233515,1.362934,0.003888,0.003945
1.235593,1.367195,0.003992,0.004041
1.235456,1.369922,0.004179,0.004172
1.235344,1.371759,0.004334,0.004271
1.235927,1.376673,0.004547,0.004499
1.236327,1.379466,0.004736,0.004660
1.237589,1.383065,0.004950,0.004882
1.238964,1.388033,0.005214,0.005078
1.239391,1.391427,0.005480,0.005301
1.240021,1.393905,0.005871,0.005560
1.241125,1.397290,0.006238,0.005915
1.241687,1.404032,0.006641,0.006362
1.243518,1.408951,0.007195,0.006751
1.244007,1.414307,0.007774,0.007233
1.245740,1.419245,0.008414,0.007785
1.247074,1.423809,0.009157,0.008497
1.248699,1.428502,0.010061,0.009302
1.250606,1.434309,0.011013,0.010276
1.251852,1.440006,0.012160,0.011415
1.253819,1.446443,0.013438,0.012652
1.254799,1.453958,0.014931,0.014119
1.257518,1.458205,0.016664,0.015822
1.259220,1.465101,0.018532,0.017851
1.261382,1.471000,0.020703,0.020247
1.263609,1.477180,0.023171,0.023067
1.265189,1.482381,0.025808,0.026194
1.269131,1.492711,0.028845,0.029726
1.270469,1.496831,0.032295,0.033932
1.273258,1.503540,0.036312,0.038872
1.275981,1.510099,0.040876,0.044568
1.277881,1.518355,0.046022,0.051184
1.281316,1.526041,0.051632,0.058597
1.283614,1.531961,0.053858,0.061355
1.286071,1.537902,0.056237,0.064344
1.288538,1.546779,0.058776,0.067587
1.291466,1.553128,0.061484,0.071153
1.294401,1.559560,0.064407,0.074984
1.297491,1.567246,0.067590,0.079165
1.300017,1.575348,0.070951,0.083652
