Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.210933,1.292740,0.000981,0.000949
1.214549,1.293637,0.001033,0.001028
1.216250,1.295053,0.001194,0.000972
1.216358,1.295067,0.001217,0.001035
1.221293,1.300224,0.001267,0.001088
1.223798,1.302560,0.001338,0.001234
1.224324,1.306343,0.001347,0.001359
1.223948,1.309162,0.001403,0.001413
1.223932,1.308812,0.001526,0.001416
1.227327,1.313425,0.001554,0.001586
1.228276,1.315970,0.001663,0.001726
1.229245,1.318210,0.001738,0.001810
1.232841,1.319347,0.001767,0.001980
1.233363,1.318889,0.001924,0.002074
1.235059,1.320214,0.001977,0.002247
1.237091,1.321597,0.002040,0.002396
1.239408,1.324191,0.002126,0.002515
1.240766,1.326929,0.002100,0.002713
1.240808,1.326897,0.002212,0.002832
1.243046,1.330036,0.002242,0.002952
1.246326,1.333443,0.002222,0.002984
1.247403,1.335357,0.002335,0.003017
1.248468,1.339039,0.002375,0.003105
1.248451,1.339020,0.002414,0.003250
1.253077,1.344191,0.002503,0.003283
1.254571,1.347548,0.002509,0.003291
1.256845,1.350449,0.002676,0.003357
1.260636,1.353439,0.002766,0.003422
1.260649,1.353442,0.002825,0.003514
1.265197,1.360942,0.002993,0.003523
1.268273,1.365388,0.003051,0.003615
1.270365,1.367831,0.003110,0.003683
1.272586,1.371060,0.003228,0.003726
1.276932,1.375836,0.003340,0.003889
1.279242,1.379891,0.003590,0.004017
1.282520,1.384800,0.003900,0.004241
1.288110,1.388896,0.004205,0.004430
1.289507,1.392728,0.004483,0.004654
1.292101,1.395558,0.004947,0.004845
1.297750,1.401144,0.005412,0.005096
1.302282,1.406671,0.005967,0.005410
1.305691,1.410099,0.006500,0.005793
1.308321,1.413424,0.007165,0.006264
1.308373,1.414256,0.007921,0.006652
1.318375,1.423420,0.008877,0.007222
1.323020,1.427146,0.009887,0.007885
1.327420,1.431028,0.011089,0.008646
1.330508,1.435357,0.012411,0.009434
1.330456,1.435549,0.013882,0.010264
1.339477,1.444904,0.015504,0.011405
1.344277,1.450377,0.017484,0.012705
1.349554,1.454851,0.019927,0.014426
1.353978,1.460227,0.022938,0.016530
1.358904,1.465169,0.026338,0.019049
1.362921,1.470027,0.027521,0.019890
1.367461,1.473478,0.028782,0.020788
1.372807,1.477522,0.030152,0.021748
1.376884,1.484415,0.031696,0.022761
1.382775,1.487142,0.033371,0.024013
1.388084,1.494977,0.034999,0.025336
1.392094,1.497516,0.037027,0.026705
