Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.210933,1.292740,0.001540,0.000891
1.214369,1.293600,0.001612,0.000844
1.216304,1.292719,0.001560,0.000972
1.221921,1.291707,0.001618,0.001001
1.224845,1.292046,0.001667,0.001056
1.229798,1.292873,0.001652,0.001138
1.232516,1.293122,0.001728,0.001150
1.236529,1.293196,0.001712,0.001184
1.238380,1.293567,0.001743,0.001327
1.244541,1.294552,0.001902,0.001386
1.247643,1.295230,0.001883,0.001522
1.250003,1.295647,0.001913,0.001634
1.253896,1.296263,0.001967,0.001693
1.254329,1.296473,0.001917,0.001861
1.258937,1.297318,0.001947,0.001951
1.261026,1.297940,0.001928,0.002066
1.265004,1.299107,0.001936,0.002236
1.267090,1.299696,0.002076,0.002295
1.269275,1.300160,0.002118,0.002435
1.271087,1.300874,0.002185,0.002551
1.274548,1.302586,0.002302,0.002635
1.276786,1.303850,0.002390,0.002775
1.279068,1.305495,0.002586,0.002892
1.281291,1.306234,0.002706,0.002977
1.284937,1.308715,0.002820,0.003038
1.286449,1.310528,0.002939,0.003099
1.289991,1.312210,0.003166,0.003185
1.292722,1.314408,0.003481,0.003246
1.295752,1.317579,0.003797,0.003308
1.299368,1.319234,0.004194,0.003370
1.303827,1.321860,0.004565,0.003400
1.306605,1.323832,0.005073,0.003545
1.310391,1.327058,0.005586,0.003691
1.314122,1.330498,0.006262,0.003845
1.318426,1.333057,0.006941,0.004000
1.323956,1.335950,0.007794,0.004213
1.328946,1.339223,0.008680,0.004451
1.332128,1.341027,0.009662,0.004690
1.335965,1.342257,0.010756,0.005113
1.343682,1.346279,0.012195,0.005503
1.348241,1.349333,0.013864,0.005986
1.355003,1.352649,0.015721,0.006611
1.359467,1.355688,0.017783,0.007272
1.359658,1.357198,0.020262,0.008051
1.371119,1.361365,0.023192,0.008917
1.377176,1.364750,0.026795,0.009994
1.383838,1.367590,0.030777,0.011110
1.390559,1.370139,0.035555,0.012498
1.393519,1.371447,0.041217,0.014152
1.402580,1.374823,0.047993,0.016166
1.409446,1.377965,0.055982,0.018482
1.415922,1.380603,0.065580,0.021204
1.423244,1.383590,0.076576,0.024408
1.425101,1.384807,0.080585,0.025454
1.438217,1.390260,0.084782,0.026699
1.443398,1.392631,0.089486,0.028035
1.450129,1.395988,0.094610,0.029419
1.458475,1.398345,0.100316,0.031026
1.460272,1.400102,0.106593,0.032792
1.474270,1.404511,0.113441,0.034775
