Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.309407,1.231542,0.002312,0.000704
1.309232,1.231706,0.002309,0.000729
1.310628,1.235165,0.002307,0.000750
1.311179,1.236419,0.002409,0.000767
1.312243,1.237751,0.002400,0.000737
1.312433,1.239073,0.002392,0.000784
1.316565,1.243340,0.002440,0.000757
1.317831,1.244266,0.002482,0.000733
1.319170,1.247093,0.002537,0.000771
1.319336,1.249838,0.002515,0.000776
1.319499,1.251061,0.002546,0.000806
1.320627,1.256903,0.002600,0.000780
1.321512,1.259451,0.002656,0.000719
1.321618,1.262277,0.002711,0.000785
1.323313,1.266010,0.002767,0.000853
1.323250,1.267526,0.002797,0.000919
1.324779,1.272451,0.002853,0.000885
1.324937,1.276752,0.002996,0.000888
1.326412,1.280010,0.002976,0.000891
1.326806,1.282898,0.003058,0.000893
1.326908,1.283983,0.003175,0.000803
1.327698,1.290357,0.003294,0.000871
1.327675,1.295013,0.003360,0.000910
1.327824,1.298833,0.003532,0.000913
1.328049,1.302363,0.003755,0.000889
1.327720,1.305768,0.003874,0.000865
1.328993,1.310462,0.004046,0.000961
1.328480,1.315029,0.004193,0.001058
1.328729,1.319478,0.004393,0.001102
1.328360,1.324942,0.004539,0.001147
1.329270,1.327384,0.004766,0.001152
1.329575,1.332645,0.005047,0.001330
1.329968,1.338181,0.005304,0.001540
1.330194,1.342859,0.005648,0.001750
1.331113,1.348277,0.005966,0.001999
1.332047,1.351447,0.006250,0.002317
1.333016,1.360928,0.006617,0.002541
1.333364,1.364424,0.007090,0.002825
1.333244,1.370339,0.007656,0.003249
1.334639,1.378532,0.008251,0.003716
1.336097,1.384095,0.009098,0.004255
1.337488,1.393546,0.010001,0.004939
1.338198,1.402798,0.011051,0.005736
1.338611,1.410236,0.012221,0.006712
1.340272,1.417893,0.013755,0.007765
1.341523,1.421319,0.015439,0.009188
1.344214,1.434102,0.017410,0.010724
1.346109,1.442075,0.019632,0.012412
1.348341,1.449690,0.022369,0.014624
1.349551,1.456444,0.025678,0.017208
1.350605,1.460357,0.029707,0.020346
1.353000,1.470986,0.034409,0.024093
1.354718,1.477082,0.040040,0.028779
1.356549,1.484728,0.046505,0.034203
1.358148,1.491969,0.048785,0.036074
1.359087,1.495291,0.051185,0.038150
1.361637,1.502314,0.053881,0.040354
1.363463,1.509150,0.056867,0.042803
1.365094,1.517875,0.060188,0.045415
1.367294,1.525670,0.063729,0.048414
1.368966,1.530659,0.067722,0.051615
