Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.001715,0.000936
0.999705,0.999747,0.001802,0.000906
1.000108,0.999786,0.001763,0.000882
1.000128,1.000043,0.001787,0.000863
1.000265,1.002760,0.001756,0.000945
1.001543,1.003030,0.001778,0.000962
1.002343,1.003293,0.001796,0.000978
1.002491,1.003495,0.001812,0.000991
1.002736,1.003751,0.001772,0.001170
1.003242,1.003845,0.001846,0.001250
1.003435,1.004195,0.001889,0.001296
1.003663,1.004416,0.001963,0.001297
1.003811,1.004712,0.001964,0.001265
1.003988,1.005070,0.002007,0.001222
1.004055,1.005478,0.002008,0.001223
1.004181,1.007841,0.002040,0.001258
1.004269,1.008469,0.002084,0.001258
1.004453,1.008764,0.002158,0.001293
1.004505,1.008980,0.002117,0.001294
1.004632,1.009253,0.002160,0.001330
1.005333,1.009302,0.002193,0.001377
1.005460,1.009625,0.002268,0.001424
1.005833,1.009971,0.002301,0.001471
1.005933,1.010690,0.002344,0.001393
1.006262,1.012939,0.002345,0.001350
1.006221,1.013436,0.002420,0.001306
1.006794,1.013829,0.002464,0.001353
1.006692,1.014145,0.002465,0.001503
1.006831,1.014664,0.002466,0.001550
1.006807,1.016598,0.002499,0.001632
1.006842,1.017287,0.002543,0.001679
1.006941,1.018010,0.002576,0.001795
1.006937,1.018468,0.002578,0.001843
1.006950,1.018623,0.002695,0.001924
1.007045,1.020597,0.002803,0.001927
1.007157,1.021093,0.002921,0.001929
1.007017,1.021786,0.002923,0.001966
1.007610,1.022432,0.002999,0.002003
1.007231,1.022858,0.003032,0.002050
1.007590,1.023141,0.003150,0.002133
1.007224,1.025528,0.003184,0.002251
1.007175,1.025533,0.003186,0.002288
1.007946,1.025995,0.003219,0.002256
1.007895,1.027357,0.003327,0.002258
1.007163,1.028793,0.003446,0.002261
1.007700,1.030247,0.003480,0.002298
1.007727,1.030674,0.003375,0.002266
1.007657,1.031857,0.003451,0.002338
1.007640,1.032356,0.003560,0.002376
1.007460,1.033168,0.003562,0.002343
