Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.393634,1.604475,0.003348,0.001778
1.393248,1.605436,0.003340,0.001912
1.393816,1.607243,0.003333,0.002069
1.393986,1.611987,0.003388,0.002154
1.395400,1.613894,0.003435,0.002226
1.397499,1.618049,0.003424,0.002287
1.396749,1.621672,0.003415,0.002292
1.396421,1.625567,0.003374,0.002342
1.397694,1.627923,0.003424,0.002502
1.398326,1.631818,0.003429,0.002542
1.399076,1.636714,0.003512,0.002738
1.399154,1.636691,0.003519,0.002904
1.400779,1.645084,0.003602,0.003028
1.401054,1.647992,0.003719,0.003229
1.401455,1.653323,0.003902,0.003364
1.401721,1.658149,0.004009,0.003499
1.401952,1.663915,0.004160,0.003591
1.402190,1.669610,0.004344,0.003684
1.402628,1.676932,0.004452,0.003811
1.402855,1.680176,0.004560,0.003938
1.404118,1.687591,0.004678,0.004066
1.404987,1.695223,0.004830,0.004204
1.405479,1.702719,0.005049,0.004380
1.405599,1.710015,0.005192,0.004509
1.406684,1.719243,0.005446,0.004732
1.407276,1.721870,0.005624,0.004876
1.408167,1.733098,0.005767,0.004974
1.410306,1.743988,0.005945,0.005039
1.411679,1.755840,0.006057,0.005056
1.414135,1.766521,0.006169,0.005155
1.415412,1.774738,0.006281,0.005255
1.416947,1.787363,0.006428,0.005440
1.418873,1.800206,0.006541,0.005543
1.421598,1.811908,0.006688,0.005731
1.424393,1.822156,0.006917,0.005835
1.427915,1.834163,0.007179,0.006074
1.429957,1.843760,0.007477,0.006386
1.432112,1.850006,0.007777,0.006617
1.435159,1.862938,0.008112,0.006946
1.438214,1.870389,0.008310,0.007179
1.441083,1.881513,0.008543,0.007463
1.444982,1.890549,0.008845,0.007785
1.447609,1.901637,0.009254,0.008158
1.450130,1.906209,0.009732,0.008620
1.453529,1.914578,0.010260,0.009137
1.456348,1.924215,0.010929,0.009693
1.457907,1.926588,0.011671,0.010308
1.462556,1.942836,0.012496,0.011102
1.466261,1.955018,0.013500,0.011992
1.468412,1.961109,0.014684,0.013115
1.471919,1.973158,0.016130,0.014236
1.475367,1.987013,0.017759,0.015701
1.477683,1.995447,0.019913,0.017669
1.480821,2.007793,0.022370,0.020196
1.484381,2.019948,0.023246,0.020981
1.485993,2.025191,0.024215,0.021826
1.489089,2.031072,0.025344,0.022763
1.494036,2.052326,0.026439,0.023797
1.497332,2.064477,0.027697,0.024978
1.500749,2.077187,0.029096,0.026246
1.504013,2.090382,0.030577,0.027753
