Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.194518,1.190207,0.004045,0.000875
1.194450,1.190009,0.004056,0.000955
1.195138,1.190755,0.004073,0.000756
1.196761,1.191739,0.004081,0.000642
1.197593,1.195859,0.004093,0.000685
1.198233,1.196278,0.004096,0.000478
1.199615,1.196992,0.004159,0.000720
1.200135,1.197625,0.004163,0.000817
1.200655,1.199412,0.004226,0.000867
1.201439,1.200462,0.004284,0.000706
1.202803,1.201976,0.004291,0.000756
1.203035,1.202292,0.004295,0.000709
1.204516,1.203914,0.004302,0.000757
1.204706,1.204002,0.004305,0.000968
1.205801,1.205389,0.004312,0.001164
1.205999,1.206091,0.004316,0.001229
1.206754,1.207641,0.004323,0.001135
1.207072,1.208808,0.004327,0.001039
1.208412,1.210531,0.004477,0.000943
1.209014,1.210886,0.004480,0.001203
1.210395,1.211713,0.004544,0.001402
1.210945,1.212584,0.004548,0.001550
1.211368,1.214692,0.004555,0.001763
1.211943,1.215737,0.004558,0.001864
1.212661,1.216841,0.004565,0.002016
1.213002,1.217107,0.004569,0.002214
1.214133,1.218631,0.004577,0.002414
1.214440,1.219672,0.004580,0.002563
1.215981,1.221166,0.004389,0.002862
1.216638,1.222081,0.004393,0.002913
1.217971,1.223909,0.004444,0.003117
1.218334,1.224219,0.004447,0.003170
1.219248,1.226714,0.004512,0.003422
1.219460,1.228457,0.004573,0.003425
1.220173,1.229246,0.004638,0.003481
1.220689,1.230154,0.004642,0.003534
1.221969,1.231726,0.004693,0.003689
1.222120,1.232535,0.004755,0.003742
1.222555,1.235011,0.004820,0.003897
1.223261,1.236404,0.004882,0.004000
1.224175,1.238053,0.004890,0.003957
1.224517,1.238975,0.004894,0.003960
1.225842,1.241273,0.005063,0.003966
1.226678,1.243311,0.005111,0.003970
1.227605,1.244953,0.005061,0.003976
1.227933,1.246184,0.005123,0.003980
1.229009,1.248911,0.005234,0.003986
1.229352,1.250244,0.005180,0.003990
1.230778,1.253209,0.005246,0.003996
1.230994,1.254234,0.005295,0.004000
1.233191,1.256101,0.005303,0.004006
1.233047,1.258307,0.005410,0.004010
1.234801,1.260251,0.005406,0.004067
1.235588,1.261211,0.005366,0.004070
1.236867,1.264769,0.005477,0.004129
1.237698,1.266199,0.005482,0.004235
1.239914,1.269754,0.005552,0.004293
1.240006,1.270623,0.005555,0.004296
1.241322,1.274116,0.005757,0.004406
1.241958,1.275643,0.005822,0.004461
1.242896,1.278539,0.005786,0.004468
1.243043,1.279007,0.005791,0.004575
1.245059,1.281298,0.005965,0.004737
1.245997,1.282217,0.005910,0.004740
1.247197,1.285891,0.006084,0.004903
1.248088,1.287533,0.006238,0.004960
1.248825,1.289473,0.006204,0.005020
1.249217,1.290287,0.006313,0.005075
1.250364,1.294048,0.006340,0.005188
1.250818,1.295520,0.006285,0.005192
1.252788,1.297626,0.006717,0.005304
1.254139,1.299913,0.006888,0.005361
1.254676,1.301951,0.006855,0.005422
1.255523,1.303626,0.007131,0.005425
1.256470,1.305233,0.007689,0.005785
1.257165,1.307004,0.007801,0.005738
1.258080,1.309397,0.008466,0.005852
1.258707,1.310496,0.008807,0.006137
1.260245,1.314505,0.009307,0.006605
1.261644,1.316302,0.009648,0.006838
1.263723,1.318577,0.010060,0.007341
1.264224,1.319640,0.010281,0.007576
1.265504,1.323538,0.010845,0.008205
1.266132,1.324535,0.011021,0.008651
1.267731,1.326779,0.011146,0.008931
1.267969,1.328558,0.011277,0.009273
1.269312,1.331282,0.011296,0.009958
1.270613,1.332812,0.011413,0.010073
1.271515,1.335501,0.011694,0.010302
1.273182,1.337037,0.011703,0.010470
1.274569,1.340107,0.011986,0.011039
1.275659,1.342034,0.012167,0.011209
1.277068,1.345187,0.012668,0.011388
1.277531,1.346699,0.013003,0.011505
1.279566,1.350292,0.013676,0.011899
1.280139,1.352175,0.014060,0.011908
1.282243,1.355179,0.014781,0.012485
1.283501,1.357788,0.015011,0.012836
1.284399,1.359378,0.015642,0.013595
1.285103,1.362017,0.016090,0.014056
1.287920,1.364599,0.016850,0.014765
1.288621,1.366405,0.017192,0.015120
1.290272,1.370588,0.018334,0.015938
1.290925,1.372721,0.018679,0.016458
1.293516,1.375442,0.019449,0.017554
1.294526,1.377164,0.019983,0.018418
1.297398,1.381020,0.021101,0.019646
1.297934,1.383433,0.021842,0.020226
1.300246,1.385828,0.023630,0.021934
1.301138,1.387466,0.024501,0.022736
1.303870,1.391491,0.026232,0.024471
1.304472,1.393368,0.027044,0.025458
1.306102,1.396136,0.028803,0.027711
1.307279,1.398288,0.030128,0.028979
1.308861,1.402470,0.033055,0.031834
1.310688,1.403880,0.034612,0.033441
1.313331,1.406507,0.038240,0.037028
1.314407,1.407788,0.039006,0.037893
1.316553,1.413872,0.040339,0.039297
1.317450,1.415926,0.041173,0.040150
1.320070,1.417967,0.043203,0.042110
1.320523,1.419338,0.044608,0.043280
