Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002906,0.002627
1.000093,0.999099,0.002976,0.002743
1.000936,1.002058,0.003077,0.002837
1.001483,1.004257,0.003066,0.002862
1.003230,1.006332,0.003057,0.002883
1.004667,1.007590,0.003050,0.002948
1.005357,1.010610,0.003118,0.003004
1.005767,1.012221,0.003178,0.003083
1.006893,1.015973,0.003223,0.003231
1.008179,1.018156,0.003356,0.003379
1.009270,1.019922,0.003490,0.003460
1.010085,1.021925,0.003594,0.003610
1.012015,1.024176,0.003660,0.003759
1.012451,1.027093,0.003735,0.003911
1.013473,1.028749,0.003780,0.003993
1.014229,1.030110,0.003877,0.004036
1.015311,1.033785,0.003973,0.004080
1.016052,1.035081,0.004040,0.004165
1.016682,1.038176,0.004207,0.004289
1.017452,1.038860,0.004374,0.004518
1.018696,1.040914,0.004602,0.004604
1.019644,1.043741,0.004700,0.004795
1.020305,1.046884,0.004829,0.004956
1.021378,1.050651,0.004987,0.005118
1.022773,1.053011,0.005117,0.005280
1.022863,1.053118,0.005247,0.005486
1.025100,1.059750,0.005346,0.005726
1.026058,1.062194,0.005508,0.006008
1.028735,1.065334,0.005730,0.006282
1.030022,1.070202,0.006025,0.006597
1.032118,1.073522,0.006229,0.006914
1.033539,1.076233,0.006495,0.007426
1.035575,1.080210,0.006824,0.007867
1.038359,1.084914,0.007092,0.008418
1.039983,1.088459,0.007423,0.009097
1.041596,1.093854,0.007756,0.009804
1.044072,1.097172,0.008254,0.010531
1.045521,1.101148,0.008785,0.011260
1.047814,1.105909,0.009411,0.012180
1.050102,1.110643,0.010132,0.013104
1.050690,1.112807,0.010992,0.014267
1.054962,1.120543,0.011978,0.015593
1.057236,1.126134,0.013009,0.017160
1.058937,1.128840,0.014274,0.019026
1.062283,1.133919,0.015690,0.021216
1.063784,1.138584,0.017373,0.023811
1.067413,1.144389,0.019293,0.026743
1.069918,1.150223,0.021515,0.030275
1.072660,1.155730,0.024067,0.034201
1.074411,1.160472,0.027062,0.038681
1.078186,1.165710,0.030490,0.043981
1.080325,1.172124,0.034417,0.050082
1.083602,1.178161,0.038951,0.057341
1.085983,1.183394,0.044073,0.065375
1.089608,1.188770,0.046022,0.068579
1.090004,1.190799,0.048076,0.071949
1.094406,1.201124,0.050350,0.075582
1.096400,1.206051,0.052892,0.079545
1.098926,1.210852,0.055545,0.083799
1.101651,1.218169,0.058464,0.088457
1.103231,1.220565,0.061613,0.093517
