Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.261120,1.144643,0.000818,0.001841
1.260288,1.144872,0.000828,0.001835
1.260736,1.144982,0.000898,0.001786
1.260918,1.145109,0.000900,0.001786
1.260905,1.145371,0.000902,0.001787
1.261374,1.145448,0.000903,0.001822
1.262059,1.145634,0.000871,0.001852
1.264314,1.145752,0.000844,0.001818
1.265097,1.145843,0.000957,0.001849
1.265652,1.145809,0.001141,0.001909
1.266562,1.145970,0.001142,0.001911
1.267085,1.145976,0.001143,0.001942
1.267690,1.146063,0.001185,0.002003
1.268133,1.146230,0.001228,0.002094
1.268649,1.146279,0.001230,0.002125
1.269442,1.146284,0.001231,0.002156
1.271064,1.146414,0.001274,0.002188
1.272714,1.146440,0.001276,0.002279
1.274286,1.146650,0.001277,0.002340
1.274666,1.146652,0.001319,0.002401
1.275239,1.146706,0.001362,0.002432
1.276240,1.146722,0.001477,0.002403
1.276782,1.147174,0.001508,0.002465
1.278507,1.147837,0.001542,0.002556
1.279416,1.147640,0.001585,0.002588
1.281334,1.148028,0.001628,0.002649
1.281950,1.148488,0.001744,0.002651
1.282769,1.148539,0.001788,0.002743
1.283438,1.148744,0.001749,0.002745
1.284042,1.149130,0.001793,0.002777
1.284804,1.149265,0.001794,0.002778
1.286463,1.149411,0.001796,0.002810
1.287439,1.149888,0.001840,0.002811
1.288532,1.150347,0.001925,0.002843
1.288047,1.150069,0.001969,0.002906
1.289188,1.150369,0.001971,0.002907
1.290145,1.150457,0.001931,0.002999
1.289373,1.150571,0.001974,0.003061
1.289912,1.150594,0.001903,0.003094
1.290654,1.151246,0.001863,0.003126
1.291389,1.151577,0.001865,0.003127
1.291404,1.152038,0.001910,0.003190
1.292517,1.152931,0.001913,0.003223
1.292860,1.152623,0.001915,0.003255
1.293633,1.153203,0.001874,0.003287
1.295247,1.153641,0.001919,0.003319
1.296378,1.153549,0.001964,0.003352
1.296805,1.153982,0.001998,0.003414
1.298095,1.154462,0.001958,0.003447
1.298674,1.154393,0.001918,0.003418
1.299271,1.154661,0.001919,0.003420
1.299988,1.154636,0.001964,0.003452
1.301153,1.155203,0.001966,0.003423
1.302398,1.155376,0.002011,0.003395
1.303861,1.156295,0.002056,0.003396
1.304213,1.156950,0.002101,0.003429
1.304413,1.156650,0.002029,0.003462
1.305330,1.157722,0.002031,0.003464
1.305729,1.158006,0.002076,0.003497
1.306546,1.158376,0.002122,0.003530
1.307738,1.158494,0.002081,0.003594
1.308392,1.158857,0.002083,0.003626
1.309527,1.159735,0.002054,0.003659
1.310177,1.159975,0.002175,0.003661
1.310852,1.160317,0.002254,0.003694
1.311628,1.160690,0.002256,0.003819
1.312183,1.161362,0.002258,0.003852
1.312928,1.161546,0.002336,0.003947
1.313639,1.162770,0.002449,0.004011
1.314037,1.163438,0.002484,0.004074
1.315031,1.163799,0.002443,0.004138
1.315569,1.165076,0.002445,0.004141
1.316347,1.165033,0.002525,0.004174
1.317450,1.165754,0.002638,0.004177
1.317184,1.165857,0.002673,0.004179
1.317841,1.166378,0.002675,0.004212
1.318557,1.167360,0.002711,0.004246
1.319734,1.168367,0.002791,0.004279
1.320455,1.168762,0.002828,0.004312
1.321467,1.170253,0.002798,0.004346
1.322410,1.170753,0.002799,0.004286
1.323270,1.171641,0.002913,0.004288
1.323876,1.172628,0.002995,0.004322
1.324551,1.173007,0.003044,0.004356
1.324487,1.174498,0.003014,0.004327
1.325696,1.175520,0.003094,0.004235
1.325840,1.176284,0.003174,0.004269
1.326471,1.176979,0.003290,0.004272
1.327262,1.177719,0.003373,0.004243
1.328542,1.178874,0.003500,0.004182
1.330070,1.179935,0.003737,0.004122
1.330621,1.181091,0.003943,0.004187
1.330823,1.180868,0.004104,0.004221
1.331266,1.182266,0.004278,0.004287
1.332469,1.183064,0.004563,0.004289
1.334068,1.183553,0.004892,0.004354
1.334550,1.185213,0.005066,0.004388
1.334314,1.186578,0.005241,0.004464
1.336086,1.187475,0.005370,0.004467
1.337628,1.187787,0.005657,0.004532
1.339142,1.189079,0.005910,0.004660
1.339217,1.190041,0.006199,0.004736
1.339562,1.190604,0.006330,0.004813
1.342412,1.192075,0.006427,0.004983
1.343319,1.192519,0.006557,0.005185
1.343075,1.193202,0.006689,0.005419
1.343659,1.194325,0.006855,0.005496
1.345711,1.195617,0.006988,0.005573
1.345907,1.196424,0.006995,0.005649
1.347006,1.197437,0.007037,0.005821
1.347712,1.198328,0.007125,0.005961
1.349002,1.198310,0.007328,0.006165
1.350382,1.199632,0.007531,0.006295
1.351010,1.200246,0.007826,0.006499
1.351917,1.201601,0.008122,0.006703
1.353117,1.202003,0.008418,0.006875
1.353751,1.203284,0.008670,0.007006
1.355151,1.204581,0.008968,0.007136
1.357435,1.205002,0.009346,0.007204
1.358108,1.205985,0.009725,0.007303
1.359296,1.206330,0.010024,0.007403
1.360563,1.208092,0.010370,0.007566
1.360569,1.208486,0.010879,0.007761
1.361178,1.210226,0.011504,0.008063
1.363229,1.210979,0.012096,0.008333
1.364332,1.211883,0.012688,0.008603
1.366036,1.212360,0.013202,0.008810
1.367620,1.213218,0.013798,0.009050
1.368268,1.212983,0.014478,0.009289
1.369401,1.214468,0.015159,0.009560
1.369776,1.215925,0.015876,0.009896
1.370591,1.217185,0.016641,0.010232
1.372469,1.217731,0.017490,0.010633
