Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.261120,1.144643,-0.000380,0.000502
1.260493,1.144651,-0.000287,0.000595
1.260699,1.144667,-0.000273,0.000715
1.260668,1.145127,-0.000304,0.000814
1.260799,1.145370,-0.000418,0.000896
1.261833,1.145768,-0.000480,0.000965
1.263067,1.146041,-0.000413,0.001057
1.262367,1.146344,-0.000355,0.001137
1.262638,1.146695,-0.000426,0.001098
1.262783,1.147027,-0.000354,0.001098
1.263159,1.147493,-0.000284,0.001199
1.263598,1.149409,-0.000212,0.001229
1.265988,1.150009,-0.000141,0.001260
1.266434,1.150766,-0.000141,0.001201
1.266700,1.151091,-0.000183,0.001231
1.267054,1.151525,-0.000040,0.001361
1.267386,1.151920,-0.000009,0.001322
1.267426,1.152211,0.000063,0.001354
1.268209,1.152747,0.000165,0.001254
1.268227,1.153396,0.000308,0.001094
1.269537,1.153441,0.000421,0.001065
1.270159,1.154146,0.000452,0.001098
1.270415,1.155227,0.000525,0.001039
1.270675,1.156425,0.000555,0.001080
1.271235,1.156902,0.000370,0.001050
1.271530,1.157919,0.000484,0.000980
1.272144,1.158557,0.000526,0.001113
1.273236,1.159322,0.000496,0.001043
1.273813,1.159959,0.000495,0.001074
1.274082,1.160615,0.000640,0.001176
1.274224,1.161134,0.000609,0.001208
1.274448,1.161472,0.000652,0.001372
1.275215,1.162885,0.000694,0.001374
1.274958,1.163428,0.000663,0.001446
1.275287,1.164464,0.000695,0.001537
1.276524,1.165134,0.000769,0.001569
1.276819,1.165871,0.000811,0.001510
1.276979,1.166486,0.000812,0.001573
1.277207,1.166343,0.000927,0.001574
1.277785,1.167870,0.001115,0.001677
1.278144,1.168640,0.001116,0.001842
1.278737,1.169271,0.001118,0.001875
1.278959,1.170087,0.001191,0.002041
1.279573,1.170888,0.001338,0.002206
1.279531,1.171624,0.001381,0.002270
1.280564,1.172205,0.001455,0.002334
1.281172,1.173524,0.001498,0.002274
1.281280,1.173530,0.001500,0.002370
1.281590,1.174747,0.001574,0.002495
1.281710,1.176036,0.001617,0.002630
1.281995,1.177016,0.001618,0.002725
1.282774,1.177681,0.001662,0.002820
1.282161,1.178463,0.001663,0.002885
1.282725,1.179009,0.001665,0.003011
1.283451,1.180573,0.001666,0.003137
1.283611,1.181812,0.001667,0.003139
1.283810,1.181900,0.001669,0.003142
1.284023,1.182887,0.001670,0.003145
1.284163,1.183463,0.001671,0.003179
1.285400,1.184267,0.001673,0.003212
1.285599,1.184793,0.001674,0.003215
1.286263,1.186454,0.001633,0.003311
1.287111,1.187840,0.001634,0.003283
1.286694,1.188516,0.001636,0.003286
1.286943,1.189595,0.001680,0.003320
1.286798,1.190169,0.001724,0.003323
1.287167,1.191724,0.001726,0.003325
1.288828,1.192690,0.001727,0.003328
1.289858,1.194085,0.001729,0.003331
1.290078,1.194407,0.001730,0.003333
1.290180,1.195723,0.001774,0.003336
1.290223,1.196486,0.001776,0.003339
1.290506,1.198187,0.001777,0.003342
1.291717,1.199565,0.001778,0.003344
1.291983,1.199193,0.001823,0.003379
1.292241,1.200023,0.001867,0.003382
1.292805,1.201071,0.001869,0.003353
1.292520,1.203102,0.001913,0.003356
1.292884,1.204108,0.001990,0.003390
1.294260,1.205065,0.002068,0.003457
1.294887,1.205598,0.002070,0.003492
1.295442,1.206452,0.002028,0.003495
1.295368,1.208891,0.002073,0.003498
1.296199,1.209624,0.002151,0.003564
1.296806,1.210583,0.002272,0.003631
1.297144,1.211809,0.002274,0.003666
1.297748,1.212789,0.002275,0.003669
1.298190,1.215037,0.002320,0.003704
1.298458,1.215626,0.002441,0.003803
1.300363,1.217162,0.002552,0.003871
1.300564,1.217677,0.002587,0.003906
1.301236,1.218326,0.002588,0.003908
1.301446,1.220304,0.002623,0.003976
1.301398,1.220565,0.002669,0.004043
1.303137,1.221376,0.002672,0.004047
1.303588,1.223177,0.002630,0.004018
1.304288,1.223948,0.002631,0.004021
1.304687,1.224575,0.002666,0.004088
1.305703,1.226465,0.002746,0.004157
1.305477,1.227991,0.002705,0.004193
1.306859,1.228761,0.002740,0.004229
1.307512,1.230583,0.002818,0.004297
1.307652,1.230923,0.002931,0.004365
1.309471,1.232548,0.002967,0.004402
1.310174,1.233186,0.002893,0.004373
1.311431,1.234819,0.002862,0.004474
1.310270,1.236542,0.003018,0.004607
1.311920,1.237030,0.003176,0.004818
1.312817,1.238564,0.003289,0.004931
1.313689,1.240192,0.003292,0.005000
1.313687,1.240368,0.003527,0.005243
1.314186,1.241146,0.003851,0.005519
1.314999,1.242569,0.004098,0.005730
1.316780,1.244168,0.004224,0.005844
1.316746,1.244945,0.004427,0.006023
1.317724,1.246567,0.004675,0.006235
1.318972,1.247541,0.004923,0.006447
1.319865,1.248295,0.005094,0.006627
1.320239,1.250332,0.005266,0.006774
1.321838,1.251171,0.005514,0.006987
1.322445,1.252542,0.005797,0.007135
1.323647,1.254474,0.005968,0.007315
1.324060,1.255810,0.006062,0.007321
1.325020,1.257242,0.006190,0.007393
1.325549,1.258311,0.006395,0.007541
1.326758,1.258803,0.006524,0.007613
