Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003644,-0.001285
0.999336,1.000351,0.003671,-0.001317
0.999633,1.000375,0.003644,-0.001273
0.999893,1.000420,0.003563,-0.001236
0.999791,1.000444,0.003551,-0.001265
1.001392,1.000562,0.003540,-0.001289
1.001930,1.000707,0.003613,-0.001222
1.002345,1.000653,0.003601,-0.001199
1.002969,1.000369,0.003572,-0.001246
1.003157,1.000991,0.003609,-0.001176
1.004811,1.001147,0.003571,-0.001130
1.005290,1.001147,0.003650,-0.001049
1.005948,1.001200,0.003687,-0.001097
1.006556,1.000734,0.003690,-0.001097
1.006886,1.000624,0.003727,-0.001016
1.008074,1.000608,0.003655,-0.000900
1.008712,1.000792,0.003627,-0.000818
1.009431,1.001084,0.003664,-0.000819
1.010103,1.001102,0.003788,-0.000819
1.010873,1.001525,0.003824,-0.000773
1.012077,1.001588,0.003828,-0.000774
1.012569,1.001603,0.003756,-0.000810
1.013404,1.001603,0.003837,-0.000775
1.013951,1.001710,0.003963,-0.000693
1.015129,1.001817,0.003934,-0.000764
1.015560,1.002070,0.003861,-0.000764
1.016224,1.002388,0.003865,-0.000764
1.016880,1.002713,0.003870,-0.000647
1.017559,1.002691,0.003874,-0.000648
1.018688,1.002817,0.003879,-0.000612
1.019687,1.002745,0.003882,-0.000613
1.020182,1.003145,0.003886,-0.000577
1.021234,1.003501,0.003857,-0.000542
1.022265,1.003565,0.003784,-0.000543
1.023234,1.003400,0.003755,-0.000543
1.024142,1.003653,0.003759,-0.000497
1.024834,1.003565,0.003796,-0.000497
1.025447,1.003619,0.003723,-0.000581
1.026486,1.003969,0.003605,-0.000664
1.026994,1.004101,0.003643,-0.000712
1.027776,1.004526,0.003691,-0.000713
1.028442,1.004555,0.003662,-0.000713
1.029321,1.004920,0.003632,-0.000748
1.030624,1.004589,0.003636,-0.000713
1.031161,1.004827,0.003607,-0.000785
1.032031,1.005043,0.003645,-0.000749
1.033408,1.004926,0.003683,-0.000785
1.034127,1.005418,0.003687,-0.000869
1.035130,1.005782,0.003691,-0.000917
1.036191,1.006134,0.003695,-0.000917
1.037568,1.006229,0.003733,-0.000846
1.037949,1.006275,0.003738,-0.000775
1.038818,1.006663,0.003742,-0.000728
1.039256,1.006537,0.003746,-0.000645
1.040854,1.006894,0.003750,-0.000562
1.041475,1.007501,0.003834,-0.000562
1.041660,1.008089,0.003873,-0.000562
1.042693,1.007750,0.003877,-0.000599
1.043429,1.008064,0.003915,-0.000635
1.044382,1.008266,0.003954,-0.000599
1.045419,1.008470,0.004004,-0.000599
1.046248,1.008660,0.004009,-0.000563
1.046934,1.008723,0.004013,-0.000444
1.048118,1.009518,0.004052,-0.000360
1.049192,1.009861,0.004184,-0.000324
1.049751,1.010237,0.004281,-0.000324
1.050337,1.010663,0.004286,-0.000360
1.051611,1.011346,0.004290,-0.000288
1.052807,1.011500,0.004329,-0.000252
1.054009,1.011738,0.004426,-0.000216
1.054445,1.011836,0.004432,-0.000144
1.055201,1.012033,0.004436,-0.000072
1.056057,1.012216,0.004440,0.000001
1.056756,1.012442,0.004492,0.000073
1.057245,1.012658,0.004590,0.000109
1.058458,1.013419,0.004595,0.000109
1.059107,1.013706,0.004565,0.000036
1.060110,1.014164,0.004569,0.000036
1.061149,1.014265,0.004621,0.000109
1.061819,1.014696,0.004662,0.000182
1.062539,1.015455,0.004668,0.000219
1.063651,1.015892,0.004638,0.000292
1.064979,1.016286,0.004725,0.000328
1.066117,1.016714,0.004777,0.000292
1.066635,1.016955,0.004819,0.000365
1.067852,1.017655,0.004824,0.000475
1.068436,1.017921,0.004793,0.000512
1.069572,1.018167,0.004928,0.000512
1.070393,1.018406,0.004981,0.000549
1.071381,1.019117,0.005023,0.000586
1.072614,1.019561,0.005112,0.000659
1.073677,1.020044,0.005200,0.000843
1.074077,1.020469,0.005371,0.000916
1.074766,1.020882,0.005508,0.000990
1.075983,1.021217,0.005563,0.001028
1.076492,1.021776,0.005689,0.001028
1.077344,1.022469,0.005909,0.001139
1.079191,1.022693,0.006047,0.001176
1.079971,1.023479,0.006221,0.001287
1.080869,1.024015,0.006361,0.001324
1.081877,1.024449,0.006620,0.001362
1.083072,1.025406,0.006962,0.001437
1.084383,1.025695,0.007174,0.001585
1.086273,1.026263,0.007386,0.001623
1.087607,1.026797,0.007562,0.001697
1.088361,1.027215,0.007703,0.001772
1.089083,1.027914,0.007963,0.001773
1.090448,1.028233,0.008140,0.001848
1.092112,1.028805,0.008269,0.001886
1.093874,1.029251,0.008448,0.001998
1.094023,1.030145,0.008541,0.002073
1.095064,1.030442,0.008720,0.002074
1.096490,1.031066,0.008948,0.002186
1.097717,1.031088,0.009225,0.002373
1.099518,1.032252,0.009320,0.002449
1.100753,1.032595,0.009428,0.002450
1.101792,1.033239,0.009573,0.002526
1.103320,1.034262,0.009854,0.002639
1.105307,1.034675,0.010172,0.002827
1.106435,1.035073,0.010490,0.003027
1.107761,1.035245,0.010844,0.003228
1.109201,1.037499,0.011163,0.003503
1.110658,1.037424,0.011444,0.003741
1.112864,1.038048,0.011813,0.003942
1.114413,1.038938,0.012083,0.004143
1.115895,1.039796,0.012453,0.004419
1.116729,1.040244,0.012947,0.004695
1.118377,1.040674,0.013357,0.004972
1.118844,1.041825,0.013768,0.005212
1.121525,1.041956,0.014438,0.005689
1.123719,1.042269,0.015111,0.006204
1.124924,1.042997,0.015884,0.006682
1.126224,1.044184,0.016473,0.007124
1.127621,1.044659,0.017164,0.007603
1.130182,1.045389,0.017943,0.008145
1.132701,1.045840,0.018723,0.008651
1.133912,1.046550,0.019555,0.009195
1.135116,1.047131,0.020550,0.009701
1.136259,1.047766,0.021510,0.010358
1.138410,1.048364,0.022658,0.011104
1.140856,1.048937,0.023757,0.011926
1.142854,1.049637,0.024861,0.012711
1.144171,1.050814,0.026129,0.013535
1.145786,1.051344,0.027414,0.014359
1.147691,1.051935,0.028790,0.015148
1.150303,1.052657,0.030257,0.016012
1.151701,1.053165,0.031729,0.016991
1.152377,1.053710,0.033430,0.018009
1.154019,1.054482,0.035085,0.019192
1.155648,1.054973,0.036832,0.020339
1.158438,1.055843,0.038810,0.021651
1.160339,1.056640,0.041060,0.023040
1.161903,1.057195,0.043416,0.024583
1.163535,1.057736,0.046007,0.026101
1.164814,1.058696,0.048682,0.027724
1.167783,1.059156,0.051589,0.029348
1.169995,1.059831,0.054373,0.031061
1.171045,1.060860,0.057264,0.032853
1.173150,1.061196,0.060377,0.034759
1.174821,1.062448,0.063639,0.036783
1.176772,1.063080,0.067088,0.038975
1.179438,1.063754,0.070672,0.041168
1.180682,1.064770,0.074508,0.043568
1.182256,1.065337,0.078713,0.046085
1.182881,1.066310,0.083119,0.048642
1.184138,1.066475,0.087807,0.051318
1.186456,1.067051,0.092545,0.054034
1.189122,1.068058,0.097577,0.056920
1.191216,1.068983,0.102880,0.059961
1.192208,1.070052,0.108531,0.063135
1.193874,1.070944,0.114479,0.066464
1.195602,1.071614,0.121024,0.070066
1.197507,1.072710,0.127962,0.073838
1.200050,1.072951,0.135188,0.077664
1.201471,1.073458,0.142203,0.081404
1.203626,1.074873,0.145623,0.083220
1.206196,1.075597,0.149249,0.085137
1.207666,1.076315,0.152938,0.087067
1.208967,1.077325,0.156668,0.088909
1.211318,1.077920,0.160570,0.090945
1.213355,1.078363,0.164480,0.092959
1.214341,1.079560,0.168667,0.095113
