Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002206,0.001555
0.999171,0.999277,0.002178,0.001509
0.999567,1.000063,0.002156,0.001514
0.999841,1.000234,0.002138,0.001518
0.999513,1.002707,0.002124,0.001522
0.999986,1.003013,0.002152,0.001525
1.003065,1.003176,0.002139,0.001497
1.003522,1.003197,0.002163,0.001530
1.003912,1.003434,0.002192,0.001616
1.004500,1.003582,0.002195,0.001617
1.005020,1.003734,0.002197,0.001561
1.005460,1.003995,0.002199,0.001591
1.005893,1.004049,0.002236,0.001592
1.006428,1.004298,0.002274,0.001593
1.008554,1.004546,0.002277,0.001679
1.009538,1.004658,0.002279,0.001708
1.009965,1.004877,0.002317,0.001738
1.010662,1.005064,0.002319,0.001767
1.011659,1.005076,0.002383,0.001739
1.012098,1.005486,0.002421,0.001683
1.012576,1.005605,0.002388,0.001655
1.013289,1.006082,0.002390,0.001713
1.015678,1.006936,0.002420,0.001743
1.015967,1.007526,0.002396,0.001744
1.017165,1.008118,0.002364,0.001745
1.017825,1.008825,0.002401,0.001746
1.019138,1.009250,0.002466,0.001747
1.019639,1.009389,0.002532,0.001777
1.020156,1.009547,0.002535,0.001778
1.020611,1.009783,0.002502,0.001780
1.022220,1.010111,0.002469,0.001809
1.023079,1.010268,0.002472,0.001897
1.023548,1.010464,0.002537,0.001927
1.024985,1.010730,0.002540,0.002014
1.025448,1.011332,0.002507,0.002159
1.027048,1.011519,0.002545,0.002246
1.027975,1.012325,0.002647,0.002276
1.028287,1.012455,0.002713,0.002278
1.028911,1.012609,0.002780,0.002221
1.029600,1.013547,0.002818,0.002309
1.030378,1.014631,0.002848,0.002396
1.030866,1.015385,0.002888,0.002427
1.031658,1.015757,0.002892,0.002457
1.032421,1.017101,0.002922,0.002545
1.033378,1.017606,0.002924,0.002643
1.033904,1.017947,0.002991,0.002703
1.034937,1.018120,0.003058,0.002704
1.035990,1.018392,0.003098,0.002706
1.036841,1.018597,0.003074,0.002736
1.037949,1.018958,0.003076,0.002738
1.038790,1.019185,0.003106,0.002798
1.040169,1.019792,0.003138,0.002857
1.040453,1.020154,0.003115,0.002917
1.041502,1.020324,0.003054,0.003035
1.041873,1.021155,0.003122,0.003066
1.042118,1.021895,0.003190,0.003096
1.042692,1.021837,0.003258,0.003156
1.043018,1.022634,0.003355,0.003129
1.043676,1.023359,0.003423,0.003101
1.044440,1.023590,0.003592,0.003035
1.045025,1.024734,0.003726,0.003066
1.046115,1.025572,0.003888,0.003068
1.046872,1.026656,0.003985,0.003167
1.047722,1.027156,0.004146,0.003198
1.048429,1.027351,0.004447,0.003229
1.048838,1.027735,0.004647,0.003231
1.049774,1.028140,0.004755,0.003272
1.050134,1.028372,0.004918,0.003313
1.050569,1.028637,0.005145,0.003354
1.052060,1.029019,0.005309,0.003395
1.053194,1.029780,0.005445,0.003466
1.053452,1.030053,0.005544,0.003507
1.054212,1.030411,0.005615,0.003695
1.054505,1.030730,0.005752,0.003766
1.054740,1.031861,0.005889,0.003837
1.056010,1.033785,0.005998,0.003878
1.056435,1.034195,0.006043,0.003978
1.056824,1.035073,0.006115,0.003980
1.057532,1.035369,0.006225,0.004022
1.058424,1.036832,0.006260,0.004063
1.058836,1.037349,0.006372,0.004164
1.059836,1.037829,0.006473,0.004166
1.060260,1.038207,0.006518,0.004198
1.061674,1.038555,0.006592,0.004201
1.062332,1.039024,0.006704,0.004233
1.062803,1.039561,0.006844,0.004195
1.063234,1.041993,0.007023,0.004197
1.063898,1.042582,0.007202,0.004111
1.064585,1.043343,0.007448,0.004113
1.065746,1.043762,0.007628,0.004145
1.066159,1.044107,0.007809,0.004177
1.067242,1.044696,0.008018,0.004150
1.067411,1.044865,0.008304,0.004113
1.068615,1.046156,0.008485,0.004175
1.069680,1.046515,0.008705,0.004266
1.070528,1.048387,0.008887,0.004299
1.071243,1.048711,0.009108,0.004331
1.071615,1.051705,0.009357,0.004304
1.072667,1.052552,0.009578,0.004336
1.073480,1.053012,0.009791,0.004429
1.074701,1.053638,0.010043,0.004590
1.075279,1.053963,0.010297,0.004713
1.075625,1.054476,0.010647,0.004865
1.076744,1.054962,0.010862,0.005018
1.077735,1.055893,0.011078,0.005140
1.078264,1.056175,0.011391,0.005293
1.079258,1.058753,0.011714,0.005506
1.080355,1.059624,0.012000,0.005789
1.081915,1.060802,0.012353,0.005942
1.082483,1.061321,0.012708,0.006096
1.082672,1.061812,0.013103,0.006250
1.084997,1.063147,0.013596,0.006463
1.085782,1.063645,0.014061,0.006707
1.086297,1.064704,0.014594,0.006921
1.087231,1.065386,0.015169,0.007085
1.088724,1.068154,0.015676,0.007311
1.089049,1.068841,0.016145,0.007536
1.089827,1.069353,0.016617,0.007761
1.091590,1.069854,0.017157,0.008017
1.092171,1.070641,0.017837,0.008274
1.094297,1.071275,0.018488,0.008530
1.095343,1.072157,0.019101,0.008787
1.096502,1.072661,0.019754,0.009044
1.097500,1.073270,0.020507,0.009332
1.099751,1.076731,0.021262,0.009589
1.100406,1.077204,0.022020,0.009949
1.101356,1.077586,0.022819,0.010369
1.102943,1.078085,0.023759,0.010789
1.102793,1.078288,0.024702,0.011240
1.103704,1.079249,0.025676,0.011712
1.104471,1.079690,0.026763,0.012154
1.106061,1.080552,0.027961,0.012658
1.108044,1.080724,0.029162,0.013132
1.109868,1.082980,0.030506,0.013708
1.110829,1.084549,0.031812,0.014314
1.111962,1.085454,0.033234,0.014922
1.113382,1.086109,0.034799,0.015561
1.114485,1.086753,0.036468,0.016241
1.115744,1.087654,0.038149,0.016983
1.117132,1.088160,0.039943,0.017725
1.117946,1.088729,0.041872,0.018427
1.119140,1.089287,0.043846,0.019233
1.120687,1.090370,0.045855,0.020100
1.122503,1.092150,0.047979,0.021060
1.124592,1.093010,0.050261,0.021991
1.125394,1.093779,0.052680,0.022994
1.126480,1.094985,0.055216,0.024122
1.127075,1.095405,0.057869,0.025281
1.128367,1.096210,0.060568,0.026411
1.129906,1.096482,0.063446,0.027665
1.130808,1.097025,0.066515,0.028951
1.131772,1.097376,0.069704,0.030279
1.134076,1.098035,0.073043,0.031660
1.135337,1.100074,0.076564,0.033177
1.136314,1.100781,0.080279,0.034849
1.137732,1.101639,0.084145,0.036595
1.139212,1.101808,0.088018,0.038240
1.140507,1.102573,0.092079,0.039978
1.141209,1.103009,0.096324,0.041760
1.143294,1.103334,0.100796,0.043637
1.145309,1.104275,0.105434,0.045639
1.146088,1.105384,0.110256,0.047685
1.147206,1.106819,0.115348,0.049857
1.148879,1.107495,0.120783,0.052186
1.149280,1.107929,0.126488,0.054591
1.150284,1.108287,0.132456,0.057132
1.152289,1.108919,0.138729,0.059893
1.153331,1.109202,0.145243,0.062761
1.154470,1.109639,0.152106,0.065653
1.155535,1.110168,0.159350,0.068787
1.157489,1.111530,0.166839,0.072080
1.160321,1.113064,0.174856,0.075562
1.161085,1.113580,0.183229,0.079216
1.162306,1.114314,0.191881,0.082997
1.163483,1.115104,0.200434,0.086760
1.164916,1.116109,0.204630,0.088605
1.166322,1.116649,0.208991,0.090467
1.168169,1.117060,0.213468,0.092444
1.169956,1.117380,0.218029,0.094423
1.170524,1.117928,0.222721,0.096451
1.172299,1.118934,0.227388,0.098598
1.173524,1.119378,0.232155,0.100672
