Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.249901,1.287412,0.001237,0.000271
1.250224,1.288205,0.001237,0.000354
1.249726,1.287925,0.001238,0.000383
1.247842,1.287698,0.001238,0.000290
1.246730,1.287390,0.001239,0.000287
1.245089,1.287225,0.001240,0.000285
1.243926,1.286887,0.001240,0.000164
1.243173,1.286466,0.001241,0.000135
1.242496,1.286190,0.001242,0.000161
1.242240,1.285908,0.001273,0.000162
1.242011,1.285867,0.001304,0.000127
1.242384,1.285976,0.001306,0.000017
1.242914,1.286321,0.001307,0.000077
1.243424,1.286483,0.001308,0.000137
1.243770,1.286881,0.001309,0.000189
1.246136,1.287129,0.001310,0.000241
1.246835,1.287472,0.001311,0.000242
1.247219,1.287721,0.001312,0.000294
1.248517,1.287976,0.001313,0.000380
1.249816,1.289305,0.001314,0.000406
1.250865,1.290258,0.001315,0.000346
1.251218,1.291381,0.001316,0.000397
1.251404,1.291836,0.001317,0.000371
1.251873,1.292159,0.001318,0.000310
1.252413,1.292430,0.001289,0.000276
1.252791,1.292692,0.001260,0.000223
1.254601,1.292944,0.001261,0.000223
1.255339,1.293467,0.001262,0.000197
1.255535,1.295476,0.001317,0.000224
1.256883,1.295607,0.001349,0.000111
1.257370,1.296484,0.001350,0.000086
1.257600,1.296732,0.001351,0.000061
1.258005,1.297602,0.001352,0.000009
1.258429,1.298043,0.001353,0.000010
1.259253,1.298011,0.001385,-0.000077
1.259616,1.298261,0.001386,-0.000078
1.259953,1.298134,0.001418,0.000010
1.260652,1.299020,0.001504,0.000071
1.261003,1.300108,0.001591,0.000132
1.261844,1.301396,0.001623,0.000132
1.262568,1.301636,0.001624,0.000219
1.264221,1.301934,0.001680,0.000254
1.264010,1.303079,0.001766,0.000307
1.264205,1.303207,0.001768,0.000255
1.264772,1.303033,0.001738,0.000343
1.265549,1.303325,0.001739,0.000344
1.265744,1.303851,0.001795,0.000318
1.266302,1.303923,0.001883,0.000318
1.266890,1.305519,0.001938,0.000345
1.266872,1.306550,0.001909,0.000407
1.266648,1.307192,0.001941,0.000575
1.267161,1.308037,0.001997,0.000629
1.268078,1.308635,0.002023,0.000656
1.267773,1.308996,0.001970,0.000630
1.267655,1.309445,0.001972,0.000773
1.267789,1.309775,0.002028,0.000907
1.267858,1.310052,0.002061,0.001014
1.268274,1.310342,0.002087,0.001042
1.268322,1.311388,0.002065,0.001069
1.269041,1.312667,0.002121,0.001123
1.269092,1.314066,0.002178,0.001178
1.269232,1.314101,0.002235,0.001286
1.269503,1.314469,0.002261,0.001340
1.269573,1.315661,0.002295,0.001395
1.270639,1.316686,0.002383,0.001503
1.270683,1.316913,0.002496,0.001505
1.271274,1.317227,0.002554,0.001533
1.271566,1.317364,0.002500,0.001615
1.272293,1.317673,0.002558,0.001723
1.272195,1.318093,0.002671,0.001725
1.273582,1.318865,0.002792,0.001700
1.273854,1.320406,0.002882,0.001701
1.274368,1.321173,0.002884,0.001730
1.275003,1.322010,0.003054,0.001812
1.274923,1.323144,0.003232,0.001867
1.275588,1.323720,0.003410,0.001896
1.275902,1.324165,0.003500,0.001897
1.276926,1.324584,0.003591,0.001926
1.277137,1.325383,0.003738,0.001927
1.278042,1.326214,0.003885,0.001956
1.278321,1.326810,0.003976,0.001985
1.278920,1.327904,0.004067,0.002014
1.279678,1.328854,0.004247,0.002043
1.280155,1.329379,0.004394,0.002100
1.280003,1.329726,0.004486,0.002129
1.280774,1.331012,0.004546,0.002213
1.281373,1.331883,0.004605,0.002297
1.281996,1.332394,0.004729,0.002326
1.282388,1.332859,0.004765,0.002355
1.283072,1.333531,0.004769,0.002385
