Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.289950,1.199045,0.001814,0.001981
1.289230,1.197524,0.001829,0.001934
1.289947,1.200028,0.001841,0.001897
1.290150,1.200802,0.001852,0.001906
1.290616,1.201753,0.001860,0.001878
1.290999,1.202824,0.001868,0.001920
1.291419,1.203283,0.001874,0.001925
1.291777,1.203680,0.001880,0.001930
1.292378,1.204153,0.001882,0.001904
1.292558,1.204545,0.001883,0.001906
1.293677,1.205045,0.001885,0.001821
1.295263,1.205429,0.001887,0.001822
1.295825,1.205733,0.001889,0.001710
1.296869,1.206060,0.001890,0.001740
1.298369,1.209016,0.001926,0.001742
1.298915,1.209658,0.001963,0.001743
1.299649,1.210080,0.001964,0.001658
1.301164,1.210528,0.001966,0.001631
1.300957,1.210952,0.001968,0.001661
1.301413,1.211061,0.001969,0.001691
1.301776,1.211476,0.001971,0.001578
1.302148,1.211908,0.001973,0.001522
1.302230,1.213033,0.001974,0.001523
1.302780,1.215109,0.002011,0.001496
1.303093,1.215522,0.002048,0.001469
1.303331,1.216302,0.002050,0.001527
1.304155,1.216855,0.002051,0.001529
1.304925,1.217200,0.002053,0.001646
1.305864,1.217643,0.002055,0.001705
1.305995,1.218017,0.002092,0.001678
1.306320,1.218326,0.002094,0.001709
1.306947,1.220903,0.002095,0.001855
1.307682,1.221755,0.002133,0.001943
1.308132,1.222053,0.002197,0.001945
1.309085,1.222861,0.002296,0.001947
1.310051,1.223304,0.002298,0.001977
1.310699,1.223737,0.002300,0.002007
1.310324,1.223898,0.002301,0.001950
1.311159,1.224397,0.002330,0.001981
1.311352,1.225272,0.002359,0.002070
1.311509,1.227156,0.002361,0.002101
1.312311,1.228300,0.002363,0.002043
1.312409,1.228673,0.002400,0.001987
1.312764,1.229091,0.002528,0.001960
1.313265,1.230263,0.002557,0.001991
1.313976,1.232516,0.002558,0.002022
1.314132,1.232864,0.002596,0.002054
1.314432,1.234098,0.002662,0.002056
1.315982,1.234584,0.002700,0.002058
1.316141,1.236528,0.002640,0.002148
1.316722,1.237766,0.002642,0.002238
1.317468,1.238628,0.002679,0.002240
1.317713,1.239222,0.002781,0.002329
1.318045,1.239722,0.002819,0.002332
1.319071,1.240035,0.002795,0.002364
1.318508,1.240674,0.002796,0.002484
1.318806,1.241097,0.002862,0.002604
1.320368,1.241664,0.002927,0.002694
1.320725,1.242206,0.002931,0.002756
1.321216,1.243845,0.002933,0.002858
1.321794,1.244682,0.002935,0.002919
1.321956,1.245270,0.002964,0.002922
1.322292,1.246419,0.002995,0.002984
1.323288,1.247828,0.002998,0.003046
1.324210,1.249084,0.002963,0.003019
1.324460,1.250006,0.003029,0.003051
1.324609,1.252066,0.003059,0.003172
1.325131,1.252763,0.003089,0.003234
1.325321,1.253775,0.003156,0.003297
1.326288,1.255200,0.003351,0.003299
1.326382,1.256064,0.003482,0.003302
1.327850,1.256573,0.003549,0.003365
1.328201,1.257787,0.003616,0.003397
1.328474,1.258911,0.003684,0.003400
1.328185,1.258974,0.003880,0.003363
1.328705,1.260325,0.004140,0.003366
1.329280,1.261381,0.004309,0.003399
1.329381,1.262423,0.004414,0.003402
1.330388,1.264286,0.004574,0.003405
1.331023,1.265378,0.004835,0.003437
1.331915,1.266812,0.005032,0.003470
1.332594,1.268347,0.005230,0.003514
1.333066,1.269745,0.005400,0.003588
1.334199,1.270346,0.005497,0.003591
1.335547,1.271356,0.005530,0.003594
1.335745,1.272536,0.005663,0.003668
1.335576,1.273787,0.005797,0.003742
1.336954,1.275512,0.005894,0.003816
1.337745,1.277134,0.005964,0.003819
1.339134,1.279187,0.005969,0.003863
1.339406,1.280511,0.006011,0.003937
1.339920,1.281317,0.006109,0.004073
1.340102,1.282014,0.006207,0.004147
1.340388,1.282994,0.006212,0.004191
1.341926,1.284126,0.006255,0.004296
1.342753,1.285077,0.006326,0.004463
1.343090,1.286968,0.006434,0.004559
1.344353,1.289360,0.006467,0.004655
1.344909,1.290649,0.006642,0.004915
1.346279,1.291368,0.006779,0.005175
1.347032,1.293516,0.006916,0.005333
1.348709,1.294667,0.007128,0.005523
1.349447,1.295909,0.007370,0.005712
1.349786,1.298062,0.007611,0.005973
1.351064,1.299357,0.007824,0.006193
1.352617,1.302559,0.008000,0.006414
1.352967,1.303311,0.008110,0.006542
1.353387,1.304114,0.008286,0.006733
1.354430,1.305523,0.008566,0.006953
1.355571,1.306507,0.008875,0.007186
1.355502,1.307276,0.009090,0.007388
1.356670,1.308682,0.009268,0.007621
1.358036,1.311408,0.009550,0.007823
1.359457,1.313099,0.009795,0.008058
1.360405,1.313961,0.010040,0.008262
1.362186,1.315973,0.010257,0.008497
1.363190,1.317713,0.010494,0.008702
1.364241,1.319494,0.010741,0.008938
1.364873,1.321305,0.011017,0.009205
1.365444,1.323609,0.011255,0.009505
1.366571,1.324810,0.011560,0.009742
1.367111,1.326246,0.011942,0.010041
1.368393,1.327434,0.012257,0.010508
1.369019,1.329191,0.012601,0.010976
1.371007,1.330655,0.012947,0.011340
1.372132,1.332424,0.013331,0.011704
1.373217,1.333842,0.013782,0.012133
1.375188,1.335628,0.014235,0.012561
1.375348,1.337718,0.014651,0.012991
1.376821,1.339216,0.015104,0.013453
1.377491,1.340665,0.015587,0.013958
1.378448,1.342047,0.016014,0.014495
1.380416,1.343002,0.016499,0.015032
1.381576,1.344681,0.016927,0.015634
1.382543,1.345804,0.017451,0.016173
1.384083,1.349004,0.018016,0.016745
1.384785,1.350533,0.018582,0.017317
1.385412,1.352119,0.019177,0.017924
1.386529,1.352792,0.019774,0.018532
