Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.289950,1.199045,0.002201,0.001505
1.289550,1.199034,0.002173,0.001464
1.289328,1.198989,0.002150,0.001475
1.290003,1.202749,0.002132,0.001522
1.290066,1.203277,0.002117,0.001526
1.290066,1.203307,0.002144,0.001530
1.290725,1.204472,0.002130,0.001564
1.290753,1.205071,0.002119,0.001565
1.290729,1.205094,0.002154,0.001624
1.291174,1.207162,0.002190,0.001654
1.291463,1.209572,0.002226,0.001656
1.291463,1.209651,0.002228,0.001600
1.291781,1.211150,0.002229,0.001659
1.291808,1.212558,0.002291,0.001661
1.291830,1.212575,0.002258,0.001692
1.292043,1.215897,0.002224,0.001694
1.293068,1.216500,0.002260,0.001724
1.293050,1.216597,0.002322,0.001784
1.293722,1.219383,0.002385,0.001786
1.293656,1.220322,0.002421,0.001846
1.293691,1.220364,0.002387,0.001906
1.294472,1.221734,0.002423,0.001879
1.295244,1.223473,0.002521,0.001939
1.295268,1.223525,0.002610,0.001941
1.296453,1.226676,0.002611,0.001972
1.296668,1.227135,0.002613,0.002033
1.296638,1.227226,0.002640,0.002151
1.296840,1.228775,0.002703,0.002182
1.297034,1.230640,0.002766,0.002214
1.297075,1.231436,0.002803,0.002216
1.297328,1.233204,0.002804,0.002277
1.297287,1.233812,0.002805,0.002338
1.297369,1.233793,0.002868,0.002370
1.297628,1.235665,0.002905,0.002431
1.297618,1.237383,0.002871,0.002493
1.297688,1.237489,0.002908,0.002525
1.298039,1.239742,0.002936,0.002586
1.298081,1.240347,0.002938,0.002619
1.298074,1.240339,0.002878,0.002680
1.298486,1.241392,0.002844,0.002713
1.298853,1.242171,0.002872,0.002775
1.298872,1.242155,0.002935,0.002837
1.299277,1.244940,0.002999,0.002900
1.299916,1.245876,0.002975,0.002962
1.299917,1.245876,0.002941,0.003054
1.300066,1.248785,0.003040,0.003157
1.300095,1.250547,0.003103,0.003259
1.300192,1.250572,0.003141,0.003293
1.300645,1.252080,0.003232,0.003296
1.301625,1.253256,0.003393,0.003340
1.301661,1.253356,0.003545,0.003373
1.301571,1.254932,0.003645,0.003476
