Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.177533,1.220403,0.001803,0.001276
1.177706,1.219601,0.001871,0.001306
1.177967,1.222454,0.001860,0.001278
1.178448,1.223680,0.001808,0.001302
1.178787,1.223876,0.001805,0.001322
1.178754,1.224283,0.001852,0.001300
1.181365,1.224492,0.001927,0.001281
1.181691,1.224774,0.001917,0.001299
1.181970,1.225094,0.001917,0.001267
1.182219,1.225407,0.001950,0.001268
1.182268,1.225831,0.002059,0.001304
1.182521,1.226040,0.002136,0.001375
1.182567,1.226349,0.002062,0.001446
1.183020,1.226677,0.002030,0.001515
1.183153,1.227171,0.002075,0.001585
1.183440,1.227375,0.002151,0.001553
1.183267,1.227715,0.002185,0.001624
1.184449,1.229268,0.002186,0.001695
1.185370,1.231193,0.002219,0.001662
1.185793,1.231500,0.002296,0.001664
1.186487,1.231621,0.002330,0.001700
1.186852,1.232090,0.002331,0.001701
1.186959,1.232396,0.002300,0.001773
1.187162,1.232821,0.002333,0.001845
1.187366,1.235651,0.002410,0.001846
1.187537,1.236374,0.002455,0.001883
1.187871,1.235716,0.002457,0.001816
1.187979,1.236107,0.002425,0.001783
1.188089,1.235242,0.002502,0.001820
1.188781,1.237069,0.002536,0.001822
1.189696,1.238667,0.002582,0.001930
1.190085,1.238784,0.002583,0.001862
1.190922,1.239302,0.002584,0.001899
1.191190,1.239782,0.002662,0.001972
1.191788,1.240233,0.002707,0.002115
1.191944,1.242799,0.002752,0.002188
1.192043,1.243751,0.002754,0.002296
1.192240,1.244213,0.002831,0.002299
1.192660,1.244360,0.002952,0.002302
1.192843,1.244795,0.003031,0.002411
1.193035,1.245336,0.003066,0.002485
1.193335,1.246760,0.003024,0.002522
1.193903,1.248468,0.003211,0.002560
1.194326,1.249501,0.003322,0.002634
1.194388,1.250166,0.003477,0.002743
1.194422,1.250501,0.003556,0.002747
1.195327,1.251021,0.003679,0.002785
1.195488,1.252612,0.003878,0.002824
1.195860,1.254405,0.004033,0.002935
1.195915,1.254217,0.004112,0.002939
1.196500,1.254629,0.004192,0.002978
1.196677,1.254705,0.004347,0.003089
1.196828,1.255542,0.004459,0.003165
1.197039,1.257201,0.004571,0.003240
1.197053,1.258635,0.004695,0.003280
1.196844,1.259598,0.004742,0.003320
1.197464,1.259951,0.004942,0.003504
1.198314,1.260514,0.005066,0.003616
1.199227,1.261032,0.005190,0.003656
1.199831,1.262425,0.005237,0.003696
1.199279,1.263611,0.005351,0.003773
1.199572,1.264579,0.005464,0.003958
1.200067,1.265808,0.005544,0.003999
1.199381,1.266508,0.005625,0.004040
1.199761,1.267319,0.005739,0.004081
1.199493,1.267944,0.005819,0.004121
1.199516,1.269669,0.005867,0.004126
1.200149,1.271068,0.005992,0.004204
1.200492,1.271894,0.006117,0.004282
1.201091,1.272615,0.006154,0.004323
1.201633,1.273481,0.006234,0.004364
1.202178,1.274446,0.006238,0.004407
1.202358,1.275365,0.006319,0.004572
1.202694,1.277108,0.006356,0.004687
1.203057,1.278057,0.006393,0.004803
1.203389,1.279053,0.006396,0.004770
1.204301,1.279943,0.006445,0.004739
1.203863,1.281259,0.006571,0.004855
1.204165,1.282245,0.006664,0.004934
1.205005,1.282877,0.006836,0.004976
1.205265,1.283821,0.006996,0.005018
1.205523,1.285422,0.007201,0.005223
1.206366,1.286011,0.007362,0.005316
1.206854,1.287988,0.007489,0.005484
1.207193,1.289074,0.007695,0.005652
1.207716,1.290455,0.007934,0.005895
1.208454,1.291740,0.008219,0.005989
1.209156,1.292302,0.008425,0.006108
1.209841,1.293248,0.008710,0.006316
1.210134,1.294577,0.008961,0.006485
1.211303,1.295882,0.009246,0.006804
1.211581,1.297177,0.009487,0.007125
1.211983,1.296624,0.009683,0.007409
1.212389,1.298946,0.009880,0.007731
1.212633,1.299873,0.010077,0.008053
1.213652,1.301366,0.010318,0.008450
1.213877,1.303290,0.010516,0.008649
1.214246,1.303867,0.010803,0.009011
1.214781,1.304713,0.011046,0.009299
1.215541,1.306275,0.011334,0.009702
1.216677,1.307082,0.011702,0.010068
1.216942,1.309253,0.012071,0.010548
1.217307,1.310826,0.012395,0.010953
1.218349,1.312084,0.012684,0.011359
1.219082,1.313013,0.013054,0.011841
1.219825,1.314220,0.013423,0.012363
1.220581,1.315955,0.013838,0.012899
1.221299,1.317563,0.014288,0.013397
1.221690,1.318983,0.014817,0.013935
1.222402,1.320774,0.015314,0.014628
1.222395,1.321301,0.015810,0.015361
1.222721,1.322341,0.016341,0.016095
1.223809,1.324100,0.016873,0.016869
1.224536,1.325286,0.017405,0.017684
1.224878,1.326369,0.017938,0.018500
1.225712,1.328556,0.018346,0.019318
1.225980,1.330196,0.018790,0.020216
1.227241,1.330975,0.019244,0.021114
1.227898,1.332877,0.019699,0.022067
1.228426,1.335623,0.020269,0.023140
1.228733,1.337401,0.020886,0.024174
1.229888,1.339143,0.021503,0.025275
1.230650,1.341417,0.022087,0.026469
1.230857,1.342837,0.022705,0.027704
1.231409,1.343931,0.023439,0.028982
1.232687,1.345827,0.024220,0.030315
1.232883,1.347432,0.025047,0.031728
1.234260,1.349176,0.025910,0.033171
1.234745,1.350153,0.026854,0.034709
1.235555,1.351968,0.027799,0.036328
1.236394,1.353071,0.028917,0.038122
1.237777,1.354884,0.030036,0.039919
1.238266,1.356757,0.031271,0.041798
1.239159,1.359295,0.032750,0.043958
1.240008,1.361176,0.034114,0.046136
1.240356,1.362442,0.035434,0.048476
1.240972,1.363966,0.036756,0.050823
1.241822,1.366396,0.038322,0.053333
1.242943,1.367252,0.039819,0.055769
1.243921,1.369569,0.041237,0.058258
1.244584,1.371605,0.042807,0.060819
1.245316,1.372906,0.044390,0.063598
1.246127,1.375468,0.046137,0.066556
1.247390,1.376945,0.047967,0.069627
1.248222,1.379346,0.049844,0.072797
1.248825,1.381162,0.051713,0.076055
1.249090,1.382261,0.053629,0.079493
1.250703,1.383057,0.055582,0.083097
1.252428,1.386095,0.057585,0.086711
1.253223,1.387306,0.059753,0.090454
1.254109,1.389746,0.062096,0.094298
1.254959,1.391885,0.064640,0.098405
1.255489,1.393346,0.067187,0.102643
1.256043,1.395254,0.069817,0.107129
1.256897,1.396776,0.072532,0.111926
1.258080,1.398303,0.075426,0.116949
1.259521,1.399735,0.078393,0.121969
1.259851,1.403108,0.081199,0.126910
1.260846,1.404612,0.084135,0.131996
1.261628,1.406839,0.087191,0.137255
1.263368,1.408557,0.090344,0.142648
