Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.182718,1.161778,0.000592,0.002017
1.182082,1.162241,0.000526,0.002005
1.184273,1.162470,0.000531,0.002107
1.185691,1.162742,0.000575,0.002147
1.186248,1.164924,0.000611,0.002048
1.186616,1.165831,0.000564,0.002001
1.187247,1.166151,0.000566,0.001961
1.187979,1.166540,0.000634,0.001958
1.189615,1.166905,0.000636,0.002035
1.191598,1.167169,0.000715,0.002080
1.192419,1.167739,0.000812,0.002081
1.193065,1.168215,0.000812,0.001978
1.194001,1.169645,0.000842,0.001938
1.195624,1.170962,0.000921,0.001983
1.196879,1.171095,0.001029,0.002016
1.199059,1.171275,0.001176,0.001912
1.200656,1.171224,0.001244,0.001849
1.201575,1.170083,0.001313,0.001852
1.202792,1.170383,0.001354,0.001855
1.202891,1.170588,0.001433,0.001964
1.203683,1.169750,0.001610,0.001966
1.205042,1.172078,0.001680,0.001968
1.207179,1.172306,0.001721,0.002013
1.207364,1.172956,0.001792,0.002016
1.209511,1.173095,0.001794,0.001975
1.210306,1.173247,0.001874,0.002010
1.210784,1.173338,0.002023,0.002044
1.211705,1.173627,0.002133,0.002090
1.214407,1.174774,0.002165,0.002093
1.215452,1.175019,0.002168,0.002030
1.217688,1.175465,0.002200,0.001998
1.218698,1.176311,0.002311,0.002032
1.219219,1.176583,0.002383,0.001958
1.219947,1.177280,0.002454,0.001884
1.221297,1.177894,0.002486,0.001843
1.222991,1.178269,0.002489,0.001812
1.223726,1.178665,0.002561,0.001814
1.224261,1.178884,0.002594,0.001850
1.225334,1.179412,0.002597,0.001853
1.226328,1.179892,0.002629,0.001855
1.227511,1.180419,0.002662,0.001824
1.227909,1.181550,0.002695,0.001826
1.230449,1.182341,0.002698,0.001784
1.230720,1.183124,0.002701,0.001821
1.232589,1.183511,0.002704,0.001966
1.233624,1.185432,0.002778,0.002145
1.234677,1.186706,0.002821,0.002258
1.235024,1.187356,0.002824,0.002372
1.235687,1.188401,0.002827,0.002552
1.236774,1.189369,0.002830,0.002633
1.237404,1.190747,0.002833,0.002813
1.237947,1.191937,0.002836,0.002927
1.238928,1.192588,0.002839,0.002964
1.239998,1.193763,0.002842,0.003068
1.240186,1.194370,0.002845,0.003216
1.240348,1.195166,0.002848,0.003364
1.240805,1.196139,0.002892,0.003479
1.242123,1.196644,0.002967,0.003628
1.243352,1.198058,0.002970,0.003699
1.244611,1.198565,0.002973,0.003771
1.245502,1.199405,0.002947,0.003842
1.246305,1.200368,0.002981,0.003914
1.247265,1.201543,0.003056,0.003952
1.247893,1.202199,0.003060,0.003957
1.248488,1.203889,0.003104,0.004029
1.248793,1.206286,0.003180,0.004067
1.249772,1.207245,0.003327,0.004139
1.250911,1.208255,0.003403,0.004212
1.251451,1.209722,0.003406,0.004216
1.252685,1.210795,0.003451,0.004221
1.253131,1.211795,0.003568,0.004259
1.255331,1.212871,0.003644,0.004332
1.256295,1.214293,0.003617,0.004337
1.256164,1.216678,0.003621,0.004342
1.256755,1.217333,0.003697,0.004381
1.257422,1.217670,0.003774,0.004455
1.258506,1.218319,0.003851,0.004529
1.258806,1.220288,0.003824,0.004533
1.260563,1.221520,0.003827,0.004538
1.261639,1.222198,0.003862,0.004577
1.262546,1.224697,0.003940,0.004687
1.263414,1.225849,0.003946,0.004726
1.264349,1.226938,0.003877,0.004732
1.264956,1.228096,0.003922,0.004772
1.266044,1.229281,0.003958,0.004846
1.267809,1.230882,0.003994,0.004955
1.268893,1.233790,0.004031,0.004996
1.271122,1.235360,0.004141,0.005000
1.272019,1.236518,0.004218,0.005040
1.272989,1.237165,0.004297,0.005116
1.274641,1.238569,0.004408,0.005192
