Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,-0.000145,0.001827
1.001253,0.999566,0.000001,0.001871
1.001529,0.999856,0.000001,0.001818
1.003862,1.000137,-0.000060,0.001814
1.004120,1.000536,-0.000167,0.001812
1.004620,1.000727,-0.000206,0.001810
1.005049,1.001102,-0.000107,0.001776
1.005442,1.001252,-0.000100,0.001777
1.005634,1.001520,-0.000135,0.001749
1.005903,1.001853,-0.000091,0.001710
1.006184,1.002156,-0.000057,0.001682
1.007760,1.003353,-0.000056,0.001773
1.008393,1.004090,-0.000135,0.001805
1.010344,1.004649,-0.000225,0.001836
1.011933,1.005368,-0.000226,0.001867
1.012020,1.005520,-0.000270,0.001779
1.012227,1.005855,-0.000269,0.001781
1.012867,1.005956,-0.000360,0.001812
1.013142,1.006258,-0.000315,0.001844
1.012903,1.006643,-0.000191,0.001875
1.013489,1.008082,-0.000112,0.001937
1.014239,1.008423,-0.000191,0.001968
1.014506,1.008990,-0.000236,0.001970
1.015755,1.008930,-0.000158,0.002001
1.015987,1.009455,-0.000159,0.002103
1.016709,1.009908,-0.000193,0.002105
1.017295,1.010494,-0.000237,0.002077
1.017622,1.011277,-0.000283,0.002079
1.018673,1.011325,-0.000239,0.002050
1.019289,1.011597,-0.000149,0.002052
1.019083,1.012075,-0.000308,0.002012
1.019335,1.012273,-0.000353,0.002014
1.019243,1.012796,-0.000228,0.002016
1.019551,1.013526,-0.000320,0.001957
1.019786,1.013888,-0.000354,0.001928
1.020834,1.014276,-0.000514,0.001798
1.021586,1.014966,-0.000641,0.001830
1.022239,1.015316,-0.000641,0.001862
1.022113,1.015375,-0.000596,0.001833
1.022641,1.016083,-0.000596,0.001805
1.023058,1.016117,-0.000596,0.001776
1.023337,1.016731,-0.000723,0.001717
1.023704,1.016940,-0.000632,0.001688
1.024227,1.017583,-0.000505,0.001720
1.024796,1.017921,-0.000470,0.001691
1.025712,1.018777,-0.000391,0.001763
1.027103,1.019105,-0.000472,0.001765
1.027993,1.019983,-0.000506,0.001767
1.028427,1.020136,-0.000414,0.001696
1.029043,1.020824,-0.000414,0.001595
1.029355,1.021030,-0.000334,0.001698
1.029906,1.021033,-0.000208,0.001731
1.030292,1.021960,-0.000209,0.001733
1.030956,1.022380,-0.000255,0.001765
1.031171,1.023020,-0.000302,0.001694
1.031140,1.023043,-0.000349,0.001624
1.031770,1.023380,-0.000304,0.001656
1.032579,1.024289,-0.000268,0.001657
1.033103,1.024731,-0.000314,0.001628
1.033442,1.025010,-0.000396,0.001723
1.034620,1.025582,-0.000350,0.001786
1.035338,1.026328,-0.000268,0.001788
1.036008,1.027064,-0.000268,0.001759
1.036383,1.027322,-0.000397,0.001790
1.037141,1.028198,-0.000491,0.001864
1.037294,1.028501,-0.000539,0.001834
1.038112,1.029117,-0.000586,0.001774
1.038560,1.030125,-0.000634,0.001672
1.039117,1.030734,-0.000682,0.001569
1.039071,1.031442,-0.000636,0.001569
1.039515,1.032386,-0.000636,0.001675
1.040470,1.032722,-0.000637,0.001739
1.042190,1.033434,-0.000719,0.001741
1.042534,1.034007,-0.000802,0.001774
1.042719,1.034604,-0.000850,0.001744
1.043513,1.035748,-0.000850,0.001715
1.044100,1.036916,-0.001016,0.001749
1.045110,1.037290,-0.000980,0.001876
1.045306,1.037944,-0.000946,0.002046
1.046382,1.038554,-0.000947,0.002173
1.046666,1.039261,-0.000901,0.002238
1.046989,1.039613,-0.000770,0.002367
1.047279,1.040660,-0.000640,0.002600
1.047793,1.041380,-0.000677,0.002801
1.048285,1.041893,-0.000678,0.002972
1.048663,1.043007,-0.000678,0.003069
1.049709,1.044231,-0.000679,0.003135
1.050233,1.044852,-0.000679,0.003264
1.050882,1.045219,-0.000680,0.003362
