Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.168822,1.209302,0.006383,0.002116
1.168035,1.208240,0.006321,0.002130
1.169933,1.207803,0.006361,0.002238
1.171325,1.208633,0.006394,0.002151
1.171782,1.208261,0.006349,0.002159
1.172614,1.209013,0.006311,0.002091
1.172879,1.210300,0.006342,0.002171
1.173393,1.210684,0.006370,0.002112
1.175692,1.211141,0.006435,0.002242
1.176585,1.210917,0.006501,0.002307
1.177175,1.212105,0.006507,0.002309
1.177458,1.212233,0.006438,0.002181
1.177961,1.211852,0.006386,0.002247
1.178547,1.212709,0.006394,0.002248
1.178911,1.212602,0.006538,0.002185
1.180026,1.212648,0.006546,0.002186
1.180832,1.212475,0.006611,0.002187
1.181366,1.212895,0.006619,0.002189
1.182771,1.212661,0.006626,0.002319
1.183563,1.213007,0.006831,0.002256
1.185144,1.213179,0.006898,0.002451
1.185840,1.213243,0.006905,0.002453
1.186657,1.213226,0.007052,0.002648
1.187510,1.213212,0.007060,0.002650
1.188248,1.214172,0.007007,0.002716
1.188702,1.214385,0.007154,0.002847
1.189166,1.215206,0.007162,0.003172
1.189778,1.215027,0.007449,0.003239
1.190134,1.215526,0.007537,0.003240
1.191114,1.215608,0.007546,0.003372
1.192993,1.215846,0.007554,0.003568
1.194143,1.216013,0.007561,0.003765
1.195010,1.216174,0.007649,0.003832
1.195400,1.216803,0.007738,0.003899
1.196205,1.216743,0.007687,0.004030
1.196834,1.217304,0.007776,0.004097
1.197717,1.217843,0.007925,0.004165
1.197382,1.218834,0.007874,0.004232
1.198531,1.218951,0.007882,0.004365
1.199145,1.219131,0.007949,0.004433
1.199595,1.219801,0.007877,0.004370
1.199885,1.220444,0.007885,0.004307
1.200595,1.220697,0.007754,0.004375
1.200993,1.221706,0.007681,0.004508
1.201562,1.222112,0.007609,0.004510
1.202316,1.222608,0.007699,0.004644
1.202711,1.222807,0.007850,0.004778
1.203430,1.223532,0.007921,0.004781
1.203716,1.223869,0.007930,0.004849
1.204565,1.224566,0.007857,0.004916
1.205259,1.225773,0.007928,0.004788
1.206726,1.226121,0.007938,0.004790
1.207612,1.226565,0.008009,0.004859
1.208284,1.227148,0.008017,0.004862
1.209547,1.227923,0.007963,0.004799
1.210148,1.228241,0.008053,0.004933
1.210705,1.228227,0.008288,0.005001
1.211118,1.228822,0.008297,0.004938
1.211443,1.229524,0.008243,0.004941
1.212506,1.229705,0.008189,0.005009
1.213314,1.230910,0.008260,0.004947
1.213739,1.230946,0.008416,0.004818
1.214213,1.231354,0.008364,0.004953
1.215151,1.233234,0.008374,0.005089
1.215659,1.233609,0.008528,0.005158
1.216541,1.233863,0.008539,0.005226
1.219141,1.234162,0.008696,0.005295
1.219747,1.235288,0.008790,0.005232
1.221061,1.235529,0.008881,0.005168
1.221548,1.236276,0.009098,0.005370
1.222675,1.236946,0.009254,0.005440
