Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.003823,0.003045
1.008382,1.011357,0.003829,0.003082
1.009249,1.013062,0.003835,0.003113
1.009795,1.016639,0.003872,0.003139
1.011049,1.019591,0.004003,0.003233
1.011676,1.022461,0.003995,0.003247
1.012709,1.025608,0.004074,0.003296
1.018768,1.048959,0.004040,0.003363
1.018756,1.048980,0.004070,0.003431
1.020100,1.056898,0.004148,0.003557
1.022778,1.065169,0.004257,0.003601
1.024586,1.071725,0.004311,0.003670
1.025127,1.073574,0.004389,0.003796
1.026171,1.079925,0.004475,0.003948
1.028155,1.083636,0.004508,0.004042
1.030703,1.092535,0.004586,0.004113
1.032285,1.098438,0.004697,0.004218
1.033442,1.101223,0.004784,0.004322
1.034647,1.104586,0.004815,0.004427
1.037150,1.109978,0.004800,0.004476
1.039374,1.116375,0.004888,0.004608
1.039907,1.117530,0.004864,0.004707
1.042984,1.127300,0.005000,0.004817
1.044044,1.128400,0.005089,0.004951
1.046086,1.135807,0.005129,0.005028
1.049090,1.141100,0.005162,0.005164
1.051166,1.145549,0.005252,0.005301
1.052917,1.150152,0.005317,0.005439
1.054483,1.158354,0.005375,0.005492
1.057994,1.161994,0.005433,0.005631
1.060619,1.167715,0.005548,0.005805
1.062276,1.171795,0.005582,0.005946
1.064487,1.178680,0.005690,0.006088
1.066495,1.182729,0.005781,0.006230
1.068994,1.188378,0.005839,0.006400
1.072557,1.197252,0.005898,0.006580
1.073379,1.199283,0.005989,0.006725
1.076887,1.208266,0.006048,0.006836
1.077882,1.211650,0.006132,0.006947
1.081267,1.220135,0.006267,0.007187
1.084028,1.225650,0.006427,0.007400
1.084964,1.228477,0.007294,0.008833
1.089496,1.236521,0.007566,0.009147
1.090579,1.241742,0.007814,0.009593
1.093044,1.249202,0.008189,0.010040
1.096030,1.256754,0.008649,0.010537
1.098309,1.260376,0.009237,0.011161
1.101815,1.270393,0.009963,0.011823
