Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.154962,1.199002,0.001283,0.001467
1.154741,1.198675,0.001284,0.001418
1.155022,1.198649,0.001284,0.001378
1.155623,1.198816,0.001285,0.001486
1.158035,1.199985,0.001285,0.001576
1.158326,1.200161,0.001286,0.001653
1.158840,1.199747,0.001286,0.001645
1.159207,1.200007,0.001287,0.001604
1.159511,1.200189,0.001288,0.001640
1.159913,1.200448,0.001289,0.001573
1.160319,1.200785,0.001323,0.001425
1.160812,1.201014,0.001324,0.001460
1.161072,1.201873,0.001325,0.001564
1.161524,1.204546,0.001326,0.001565
1.161615,1.204900,0.001327,0.001497
1.163593,1.204885,0.001328,0.001499
1.164535,1.205299,0.001362,0.001569
1.165855,1.205522,0.001396,0.001570
1.166875,1.205944,0.001397,0.001468
1.167712,1.206310,0.001430,0.001436
1.168390,1.206395,0.001541,0.001369
1.169002,1.208424,0.001651,0.001370
1.169289,1.209697,0.001652,0.001336
1.169711,1.209984,0.001653,0.001338
1.170071,1.210368,0.001687,0.001373
1.170509,1.210510,0.001765,0.001559
1.170822,1.210878,0.001843,0.001630
1.171237,1.211396,0.001844,0.001562
1.171634,1.212310,0.001878,0.001598
1.172014,1.214191,0.001956,0.001668
1.172728,1.214973,0.002067,0.001740
1.174180,1.215545,0.002113,0.001707
1.174819,1.215802,0.002081,0.001626
1.175747,1.216027,0.002082,0.001592
1.176914,1.216412,0.002128,0.001593
1.177545,1.217168,0.002175,0.001595
1.177861,1.218229,0.002144,0.001666
1.178107,1.218482,0.002145,0.001620
1.178151,1.218887,0.002179,0.001469
1.179011,1.219784,0.002225,0.001470
1.179250,1.220153,0.002272,0.001437
1.179544,1.220231,0.002274,0.001368
1.180943,1.220906,0.002275,0.001405
1.181956,1.221192,0.002277,0.001371
1.182312,1.222761,0.002312,0.001372
1.183250,1.223803,0.002393,0.001375
1.183599,1.224671,0.002507,0.001412
1.184034,1.224983,0.002586,0.001495
1.183881,1.225721,0.002620,0.001495
1.184795,1.226121,0.002701,0.001426
1.185283,1.227022,0.002737,0.001463
1.185593,1.227784,0.002818,0.001358
1.187072,1.228960,0.002897,0.001405
1.187743,1.229742,0.003022,0.001453
1.188201,1.230916,0.003137,0.001490
1.188862,1.231396,0.003218,0.001563
1.189103,1.231584,0.003333,0.001635
1.189833,1.232586,0.003525,0.001780
1.190278,1.233525,0.003729,0.001853
1.190762,1.234041,0.003856,0.001962
1.190867,1.234366,0.003938,0.001893
1.191330,1.235108,0.003987,0.001859
1.192858,1.235991,0.004147,0.001895
1.193495,1.236752,0.004432,0.002004
1.193979,1.237630,0.004548,0.002077
1.194252,1.238867,0.004676,0.002115
1.195738,1.239816,0.004838,0.002224
