Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.214064,1.445884,0.005856,0.002980
1.214830,1.445313,0.005663,0.002982
1.215583,1.445928,0.005849,0.002983
1.215583,1.445928,0.006001,0.002984
1.215714,1.446323,0.006048,0.003060
1.218996,1.447361,0.006032,0.003056
1.218996,1.447361,0.005949,0.003052
1.219236,1.447684,0.006169,0.003049
1.219828,1.448343,0.006175,0.003112
1.219828,1.448343,0.006358,0.003115
1.219755,1.448650,0.006654,0.003117
1.220737,1.449707,0.006886,0.003180
1.220737,1.449707,0.006957,0.003243
1.222869,1.449963,0.006964,0.003306
1.223610,1.452601,0.007100,0.003308
1.223610,1.452601,0.007334,0.003311
1.223364,1.453581,0.007681,0.003374
1.224415,1.455301,0.007802,0.003376
1.224415,1.455301,0.007923,0.003440
1.224980,1.455636,0.008109,0.003382
1.225375,1.456686,0.008344,0.003385
1.225375,1.456686,0.008644,0.003448
1.225741,1.457532,0.008651,0.003572
1.225723,1.460218,0.008838,0.003637
1.225723,1.460218,0.008960,0.003639
1.227408,1.461241,0.009081,0.003642
1.228941,1.462666,0.009204,0.003788
1.228941,1.462666,0.009261,0.003934
1.228928,1.463603,0.009318,0.003937
1.228600,1.465009,0.009325,0.003940
1.228600,1.465009,0.009283,0.004004
1.229095,1.466441,0.009291,0.004150
1.229617,1.469294,0.009299,0.004357
1.229617,1.469294,0.009307,0.004361
1.230603,1.469723,0.009314,0.004363
1.231392,1.471566,0.009322,0.004489
1.231392,1.471566,0.009330,0.004636
1.231857,1.472079,0.009338,0.004722
1.230815,1.473226,0.009346,0.004664
1.230815,1.473226,0.009354,0.004667
1.231182,1.475848,0.009361,0.004793
1.231666,1.477727,0.009369,0.004860
1.231666,1.477727,0.009377,0.004865
1.232161,1.478156,0.009385,0.004807
1.235330,1.479831,0.009443,0.004871
1.235330,1.479831,0.009568,0.005020
1.236011,1.480413,0.009576,0.005149
1.236198,1.481306,0.009584,0.005154
1.236198,1.481306,0.009592,0.005220
1.236833,1.482888,0.009600,0.005347
1.236954,1.484494,0.009608,0.005434
1.236954,1.484494,0.009683,0.005439
1.237245,1.486607,0.009691,0.005445
1.238235,1.488150,0.009699,0.005594
1.238235,1.488150,0.009707,0.005867
1.240023,1.489481,0.009715,0.006080
1.241361,1.491045,0.009723,0.006149
1.241361,1.491045,0.009799,0.006279
1.242535,1.492748,0.009807,0.006679
1.243058,1.495154,0.009883,0.007018
1.243058,1.495154,0.009892,0.007149
1.243374,1.495792,0.010019,0.007092
1.245439,1.497500,0.010027,0.007350
1.245439,1.497500,0.010035,0.007753
1.246389,1.498712,0.010112,0.008157
1.248230,1.501530,0.010239,0.008289
1.248230,1.501530,0.010299,0.008547
1.249409,1.503180,0.010307,0.008868
1.251264,1.505605,0.010384,0.009189
1.251264,1.505605,0.010512,0.009385
1.251832,1.506607,0.010708,0.009519
1.253359,1.509655,0.010784,0.009652
1.253359,1.509655,0.010725,0.009850
1.254397,1.511291,0.010801,0.009984
1.256475,1.512869,0.010931,0.010119
1.256475,1.512869,0.011111,0.010253
1.257856,1.514857,0.011121,0.010450
1.259515,1.517769,0.011129,0.010522
1.259515,1.517769,0.011258,0.010532
1.260691,1.520049,0.011439,0.010541
1.264171,1.523356,0.011518,0.010740
1.264171,1.523356,0.011528,0.010813
1.265407,1.524982,0.011779,0.010822
1.267195,1.529859,0.011840,0.010832
1.267195,1.529859,0.011919,0.010904
1.268921,1.531493,0.011930,0.010977
1.272613,1.535974,0.012060,0.011050
1.272613,1.535974,0.012311,0.011059
1.273812,1.537929,0.012685,0.011068
1.275878,1.540889,0.012748,0.011142
1.275878,1.540889,0.012899,0.011215
1.279266,1.543215,0.013030,0.011288
1.280395,1.546050,0.013422,0.011297
1.280395,1.546050,0.013746,0.011371
1.281738,1.547790,0.014019,0.011574
1.284711,1.552028,0.014152,0.011584
1.284711,1.552028,0.014477,0.011593
1.287167,1.554221,0.014681,0.011667
1.289459,1.558043,0.015006,0.011742
1.289459,1.558043,0.015263,0.011816
1.290843,1.560817,0.015643,0.011956
1.295355,1.564664,0.015901,0.011966
1.295355,1.564664,0.016105,0.012040
1.296666,1.567070,0.016066,0.012180
1.299877,1.569823,0.016148,0.012408
1.299877,1.569823,0.016161,0.012482
1.301781,1.572376,0.016367,0.012492
1.306544,1.575395,0.016433,0.012566
1.306544,1.575395,0.016447,0.012708
1.308251,1.578032,0.016390,0.012719
1.309819,1.580628,0.016474,0.012729
1.309819,1.580628,0.016558,0.012738
1.311410,1.582820,0.016696,0.012967
1.315387,1.587674,0.016781,0.013197
1.315387,1.587674,0.016866,0.013339
1.317385,1.589978,0.016828,0.013503
1.321071,1.593688,0.016913,0.013930
1.321071,1.593688,0.016999,0.014227
1.322663,1.595329,0.017137,0.014458
1.325769,1.598065,0.017347,0.014604
1.325769,1.598065,0.017538,0.015033
1.327551,1.600718,0.017624,0.015528
1.330394,1.604567,0.017709,0.015891
1.330394,1.604567,0.017848,0.016190
1.331823,1.607505,0.018060,0.016423
1.336267,1.611006,0.018575,0.016919
1.336267,1.611006,0.018769,0.017416
1.337576,1.614096,0.018982,0.017695
1.340583,1.615728,0.019248,0.018041
1.340583,1.615728,0.019641,0.018408
1.342450,1.616597,0.020106,0.018687
1.345291,1.618648,0.020499,0.018836
1.345291,1.618648,0.020767,0.019183
1.346306,1.622626,0.021034,0.019531
1.351891,1.625699,0.021302,0.019814
1.351891,1.625699,0.021644,0.020321
1.353659,1.627524,0.022112,0.020829
1.356538,1.630893,0.022454,0.021314
1.356538,1.630893,0.022869,0.021598
1.357652,1.632486,0.023266,0.022082
1.362203,1.636213,0.023413,0.022658
1.362203,1.636213,0.023757,0.023234
1.363487,1.637459,0.024030,0.023811
1.367755,1.641184,0.024303,0.024323
1.367755,1.641184,0.024706,0.025104
1.369043,1.642080,0.025109,0.026088
1.371021,1.645340,0.025585,0.027005
1.371021,1.645340,0.026060,0.027722
1.373850,1.647333,0.026663,0.028665
1.378278,1.650105,0.027395,0.029609
1.378278,1.650105,0.028001,0.030331
1.380487,1.651806,0.028609,0.031190
1.383247,1.655738,0.029398,0.032003
1.383247,1.655738,0.030264,0.032952
1.384358,1.658281,0.031205,0.033904
1.388834,1.661320,0.031945,0.035040
1.388834,1.661320,0.032501,0.036243
1.391042,1.662108,0.033241,0.037471
1.394336,1.664830,0.034128,0.038768
1.394336,1.664830,0.034817,0.040137
1.396309,1.666415,0.035563,0.041441
1.400214,1.671775,0.036309,0.042974
1.400214,1.671775,0.037313,0.044849
1.402496,1.673610,0.038265,0.046569
1.406142,1.676635,0.039422,0.048588
1.406142,1.676635,0.040636,0.050746
1.408333,1.677646,0.041722,0.052977
1.411615,1.681706,0.043088,0.055643
1.411615,1.681706,0.044384,0.058449
1.412769,1.682895,0.045738,0.061259
1.417376,1.685336,0.047500,0.064305
1.417376,1.685336,0.049653,0.067564
1.419763,1.687036,0.051755,0.071103
1.423813,1.691117,0.054048,0.074991
1.423813,1.691117,0.056288,0.078838
1.425383,1.692627,0.057302,0.080590
1.429312,1.698835,0.058470,0.082423
1.429312,1.698835,0.059668,0.084215
1.431880,1.700016,0.060979,0.086235
1.437417,1.704183,0.062048,0.088208
1.437417,1.704183,0.063257,0.090269
1.438891,1.706421,0.064867,0.092453
