Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.214064,1.445884,0.007231,0.004957
1.215008,1.445484,0.007367,0.004939
1.215347,1.445489,0.007477,0.004925
1.215527,1.445971,0.007567,0.004914
1.215758,1.446977,0.007562,0.004831
1.215808,1.447633,0.007558,0.004829
1.215907,1.448293,0.007624,0.004829
1.215940,1.449020,0.007681,0.004829
1.216067,1.449558,0.007814,0.004833
1.216056,1.450389,0.007932,0.004839
1.216141,1.452312,0.008050,0.004925
1.216048,1.453915,0.008167,0.005011
1.216798,1.454301,0.008221,0.005098
1.218810,1.458231,0.008354,0.005042
1.217158,1.459338,0.008488,0.004968
1.218420,1.459792,0.008557,0.004893
1.218834,1.460379,0.008562,0.004980
1.218648,1.460895,0.008566,0.005066
1.218641,1.462044,0.008571,0.005072
1.218569,1.464482,0.008689,0.005137
1.218744,1.464931,0.008808,0.005285
1.218653,1.466285,0.008861,0.005434
1.218605,1.467077,0.008915,0.005521
1.218347,1.468442,0.008969,0.005587
1.217875,1.469062,0.008925,0.005674
1.217418,1.471010,0.008930,0.005742
1.217408,1.472217,0.008935,0.005811
1.216269,1.473367,0.008941,0.005941
1.215353,1.474780,0.008995,0.006213
1.215445,1.475173,0.009049,0.006157
1.215383,1.476861,0.009168,0.006369
1.217423,1.478363,0.009288,0.006499
1.217244,1.479092,0.009342,0.006506
1.216803,1.480636,0.009396,0.006512
1.216321,1.482203,0.009466,0.006662
1.216242,1.483221,0.009537,0.006732
1.215271,1.484621,0.009608,0.006802
1.214156,1.486298,0.009613,0.006871
1.214116,1.487081,0.009619,0.006960
1.214395,1.488502,0.009673,0.007029
1.214311,1.489471,0.009744,0.007162
1.214779,1.490469,0.009749,0.007233
1.216121,1.491447,0.009754,0.007304
1.216347,1.492825,0.009760,0.007376
1.215884,1.494500,0.009831,0.007716
1.215449,1.495687,0.009953,0.007725
1.214788,1.496909,0.009959,0.007735
1.213876,1.497839,0.009964,0.007995
1.213576,1.498785,0.009970,0.008273
1.214081,1.500336,0.010025,0.008345
1.215873,1.502394,0.010081,0.008354
1.216121,1.503554,0.010087,0.008426
1.216414,1.504109,0.010092,0.008624
1.216061,1.505099,0.010097,0.008758
1.216181,1.507043,0.010219,0.008957
1.216261,1.508390,0.010225,0.008967
1.216526,1.508704,0.010230,0.009039
1.216639,1.510036,0.010235,0.009113
1.215972,1.511232,0.010307,0.009251
1.216173,1.512908,0.010363,0.009325
1.216302,1.514129,0.010370,0.009526
1.217491,1.515059,0.010309,0.009664
1.217215,1.516735,0.010314,0.009739
1.217783,1.518099,0.010386,0.009814
1.218104,1.519872,0.010393,0.010016
1.218144,1.520345,0.010400,0.010283
1.218930,1.521596,0.010456,0.010422
1.219026,1.523373,0.010578,0.010498
1.220210,1.524616,0.010700,0.010636
1.220405,1.525522,0.010774,0.010648
1.220588,1.526398,0.010830,0.010787
1.222312,1.528131,0.010953,0.010927
1.223003,1.530075,0.011075,0.011003
1.222838,1.530928,0.011199,0.011080
1.223394,1.532153,0.011272,0.011287
1.223548,1.533118,0.011279,0.011364
1.224629,1.535151,0.011402,0.011441
1.224886,1.537801,0.011592,0.011453
1.225397,1.539147,0.011766,0.011661
1.226698,1.539812,0.011891,0.011738
1.227816,1.541112,0.012015,0.011687
1.228398,1.543134,0.012207,0.011765
1.229386,1.543841,0.012399,0.011844
1.229678,1.544636,0.012523,0.012119
1.230831,1.546755,0.012649,0.012327
1.232005,1.549080,0.012773,0.012406
1.232515,1.550619,0.012965,0.012616
1.233477,1.552027,0.013090,0.012760
1.234504,1.554655,0.013283,0.012906
1.234891,1.556284,0.013527,0.012986
1.236115,1.557504,0.013720,0.013066
1.237420,1.558818,0.014032,0.013366
1.237752,1.561439,0.014225,0.013732
1.238299,1.561862,0.014368,0.013902
1.239597,1.563332,0.014562,0.014048
1.240521,1.565953,0.014757,0.014260
1.241106,1.567185,0.014884,0.014563
1.241921,1.568924,0.015011,0.014866
1.244040,1.571962,0.015205,0.015037
1.245348,1.574178,0.015401,0.015276
1.245991,1.575691,0.015664,0.015781
1.246632,1.577985,0.015792,0.016088
1.247441,1.580260,0.016055,0.016394
1.248744,1.583167,0.016183,0.016634
1.249382,1.586012,0.016312,0.016941
1.250030,1.587713,0.016491,0.017382
1.251369,1.591204,0.016620,0.017669
1.253123,1.594700,0.016799,0.017957
1.254560,1.596989,0.017048,0.018244
1.256778,1.600399,0.017297,0.018824
1.257766,1.603808,0.017546,0.019404
1.258564,1.603975,0.017743,0.019896
1.259289,1.606783,0.017992,0.020458
1.260626,1.609359,0.018310,0.021019
1.261581,1.613172,0.018560,0.021582
1.262547,1.615352,0.018742,0.021944
1.265006,1.618204,0.019060,0.022533
1.266119,1.621166,0.019431,0.023258
1.267197,1.623840,0.019802,0.024053
1.268616,1.626860,0.020243,0.024782
1.268804,1.629830,0.020564,0.025786
1.270301,1.632048,0.020954,0.026652
1.271356,1.636202,0.021343,0.027452
1.272037,1.637957,0.021595,0.028321
1.274397,1.640149,0.022038,0.029125
1.275057,1.643132,0.022429,0.029930
1.276725,1.646902,0.022872,0.030829
1.278528,1.648944,0.023264,0.031868
1.279120,1.651324,0.023760,0.032977
1.280119,1.652866,0.024447,0.034225
1.281170,1.654035,0.025082,0.035476
1.281723,1.658111,0.025579,0.036706
1.282894,1.661689,0.025905,0.037871
1.284726,1.665675,0.026351,0.039199
1.286717,1.666959,0.026799,0.040599
1.287901,1.669899,0.027437,0.041867
1.289534,1.672205,0.028008,0.043508
1.290177,1.676387,0.028630,0.045289
1.290686,1.678949,0.029322,0.047212
1.291617,1.681149,0.029895,0.049137
1.292841,1.684269,0.030519,0.051203
1.293887,1.686333,0.031283,0.053274
1.294800,1.688947,0.032099,0.055421
1.297163,1.693361,0.032814,0.057712
1.298721,1.694655,0.033460,0.060032
1.299089,1.697850,0.034280,0.062635
1.299753,1.700550,0.035310,0.065244
1.300905,1.700777,0.036323,0.068161
1.302466,1.702108,0.037459,0.071344
1.303073,1.705003,0.038545,0.074697
1.304812,1.708501,0.039685,0.078127
1.306028,1.711015,0.040948,0.081637
1.307061,1.713006,0.042282,0.085223
1.308683,1.715725,0.043740,0.089337
1.310073,1.717596,0.045201,0.093532
1.311272,1.720909,0.046803,0.098114
1.312469,1.722454,0.048442,0.102989
1.313634,1.725728,0.050030,0.107486
1.315301,1.728544,0.051865,0.112228
1.316449,1.729939,0.053578,0.117478
1.317419,1.733494,0.055364,0.122906
1.318730,1.736565,0.057081,0.128700
1.319587,1.738118,0.058992,0.134864
1.320741,1.741809,0.061101,0.141068
1.321407,1.744390,0.063265,0.147570
1.321502,1.746482,0.065555,0.154540
1.323400,1.748336,0.067917,0.162026
1.326250,1.751444,0.070477,0.169981
1.327602,1.753043,0.073164,0.177954
1.328545,1.755309,0.075976,0.186617
1.329521,1.757316,0.078969,0.195755
1.330185,1.759312,0.082036,0.205418
1.331195,1.762898,0.085495,0.216403
1.332950,1.766899,0.089083,0.227915
1.333850,1.769919,0.093047,0.240203
1.334986,1.772554,0.097086,0.252257
1.337182,1.774436,0.099053,0.257959
1.338907,1.776594,0.101177,0.263751
1.340651,1.780623,0.103099,0.269832
1.341323,1.782558,0.105199,0.276283
1.342285,1.785859,0.107342,0.282886
1.343283,1.788887,0.109633,0.289568
1.344220,1.791809,0.111893,0.296631
