Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.002368,0.000563
1.000136,0.999451,0.002299,0.000601
0.999914,0.997618,0.002354,0.000414
0.999914,0.995956,0.002399,0.000409
0.998812,0.993871,0.002385,0.000406
0.998288,0.993537,0.002421,0.000528
0.997586,0.992944,0.002486,0.000594
0.997305,0.992540,0.002469,0.000615
0.997324,0.992100,0.002428,0.000832
0.997691,0.992048,0.002472,0.000978
0.998473,0.992667,0.002431,0.001016
0.998888,0.993075,0.002432,0.001055
0.999777,0.993364,0.002433,0.001128
0.999958,0.995496,0.002477,0.001237
1.000256,0.996299,0.002553,0.001239
1.000403,0.997107,0.002554,0.001240
1.000518,0.998184,0.002630,0.001352
1.000699,0.999818,0.002557,0.001460
1.000888,1.000385,0.002558,0.001645
1.001017,1.000736,0.002559,0.001793
1.001402,1.001432,0.002561,0.001758
1.001631,1.001786,0.002531,0.001908
1.001966,1.002345,0.002532,0.002056
1.002471,1.003197,0.002576,0.002096
1.002592,1.004830,0.002610,0.002098
1.003211,1.005797,0.002686,0.002063
1.003577,1.006221,0.002655,0.002103
1.004123,1.006396,0.002656,0.002253
1.004641,1.007114,0.002658,0.002329
1.004921,1.007825,0.002703,0.002443
1.005163,1.008538,0.002704,0.002519
1.005531,1.009401,0.002630,0.002522
1.006335,1.010317,0.002664,0.002634
1.006728,1.010988,0.002698,0.002600
1.007789,1.010914,0.002774,0.002603
1.008067,1.011254,0.002776,0.002680
1.009135,1.011382,0.002702,0.002609
1.009761,1.012255,0.002746,0.002575
1.010028,1.012999,0.002780,0.002578
1.010324,1.013525,0.002782,0.002618
1.011043,1.014275,0.002708,0.002695
1.011726,1.015256,0.002709,0.002660
1.011945,1.015530,0.002754,0.002626
1.012289,1.016265,0.002831,0.002629
1.012471,1.016689,0.002790,0.002595
1.012622,1.016807,0.002759,0.002724
1.013511,1.017054,0.002793,0.002803
1.013988,1.018103,0.002870,0.002844
1.014793,1.018286,0.002915,0.002847
1.015125,1.019264,0.002960,0.002888
1.015457,1.019811,0.002994,0.003018
1.015992,1.020496,0.003104,0.003097
1.016241,1.021131,0.003182,0.003100
1.016713,1.021949,0.003260,0.003141
1.017430,1.022480,0.003262,0.003182
1.017478,1.023290,0.003306,0.003262
1.017721,1.023589,0.003492,0.003303
1.017960,1.024238,0.003603,0.003383
1.018487,1.024897,0.003638,0.003514
1.018693,1.025988,0.003640,0.003556
1.018910,1.026576,0.003794,0.003561
1.019332,1.026949,0.003915,0.003617
1.020084,1.027290,0.003993,0.003697
1.019347,1.028140,0.004072,0.003829
1.020246,1.028721,0.004195,0.003833
1.021077,1.029322,0.004317,0.003786
1.020928,1.029973,0.004440,0.003842
1.021266,1.030744,0.004562,0.003975
1.021666,1.031465,0.004686,0.004069
1.021754,1.032572,0.004885,0.004073
1.022061,1.032366,0.005084,0.004077
1.022543,1.033352,0.005207,0.004250
