Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.246515,1.140707,0.002959,0.002779
1.245141,1.140257,0.002949,0.002801
1.248411,1.140411,0.003050,0.002855
1.251026,1.139672,0.003068,0.002824
1.256428,1.139792,0.003084,0.002838
1.256368,1.139525,0.003154,0.002915
1.261215,1.140002,0.003137,0.002947
1.269334,1.141066,0.003196,0.002975
1.293446,1.154584,0.003255,0.003037
1.295890,1.157151,0.003266,0.003098
1.299063,1.161364,0.003398,0.003160
1.301881,1.162803,0.003482,0.003220
1.306924,1.167185,0.003591,0.003281
1.310280,1.170913,0.003725,0.003342
1.313294,1.173568,0.003869,0.003371
1.317840,1.178347,0.004039,0.003433
1.321649,1.181664,0.004233,0.003463
1.323670,1.184371,0.004381,0.003468
1.328981,1.187307,0.004527,0.003563
1.332927,1.191994,0.004673,0.003592
1.338862,1.196915,0.004798,0.003599
1.343393,1.200274,0.004995,0.003662
1.348318,1.203610,0.005146,0.003668
1.352825,1.206518,0.005295,0.003699
1.358153,1.210339,0.005522,0.003705
1.362828,1.214109,0.005624,0.003712
1.370593,1.218379,0.005829,0.003809
1.374343,1.221906,0.005983,0.003872
1.379178,1.224077,0.006113,0.003936
1.382546,1.226788,0.006236,0.004059
1.386556,1.231360,0.006282,0.004090
1.391998,1.233400,0.006381,0.004188
1.397448,1.238437,0.006509,0.004286
1.402695,1.240888,0.006687,0.004376
1.407128,1.243777,0.006839,0.004499
1.412537,1.246375,0.007082,0.004590
1.418078,1.249946,0.007290,0.004656
1.423066,1.252811,0.007509,0.004814
1.429656,1.256848,0.007782,0.004940
1.436490,1.260294,0.008004,0.005124
1.443040,1.262926,0.008307,0.005309
1.447638,1.265544,0.008668,0.005461
1.454107,1.268449,0.009029,0.005647
1.461313,1.270928,0.009474,0.005834
1.468988,1.275772,0.010014,0.006022
1.476297,1.279112,0.022720,0.010789
1.482919,1.281201,0.023695,0.011102
1.488447,1.283268,0.024762,0.011465
1.495384,1.286825,0.025871,0.011859
1.504229,1.290218,0.027239,0.012330
1.511783,1.293709,0.028768,0.012905
1.518110,1.297144,0.030450,0.013510
