Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.007231,0.004957
1.000777,0.999723,0.007367,0.004939
1.001057,0.999727,0.007477,0.004925
1.001205,1.000060,0.007567,0.004914
1.001396,1.000756,0.007562,0.004831
1.001437,1.001210,0.007558,0.004829
1.001519,1.001666,0.007624,0.004829
1.001545,1.002169,0.007681,0.004829
1.001650,1.002541,0.007814,0.004833
1.001641,1.003116,0.007932,0.004839
1.001711,1.004446,0.008050,0.004925
1.001634,1.005555,0.008167,0.005011
1.002252,1.005821,0.008221,0.005098
1.003909,1.008539,0.008354,0.005042
1.002549,1.009305,0.008488,0.004968
1.003588,1.009619,0.008557,0.004893
1.003929,1.010025,0.008562,0.004980
1.003776,1.010382,0.008566,0.005066
1.003770,1.011177,0.008571,0.005072
1.003711,1.012863,0.008689,0.005137
1.003855,1.013174,0.008808,0.005285
1.003780,1.014110,0.008861,0.005434
1.003741,1.014658,0.008915,0.005521
1.003528,1.015602,0.008969,0.005587
1.003140,1.016030,0.008925,0.005674
1.002763,1.017378,0.008930,0.005742
1.002755,1.018213,0.008935,0.005811
1.001816,1.019008,0.008941,0.005941
1.001062,1.019986,0.008995,0.006213
1.001137,1.020257,0.009049,0.006157
1.001087,1.021424,0.009168,0.006369
1.002767,1.022464,0.009288,0.006499
1.002619,1.022968,0.009342,0.006506
1.002256,1.024036,0.009396,0.006512
1.001859,1.025119,0.009466,0.006662
1.001794,1.025823,0.009537,0.006732
1.000994,1.026791,0.009608,0.006802
1.000076,1.027951,0.009613,0.006871
1.000043,1.028493,0.009619,0.006960
1.000273,1.029476,0.009673,0.007029
1.000204,1.030146,0.009744,0.007162
1.000589,1.030836,0.009749,0.007233
1.001695,1.031512,0.009754,0.007304
1.001881,1.032466,0.009760,0.007376
1.001499,1.033624,0.009831,0.007716
1.001141,1.034445,0.009953,0.007725
1.000597,1.035290,0.009959,0.007735
0.999846,1.035933,0.009964,0.007995
0.999598,1.036587,0.009970,0.008273
1.000014,1.037660,0.010025,0.008345
1.001490,1.039083,0.010081,0.008354
1.001695,1.039886,0.010087,0.008426
1.001936,1.040269,0.010092,0.008624
1.001645,1.040954,0.010097,0.008758
1.001744,1.042299,0.010219,0.008957
1.001810,1.043230,0.010225,0.008967
1.002028,1.043448,0.010230,0.009039
1.002121,1.044369,0.010235,0.009113
1.001572,1.045196,0.010307,0.009251
1.001737,1.046355,0.010363,0.009325
1.001843,1.047199,0.010370,0.009526
1.002823,1.047843,0.010309,0.009664
1.002596,1.049002,0.010314,0.009739
1.003064,1.049945,0.010386,0.009814
1.003328,1.051172,0.010393,0.010016
1.003361,1.051499,0.010400,0.010283
1.004009,1.052364,0.010456,0.010422
1.004087,1.053593,0.010578,0.010498
1.005063,1.054453,0.010700,0.010636
1.005223,1.055079,0.010774,0.010648
1.005374,1.055685,0.010830,0.010787
1.006794,1.056884,0.010953,0.010927
1.007363,1.058228,0.011075,0.011003
1.007227,1.058818,0.011199,0.011080
1.007685,1.059665,0.011272,0.011287
1.007812,1.060333,0.011279,0.011364
1.008702,1.061739,0.011402,0.011441
1.008914,1.063572,0.011592,0.011453
1.009335,1.064502,0.011766,0.011661
1.010406,1.064962,0.011891,0.011738
1.011327,1.065862,0.012015,0.011687
1.011807,1.067260,0.012207,0.011765
1.012621,1.067749,0.012399,0.011844
1.012861,1.068299,0.012523,0.012119
1.013811,1.069764,0.012649,0.012327
1.014778,1.071373,0.012773,0.012406
1.015198,1.072437,0.012965,0.012616
1.015990,1.073411,0.013090,0.012760
1.016836,1.075229,0.013283,0.012906
1.017155,1.076355,0.013527,0.012986
1.018163,1.077199,0.013720,0.013066
1.019238,1.078107,0.014032,0.013366
1.019511,1.079920,0.014225,0.013732
1.019962,1.080212,0.014368,0.013902
1.021031,1.081229,0.014562,0.014048
1.021793,1.083042,0.014757,0.014260
1.022274,1.083894,0.014884,0.014563
1.022945,1.085097,0.015011,0.014866
1.024691,1.087198,0.015205,0.015037
1.025768,1.088731,0.015401,0.015276
1.026298,1.089777,0.015664,0.015781
1.026826,1.091364,0.015792,0.016088
1.027492,1.092937,0.016055,0.016394
1.028566,1.094948,0.016183,0.016634
1.029091,1.096915,0.016312,0.016941
1.029624,1.098092,0.016491,0.017382
1.030728,1.100506,0.016620,0.017669
1.032172,1.102924,0.016799,0.017957
1.033356,1.104507,0.017048,0.018244
1.035183,1.106866,0.017297,0.018824
1.035996,1.109224,0.017546,0.019404
1.036654,1.109339,0.017743,0.019896
1.037251,1.111281,0.017992,0.020458
1.038353,1.113063,0.018310,0.021019
1.039139,1.115699,0.018560,0.021582
1.039935,1.117207,0.018742,0.021944
1.041960,1.119180,0.019060,0.022533
1.042877,1.121228,0.019431,0.023258
1.043765,1.123078,0.019802,0.024053
1.044933,1.125167,0.020243,0.024782
1.045088,1.127221,0.020564,0.025786
1.046322,1.128755,0.020954,0.026652
1.047190,1.131628,0.021343,0.027452
1.047751,1.132841,0.021595,0.028321
1.049695,1.134357,0.022038,0.029125
1.050239,1.136420,0.022429,0.029930
1.051613,1.139028,0.022872,0.030829
1.053098,1.140440,0.023264,0.031868
1.053585,1.142087,0.023760,0.032977
1.054408,1.143153,0.024447,0.034225
1.055274,1.143961,0.025082,0.035476
1.055730,1.146780,0.025579,0.036706
1.056694,1.149255,0.025905,0.037871
1.058203,1.152012,0.026351,0.039199
1.059843,1.152900,0.026799,0.040599
1.060818,1.154933,0.027437,0.041867
1.062163,1.156528,0.028008,0.043508
1.062693,1.159420,0.028630,0.045289
1.063112,1.161192,0.029322,0.047212
1.063879,1.162714,0.029895,0.049137
1.064887,1.164872,0.030519,0.051203
1.065748,1.166299,0.031283,0.053274
1.066501,1.168107,0.032099,0.055421
1.068447,1.171160,0.032814,0.057712
1.069730,1.172055,0.033460,0.060032
1.070034,1.174265,0.034280,0.062635
1.070581,1.176132,0.035310,0.065244
1.071529,1.176289,0.036323,0.068161
1.072815,1.177209,0.037459,0.071344
1.073315,1.179212,0.038545,0.074697
1.074748,1.181631,0.039685,0.078127
1.075749,1.183370,0.040948,0.081637
1.076600,1.184747,0.042282,0.085223
1.077936,1.186627,0.043740,0.089337
1.079081,1.187921,0.045201,0.093532
1.080069,1.190213,0.046803,0.098114
1.081055,1.191281,0.048442,0.102989
1.082014,1.193546,0.050030,0.107486
1.083387,1.195493,0.051865,0.112228
1.084332,1.196458,0.053578,0.117478
1.085131,1.198917,0.055364,0.122906
1.086212,1.201041,0.057081,0.128700
1.086917,1.202114,0.058992,0.134864
1.087868,1.204668,0.061101,0.141068
1.088417,1.206453,0.063265,0.147570
1.088494,1.207899,0.065555,0.154540
1.090058,1.209182,0.067917,0.162026
1.092405,1.211331,0.070477,0.169981
1.093520,1.212437,0.073164,0.177954
1.094296,1.214004,0.075976,0.186617
1.095099,1.215392,0.078969,0.195755
1.095647,1.216773,0.082036,0.205418
1.096479,1.219253,0.085495,0.216403
1.097924,1.222020,0.089083,0.227915
1.098665,1.224109,0.093047,0.240203
1.099601,1.225931,0.097086,0.252257
1.101410,1.227233,0.099053,0.257959
1.102831,1.228725,0.101177,0.263751
1.104268,1.231512,0.103099,0.269832
1.104821,1.232850,0.105199,0.276283
1.105613,1.235133,0.107342,0.282886
1.106435,1.237227,0.109633,0.289568
1.107207,1.239248,0.111893,0.296631
