Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.250247,1.219062,0.001715,0.000936
1.249879,1.218754,0.001802,0.000906
1.250383,1.218802,0.001763,0.000882
1.250408,1.219114,0.001787,0.000863
1.250579,1.222427,0.001756,0.000945
1.252177,1.222756,0.001778,0.000962
1.253176,1.223076,0.001796,0.000978
1.253361,1.223323,0.001812,0.000991
1.253668,1.223635,0.001772,0.001170
1.254300,1.223750,0.001846,0.001250
1.254542,1.224176,0.001889,0.001296
1.254827,1.224445,0.001963,0.001297
1.255012,1.224806,0.001964,0.001265
1.255233,1.225243,0.002007,0.001222
1.255317,1.225740,0.002008,0.001223
1.255474,1.228621,0.002040,0.001258
1.255585,1.229386,0.002084,0.001258
1.255815,1.229745,0.002158,0.001293
1.255880,1.230009,0.002117,0.001294
1.256038,1.230342,0.002160,0.001330
1.256914,1.230402,0.002193,0.001377
1.257073,1.230796,0.002268,0.001424
1.257541,1.231218,0.002301,0.001471
1.257665,1.232094,0.002344,0.001393
1.258076,1.234836,0.002345,0.001350
1.258025,1.235441,0.002420,0.001306
1.258742,1.235921,0.002464,0.001353
1.258614,1.236306,0.002465,0.001503
1.258788,1.236939,0.002466,0.001550
1.258757,1.239296,0.002499,0.001632
1.258801,1.240136,0.002543,0.001679
1.258925,1.241017,0.002576,0.001795
1.258920,1.241576,0.002578,0.001843
1.258936,1.241765,0.002695,0.001924
1.259055,1.244171,0.002803,0.001927
1.259195,1.244776,0.002921,0.001929
1.259020,1.245621,0.002923,0.001966
1.259761,1.246408,0.002999,0.002003
1.259288,1.246928,0.003032,0.002050
1.259736,1.247273,0.003150,0.002133
1.259279,1.250183,0.003184,0.002251
1.259218,1.250189,0.003186,0.002288
1.260182,1.250752,0.003219,0.002256
1.260118,1.252412,0.003327,0.002258
1.259203,1.254163,0.003446,0.002261
1.259874,1.255935,0.003480,0.002298
1.259907,1.256456,0.003375,0.002266
1.259820,1.257898,0.003451,0.002338
1.259799,1.258506,0.003560,0.002376
1.259574,1.259496,0.003562,0.002343
1.258496,1.261274,0.003596,0.002416
1.258074,1.262629,0.003705,0.002454
1.257010,1.263436,0.003675,0.002492
1.256760,1.264811,0.003752,0.002600
1.257071,1.265512,0.003754,0.002638
1.256931,1.267266,0.003832,0.002642
