Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000000,1.000000,0.005827,0.005556
1.000131,0.999556,0.005881,0.005599
1.000225,1.001770,0.005885,0.005637
0.999857,1.005711,0.005894,0.005756
1.000001,1.010068,0.005991,0.005875
0.999653,1.013869,0.006000,0.005938
1.000449,1.018702,0.006054,0.006000
1.000503,1.018714,0.006588,0.006382
1.001633,1.025942,0.006541,0.006553
1.001605,1.026681,0.006656,0.006724
1.002836,1.030465,0.006815,0.006958
1.003287,1.033932,0.007021,0.007195
1.003828,1.037647,0.007182,0.007386
1.004640,1.042182,0.007432,0.007624
1.007074,1.048524,0.007549,0.007925
1.007563,1.050262,0.007799,0.008227
1.009101,1.055625,0.008007,0.008468
1.009045,1.055311,0.008170,0.008820
1.012404,1.064789,0.008424,0.009173
1.012545,1.066397,0.008620,0.009590
1.015477,1.072422,0.008920,0.009839
1.015809,1.074494,0.009221,0.010198
1.018910,1.079919,0.009418,0.010513
1.021030,1.087653,0.009721,0.010765
1.024029,1.096197,0.009919,0.011131
1.024012,1.096246,0.010208,0.011387
1.027093,1.102387,0.010316,0.011646
1.027001,1.102374,0.010515,0.011953
1.032977,1.116974,0.010717,0.012280
1.033888,1.118355,0.011009,0.012481
1.035955,1.124655,0.011257,0.012748
1.036852,1.130960,0.011615,0.013012
1.041136,1.138720,0.012018,0.013233
1.041971,1.140151,0.012331,0.013454
1.044713,1.149477,0.012739,0.013730
1.046699,1.153941,0.013101,0.014305
1.047838,1.154740,0.013465,0.014633
1.047781,1.154739,0.013875,0.015146
1.051609,1.168442,0.014286,0.015658
1.054925,1.172265,0.014745,0.016059
1.056142,1.177422,0.015458,0.016629
1.058687,1.183575,0.016061,0.017153
1.060191,1.187977,0.016870,0.017986
1.060567,1.191413,0.017873,0.018806
1.062257,1.193239,0.018239,0.019168
1.076729,1.229283,0.018659,0.019506
1.078921,1.236585,0.018953,0.019979
1.078843,1.236529,0.019299,0.020443
1.083671,1.249464,0.019712,0.020996
1.085315,1.256712,0.020057,0.021471
1.085404,1.257420,0.020485,0.021620
