Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.500708,1.653424,0.002277,0.000018
1.499771,1.652485,0.002313,0.000000
1.500519,1.652601,0.002302,-0.000014
1.500784,1.653197,0.002294,-0.000063
1.501286,1.653076,0.002288,-0.000070
1.500805,1.653056,0.002282,-0.000075
1.501303,1.652193,0.002278,-0.000110
1.502635,1.651642,0.002274,-0.000112
1.503539,1.651523,0.002251,-0.000140
1.503737,1.651042,0.002289,-0.000140
1.504446,1.651054,0.002318,-0.000140
1.507466,1.652597,0.002320,-0.000140
1.508928,1.652564,0.002357,-0.000168
1.509627,1.652095,0.002360,-0.000168
1.510268,1.652179,0.002397,-0.000168
1.510718,1.652750,0.002339,-0.000196
1.511360,1.652475,0.002315,-0.000168
1.513362,1.652380,0.002318,-0.000168
1.515135,1.651639,0.002347,-0.000084
1.516204,1.651666,0.002349,-0.000056
1.516840,1.651658,0.002352,-0.000028
1.517974,1.651910,0.002354,-0.000028
1.518469,1.651883,0.002357,-0.000056
1.519537,1.651949,0.002359,0.000028
1.520547,1.651701,0.002300,0.000057
1.522139,1.651566,0.002303,0.000141
1.524223,1.651611,0.002306,0.000198
1.525123,1.651680,0.002335,0.000226
1.525957,1.651686,0.002338,0.000226
1.527018,1.651552,0.002341,0.000283
1.527662,1.652024,0.002343,0.000340
1.528393,1.651198,0.002346,0.000312
1.530040,1.651482,0.002348,0.000312
1.531088,1.651812,0.002324,0.000312
1.531949,1.651258,0.002327,0.000341
1.533745,1.651182,0.002356,0.000398
1.534681,1.651184,0.002359,0.000511
1.536278,1.651334,0.002361,0.000568
1.536926,1.651451,0.002391,0.000597
1.537853,1.652138,0.002456,0.000597
1.538687,1.653284,0.002459,0.000598
1.539874,1.653514,0.002462,0.000598
1.540447,1.653593,0.002465,0.000684
1.541456,1.653680,0.002495,0.000770
1.542378,1.654315,0.002561,0.000770
1.544376,1.654953,0.002591,0.000800
1.546301,1.655258,0.002621,0.000799
1.547721,1.655379,0.002651,0.000857
1.549314,1.655543,0.002681,0.000828
1.550721,1.656392,0.002775,0.000858
1.551214,1.656685,0.002750,0.000829
1.551827,1.657149,0.002780,0.000830
1.553342,1.657899,0.002810,0.000830
