Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.295008,1.127235,0.002980,0.004272
1.293552,1.124816,0.002954,0.004261
1.293548,1.124487,0.003015,0.004354
1.288406,1.124996,0.002961,0.004402
1.286990,1.125982,0.002964,0.004450
1.287001,1.125963,0.003025,0.004452
1.285592,1.124371,0.003085,0.004500
1.284595,1.124401,0.003089,0.004655
1.284592,1.124729,0.003035,0.004749
1.282828,1.124135,0.003038,0.004691
1.280419,1.123696,0.003085,0.004693
1.280416,1.123680,0.003248,0.004650
1.277428,1.123366,0.003209,0.004806
1.277401,1.123356,0.003212,0.004808
1.275856,1.122724,0.003273,0.004811
1.273619,1.122676,0.003321,0.004814
1.273604,1.122620,0.003485,0.004816
1.271724,1.122554,0.003488,0.004773
1.270875,1.122483,0.003491,0.004883
1.270876,1.122485,0.003553,0.004885
1.268569,1.122114,0.003601,0.004888
1.266573,1.122090,0.003708,0.004890
1.266438,1.122160,0.003653,0.004786
1.263723,1.121929,0.003715,0.004989
1.262705,1.121984,0.003821,0.004946
1.262743,1.121917,0.003929,0.004902
1.260907,1.121296,0.003935,0.004951
1.258625,1.121442,0.003880,0.004800
1.259701,1.122085,0.003989,0.004705
1.259446,1.122129,0.004052,0.004708
1.262488,1.122128,0.004160,0.004866
1.263333,1.122167,0.004444,0.005115
1.263227,1.122250,0.004390,0.005071
1.266081,1.122721,0.004392,0.005074
1.266764,1.122489,0.004442,0.005123
1.266733,1.122484,0.004612,0.005172
1.268019,1.123472,0.004679,0.005175
1.269266,1.122843,0.004790,0.005177
1.272193,1.123031,0.004899,0.005179
1.274817,1.122986,0.005115,0.005136
1.274861,1.123002,0.005227,0.005140
1.286857,1.123899,0.005294,0.005143
1.287526,1.124965,0.005405,0.005146
1.287180,1.125063,0.005728,0.005040
1.289862,1.125630,0.007734,0.005546
1.289853,1.126222,0.007912,0.005486
1.289922,1.125596,0.008150,0.005488
1.290554,1.126779,0.008283,0.005554
1.291136,1.126668,0.008461,0.005605
1.291112,1.126661,0.008577,0.005609
1.292279,1.127349,0.008693,0.005501
1.292688,1.127602,0.008872,0.005551
1.292708,1.127686,0.008883,0.005617
1.308741,1.134582,0.009016,0.005716
1.309804,1.134715,0.009087,0.005719
1.309792,1.134721,0.009159,0.005786
1.311264,1.135995,0.009293,0.005995
1.311614,1.136292,0.009366,0.006109
1.311630,1.136355,0.009376,0.006160
1.313486,1.138675,0.009387,0.006069
1.314849,1.139427,0.009397,0.006024
1.314850,1.139476,0.009408,0.006185
1.317323,1.140850,0.009466,0.006332
1.318588,1.141565,0.009476,0.006431
1.318577,1.141207,0.009549,0.006387
1.320458,1.143668,0.009622,0.006438
1.321845,1.144927,0.009680,0.006648
1.321679,1.144857,0.009801,0.006795
1.323656,1.147276,0.009860,0.006895
1.324204,1.147723,0.009933,0.006995
1.324278,1.147799,0.009944,0.007094
1.325784,1.149680,0.010066,0.007146
1.325867,1.150060,0.011878,0.009545
1.325874,1.150026,0.012163,0.009742
1.328845,1.152641,0.012338,0.009892
1.330138,1.154181,0.012464,0.009994
1.330242,1.154189,0.012591,0.010096
1.332286,1.156408,0.012768,0.010005
1.333909,1.157988,0.013122,0.009963
1.334547,1.158951,0.013363,0.010016
1.334908,1.159599,0.013606,0.010216
1.348318,1.174808,0.013848,0.010318
1.349368,1.176415,0.014316,0.010324
1.349327,1.176467,0.014736,0.010330
1.351837,1.178996,0.018156,0.011466
1.353895,1.180559,0.018590,0.011783
1.354567,1.182148,0.019025,0.012100
1.355990,1.183040,0.020126,0.012686
1.357936,1.185038,0.020611,0.013052
1.359566,1.186607,0.021162,0.013419
1.360887,1.187703,0.021648,0.013688
1.362078,1.189424,0.022135,0.014006
1.362131,1.189862,0.022690,0.014374
1.365277,1.192091,0.023297,0.014791
1.373334,1.199385,0.023856,0.015257
1.374626,1.201033,0.024299,0.015675
1.374160,1.201048,0.024859,0.015881
1.384565,1.210990,0.025472,0.016250
1.386001,1.211899,0.029196,0.018400
1.387756,1.213289,0.030242,0.018922
1.389340,1.214779,0.031289,0.019544
1.392024,1.215294,0.032335,0.020215
1.393386,1.216921,0.033554,0.020953
1.394709,1.219692,0.034794,0.021626
1.397784,1.220156,0.036156,0.022316
1.399293,1.222212,0.037807,0.023156
1.399828,1.222657,0.039650,0.024145
1.400415,1.223855,0.041617,0.025185
1.402601,1.224494,0.043776,0.026343
1.405357,1.225098,0.046058,0.027436
1.407066,1.227373,0.048586,0.028680
1.408240,1.228778,0.051491,0.030090
1.410841,1.230326,0.054763,0.031602
1.411819,1.230854,0.062051,0.035147
1.414294,1.232231,0.066137,0.037181
1.415728,1.234272,0.070782,0.039384
1.417383,1.235499,0.075748,0.041522
1.419649,1.236648,0.080825,0.043928
1.421728,1.237887,0.083073,0.045076
1.423720,1.239393,0.085465,0.046168
1.425631,1.240991,0.087952,0.047379
1.427709,1.242396,0.090465,0.048673
1.429218,1.243470,0.093115,0.049899
1.431283,1.244704,0.096030,0.051312
1.432596,1.245508,0.099084,0.052795
