Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.197943,1.322069,0.004019,0.002946
1.199284,1.322521,0.004117,0.002970
1.200691,1.327566,0.004093,0.002990
1.218571,1.390639,0.004113,0.003008
1.218838,1.392479,0.004256,0.003074
1.221530,1.406508,0.004343,0.003166
1.223322,1.415436,0.004450,0.003246
1.225687,1.425130,0.004573,0.003316
1.227102,1.430747,0.004710,0.003439
1.227441,1.434802,0.004906,0.003522
1.230628,1.449046,0.005103,0.003635
1.232857,1.460669,0.005210,0.003759
1.234362,1.468312,0.005378,0.003884
1.236238,1.478732,0.005486,0.004071
1.236606,1.482036,0.005526,0.004197
1.240316,1.493535,0.005695,0.004385
1.240294,1.493546,0.005764,0.004512
1.242554,1.506346,0.005964,0.004596
1.246166,1.519907,0.006073,0.004724
1.248726,1.527954,0.006144,0.004886
1.249208,1.531123,0.006245,0.004900
1.251917,1.541133,0.006286,0.004958
1.254124,1.549437,0.006327,0.005091
1.256326,1.556982,0.006430,0.005183
1.259144,1.565923,0.006471,0.005350
1.260662,1.572248,0.006512,0.005484
1.262789,1.578843,0.006646,0.005610
1.263160,1.582709,0.006718,0.005780
1.267539,1.594713,0.006822,0.005920
1.270765,1.603220,0.006956,0.006124
1.272850,1.612170,0.007030,0.006264
1.275413,1.621163,0.007133,0.006437
1.277239,1.626701,0.007176,0.006686
1.279855,1.635504,0.007280,0.006938
1.283003,1.645863,0.007324,0.007071
1.287195,1.654545,0.007430,0.007367
1.289282,1.662650,0.007566,0.007655
1.291129,1.673019,0.007746,0.007834
1.293571,1.680305,0.007927,0.008049
1.294357,1.683479,0.008108,0.008232
1.294268,1.683438,0.008320,0.008448
1.302452,1.705836,0.008566,0.008632
1.304458,1.719665,0.008779,0.008818
1.308052,1.730750,0.009025,0.009086
1.308395,1.733274,0.009209,0.009357
1.314101,1.747121,0.009457,0.009708
1.316674,1.758203,0.009800,0.010061
1.318699,1.767361,0.010177,0.010462
1.322297,1.775443,0.014955,0.014984
1.325225,1.785283,0.015366,0.015245
