Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.197943,1.322069,0.003568,0.001979
1.199957,1.323604,0.003604,0.002174
1.202300,1.326585,0.003588,0.002332
1.203430,1.331579,0.003658,0.002461
1.205472,1.335979,0.003718,0.002570
1.207884,1.339345,0.003699,0.002697
1.210871,1.346010,0.003824,0.002775
1.212032,1.348420,0.003832,0.002873
1.213933,1.356545,0.003871,0.003050
1.216130,1.362709,0.003982,0.003295
1.218988,1.368108,0.003961,0.003443
1.221087,1.375813,0.004072,0.003591
1.224248,1.382712,0.004213,0.003700
1.225584,1.388237,0.004284,0.003849
1.228714,1.394528,0.004427,0.003999
1.230792,1.401082,0.004510,0.004109
1.234271,1.408830,0.004623,0.004149
1.236039,1.413829,0.004798,0.004190
1.240302,1.422702,0.004850,0.004231
1.241576,1.425420,0.004934,0.004313
1.245028,1.431447,0.005173,0.004366
1.248656,1.438029,0.005282,0.004407
1.251207,1.445073,0.005460,0.004491
1.255428,1.448600,0.005702,0.004544
1.259959,1.457833,0.005841,0.004597
1.262263,1.461045,0.006114,0.004724
1.265775,1.465555,0.006287,0.004735
1.268976,1.470918,0.006397,0.004863
1.273058,1.479074,0.006611,0.004949
1.278856,1.484792,0.006722,0.004960
1.281851,1.489718,0.006896,0.005045
1.284887,1.493390,0.007039,0.005132
1.289616,1.500631,0.007151,0.005218
1.292744,1.505971,0.007424,0.005380
1.296006,1.511566,0.007568,0.005577
1.299344,1.516139,0.007651,0.005774
1.301900,1.524513,0.007767,0.006057
1.304852,1.527762,0.007882,0.006300
1.307891,1.532042,0.007999,0.006499
1.311470,1.539645,0.008226,0.006742
1.314617,1.546223,0.008388,0.006911
1.318414,1.550857,0.008617,0.007154
1.324463,1.558123,0.008911,0.007324
1.326241,1.563572,0.009107,0.007537
1.329206,1.568819,0.009371,0.007826
1.333116,1.575268,0.009636,0.008041
1.337459,1.581106,0.009934,0.008289
1.341811,1.591294,0.010234,0.008538
1.346224,1.595444,0.010503,0.008712
1.350340,1.598603,0.010939,0.008811
1.355061,1.606828,0.011455,0.009113
1.359444,1.614098,0.011975,0.009327
1.364610,1.620190,0.012698,0.009554
1.369817,1.626938,0.013358,0.009937
1.374753,1.631267,0.013560,0.010025
1.377064,1.638497,0.013830,0.010124
1.381703,1.645879,0.014060,0.010293
1.387617,1.649968,0.014284,0.010432
1.392480,1.653560,0.014650,0.010595
1.397593,1.662435,0.014983,0.010792
1.402696,1.666105,0.015395,0.011036
