Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.282579,1.733469,0.004883,0.001674
1.282661,1.733032,0.004893,0.001595
1.282687,1.733258,0.004819,0.001676
1.282907,1.733913,0.004890,0.001809
1.283264,1.737041,0.004949,0.001798
1.283518,1.737899,0.005000,0.001902
1.284012,1.738221,0.005044,0.001887
1.284516,1.740876,0.004985,0.001874
1.285313,1.741601,0.005044,0.001924
1.286127,1.742880,0.005143,0.001829
1.286839,1.743515,0.005298,0.001831
1.287035,1.744320,0.005398,0.001978
1.287645,1.746776,0.005442,0.002077
1.287845,1.750749,0.005404,0.002224
1.288025,1.751390,0.005407,0.002276
1.288114,1.753086,0.005451,0.002376
1.288289,1.753916,0.005496,0.002524
1.288578,1.754948,0.005652,0.002575
1.288681,1.756964,0.005655,0.002579
1.288247,1.758705,0.005714,0.002679
1.288568,1.758844,0.005619,0.002682
1.289224,1.760612,0.005623,0.002684
1.289423,1.762075,0.005681,0.002833
1.289883,1.762810,0.005629,0.002885
1.290323,1.765114,0.005590,0.003083
1.290775,1.766637,0.005495,0.003184
1.291698,1.768480,0.005499,0.003187
1.291876,1.769922,0.005502,0.003241
1.292048,1.771489,0.005547,0.003294
1.292268,1.773397,0.005550,0.003297
1.292347,1.775426,0.005511,0.003351
1.292448,1.776405,0.005514,0.003504
1.292357,1.777901,0.005518,0.003557
1.292507,1.779608,0.005521,0.003660
1.292539,1.781805,0.005469,0.003714
1.292534,1.783588,0.005527,0.003817
1.292468,1.784338,0.005531,0.003969
1.292435,1.785931,0.005576,0.003973
1.292652,1.786180,0.005579,0.004027
1.293051,1.787898,0.005624,0.004081
1.293342,1.789381,0.005726,0.004185
1.293695,1.791787,0.005785,0.004289
1.294076,1.792720,0.005789,0.004344
1.294670,1.794396,0.005848,0.004348
1.294612,1.796258,0.005908,0.004503
1.294567,1.797476,0.005855,0.004610
1.294421,1.799151,0.005815,0.004515
1.295048,1.800691,0.005762,0.004570
1.295067,1.803015,0.005865,0.004525
1.294912,1.805597,0.005868,0.004580
1.294832,1.807238,0.005970,0.004686
1.295033,1.808625,0.005974,0.004742
1.294573,1.809816,0.005977,0.004797
1.294888,1.811525,0.006037,0.004852
1.295078,1.813203,0.005997,0.004959
1.294803,1.814751,0.005901,0.005015
1.294962,1.815902,0.005905,0.005072
1.295218,1.816799,0.006008,0.005128
1.295211,1.818602,0.006055,0.005337
1.295117,1.820325,0.005958,0.005395
1.295125,1.822008,0.006061,0.005453
1.294855,1.824039,0.006164,0.005560
1.295155,1.825412,0.006224,0.005617
1.294980,1.827742,0.006085,0.005622
1.295016,1.829965,0.005988,0.005576
1.294701,1.831623,0.005935,0.005532
1.294743,1.832878,0.006038,0.005589
1.294124,1.834291,0.006142,0.005646
1.294236,1.836740,0.006045,0.005755
1.294623,1.837894,0.005991,0.005761
1.294350,1.840366,0.006037,0.005767
1.294353,1.841799,0.006040,0.005773
1.294269,1.843748,0.006044,0.005884
1.294363,1.845927,0.005905,0.005787
1.294310,1.846399,0.005908,0.005742
1.294337,1.847392,0.005968,0.005698
1.294661,1.849041,0.006015,0.005757
1.294833,1.851830,0.006019,0.005763
1.295059,1.853405,0.006022,0.005925
1.294763,1.854842,0.006082,0.006034
1.294966,1.857510,0.006187,0.006146
1.295701,1.859349,0.006249,0.006328
1.295766,1.861285,0.006311,0.006387
1.295705,1.862930,0.006458,0.006289
1.295719,1.865660,0.006620,0.006348
1.295898,1.868123,0.006783,0.006460
1.295998,1.869681,0.006931,0.006642
1.296097,1.872119,0.007037,0.006597
1.296054,1.874999,0.007286,0.006603
1.296085,1.876317,0.007493,0.006716
1.296817,1.879483,0.007700,0.006900
1.297159,1.881978,0.007864,0.007031
1.296817,1.883744,0.008013,0.007215
1.297424,1.885198,0.008380,0.007399
1.297099,1.887406,0.008747,0.007637
1.297145,1.889891,0.008969,0.007823
1.297131,1.892123,0.009134,0.007886
1.297220,1.895441,0.009241,0.008178
1.297686,1.899216,0.009347,0.008577
1.297825,1.901095,0.009614,0.008870
1.298390,1.904921,0.009780,0.009111
1.298360,1.907420,0.009902,0.009282
1.299121,1.909915,0.010024,0.009576
1.299795,1.912378,0.010087,0.009924
1.300541,1.915188,0.010253,0.010165
1.300454,1.918304,0.010361,0.010337
1.300843,1.921526,0.010469,0.010509
1.301196,1.925235,0.010592,0.010680
1.301537,1.928035,0.010598,0.010799
1.301766,1.929899,0.010648,0.010972
1.301862,1.932440,0.010801,0.011146
1.301972,1.933995,0.010851,0.011319
1.302290,1.936188,0.010915,0.011332
1.302657,1.938414,0.011038,0.011398
1.303176,1.942517,0.011147,0.011574
1.303849,1.944897,0.011256,0.011750
1.304193,1.946860,0.011365,0.011817
1.304655,1.949440,0.011372,0.011884
1.305315,1.952085,0.011584,0.012062
1.305826,1.956088,0.011841,0.012421
1.305974,1.958608,0.012054,0.012727
1.307346,1.962049,0.012268,0.013142
1.307274,1.965182,0.012525,0.013557
1.307890,1.967493,0.012842,0.013973
1.308401,1.969225,0.013115,0.014335
1.308884,1.972155,0.013329,0.014699
1.309224,1.975300,0.013647,0.015062
1.310138,1.977790,0.014009,0.015535
1.309968,1.980988,0.014371,0.015954
1.310139,1.982354,0.014690,0.016320
1.310420,1.984707,0.015009,0.016686
1.311333,1.987556,0.015387,0.017329
1.311573,1.990504,0.015974,0.018028
1.311995,1.992253,0.016457,0.018563
1.312290,1.994412,0.016793,0.018971
1.312803,1.997685,0.017234,0.019511
1.313360,2.002176,0.017719,0.020053
1.313918,2.004952,0.018205,0.020595
1.314987,2.006964,0.018632,0.021136
1.315888,2.010107,0.019178,0.021734
1.316620,2.012496,0.019680,0.022334
1.317460,2.016667,0.020287,0.023214
1.318029,2.018016,0.020999,0.023983
1.318369,2.021756,0.021651,0.024866
1.319073,2.024440,0.022245,0.025695
1.319461,2.028176,0.023064,0.026712
1.320032,2.031251,0.023823,0.027677
1.320251,2.033156,0.024584,0.028644
1.320732,2.035141,0.025346,0.029725
1.321146,2.036578,0.026213,0.030807
1.321639,2.041573,0.027022,0.031874
1.321899,2.046259,0.027786,0.033019
1.322563,2.049966,0.028776,0.034393
1.322603,2.052808,0.029918,0.035884
1.323668,2.055997,0.030940,0.037567
1.324251,2.058683,0.032070,0.039310
1.324868,2.064255,0.033260,0.040885
1.326467,2.067488,0.034406,0.042631
1.326280,2.071549,0.035824,0.044573
1.326894,2.073684,0.037409,0.046803
1.327895,2.076846,0.038982,0.048904
1.328856,2.082593,0.040722,0.051144
1.329121,2.085625,0.042463,0.053560
1.329811,2.089670,0.044373,0.056286
1.331153,2.092026,0.046329,0.059247
1.331232,2.094459,0.048515,0.062464
1.331714,2.098026,0.050974,0.065975
1.332027,2.101814,0.053482,0.069493
1.333172,2.104575,0.056115,0.073269
1.333433,2.107164,0.059007,0.077091
1.334101,2.111903,0.062068,0.081286
