Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.930278,1.264625,0.006229,0.003393
1.929792,1.264209,0.006356,0.003456
1.930174,1.264180,0.006314,0.003508
1.930591,1.264731,0.006411,0.003483
1.931200,1.265331,0.006441,0.003462
1.931580,1.266071,0.006466,0.003387
1.932356,1.266602,0.006430,0.003324
1.932765,1.267080,0.006494,0.003368
1.933531,1.268668,0.006594,0.003521
1.936606,1.270585,0.006598,0.003675
1.937364,1.270961,0.006506,0.003680
1.937851,1.271444,0.006660,0.003783
1.938800,1.270462,0.006800,0.003837
1.939659,1.271773,0.006858,0.003842
1.940341,1.273370,0.006862,0.003896
1.940543,1.273831,0.006866,0.004001
1.941537,1.273905,0.006829,0.004055
1.942019,1.274238,0.006832,0.004161
1.942954,1.277397,0.006795,0.004265
1.943264,1.277793,0.006799,0.004370
1.944353,1.278226,0.006899,0.004525
1.945698,1.278632,0.007054,0.004731
1.946011,1.279035,0.007058,0.004837
1.948629,1.282029,0.007118,0.004893
1.949274,1.282970,0.007122,0.004848
1.950514,1.283421,0.007222,0.004954
1.950532,1.284952,0.007226,0.005061
1.950641,1.283382,0.007231,0.005220
1.951352,1.284983,0.007332,0.005225
1.951744,1.285665,0.007432,0.005332
1.951439,1.286322,0.007478,0.005388
1.953730,1.287677,0.007579,0.005496
1.954496,1.289719,0.007679,0.005554
1.954572,1.290079,0.007781,0.005662
1.954399,1.290729,0.007826,0.005667
1.955415,1.291621,0.007831,0.005775
1.956559,1.292858,0.007835,0.005884
1.957267,1.293555,0.007937,0.005994
1.957489,1.293768,0.007942,0.006000
1.959037,1.294462,0.008002,0.006057
1.959329,1.295765,0.008062,0.006063
1.959557,1.297138,0.008205,0.006121
1.959758,1.297682,0.008307,0.006077
1.959714,1.298630,0.008312,0.006135
1.959774,1.299252,0.008359,0.006141
1.960177,1.301321,0.008517,0.006096
1.960279,1.302520,0.008564,0.005999
1.961340,1.303320,0.008666,0.006006
1.961262,1.303732,0.008671,0.006066
1.961788,1.304722,0.008773,0.006123
1.961326,1.305555,0.008778,0.006130
1.962592,1.306945,0.008783,0.006034
1.962806,1.308065,0.008788,0.006042
1.963423,1.309370,0.008891,0.005995
1.963854,1.309982,0.008938,0.006002
1.964110,1.311338,0.008985,0.006008
1.963608,1.311476,0.008990,0.006068
1.964202,1.311751,0.009051,0.006128
1.963865,1.313076,0.009098,0.006134
1.964412,1.314346,0.009103,0.006299
1.963886,1.315612,0.009052,0.006517
1.963884,1.316911,0.009114,0.006734
1.964091,1.317938,0.009119,0.006901
1.963893,1.319058,0.009166,0.006910
1.963803,1.320315,0.009171,0.006863
1.964798,1.321742,0.009219,0.006870
1.963904,1.322901,0.009322,0.007037
1.963951,1.323850,0.009384,0.007098
1.964020,1.325387,0.009333,0.007210
1.964223,1.326564,0.009338,0.007377
1.964296,1.328213,0.009400,0.007544
1.964457,1.330140,0.009462,0.007659
1.964850,1.331805,0.009467,0.007721
1.964712,1.333308,0.009473,0.007889
1.964076,1.334296,0.009478,0.007952
1.964258,1.334212,0.009540,0.008068
1.964008,1.336391,0.009602,0.008185
1.964041,1.337782,0.009721,0.008087
1.964062,1.341938,0.009727,0.008330
1.964750,1.343314,0.009732,0.008660
1.964719,1.344863,0.009737,0.008830
1.963574,1.346900,0.009800,0.008948
1.964253,1.347843,0.009863,0.009139
1.964040,1.350482,0.009868,0.009436
1.963229,1.352107,0.009931,0.009554
1.962910,1.354112,0.009936,0.009672
1.962618,1.355581,0.010099,0.009809
1.962373,1.357904,0.010048,0.010054
1.962229,1.359984,0.010053,0.010355
1.962418,1.361162,0.010173,0.010547
1.962792,1.363691,0.010236,0.010686
1.962418,1.366944,0.010242,0.010825
1.962414,1.369662,0.010190,0.011126
1.962601,1.370073,0.010253,0.011138
1.962139,1.371757,0.010373,0.011333
1.962804,1.374200,0.010494,0.011471
1.963083,1.376604,0.010543,0.011666
1.963305,1.379130,0.010549,0.011679
1.962694,1.381054,0.010669,0.011802
1.962063,1.383387,0.010776,0.011943
1.962560,1.387489,0.010883,0.012084
1.963288,1.389756,0.010934,0.012207
1.962580,1.391932,0.011156,0.012221
1.962152,1.394482,0.011378,0.012179
1.962815,1.398652,0.011528,0.012248
1.962557,1.401155,0.011636,0.012373
1.963210,1.402738,0.011787,0.012386
1.963711,1.406275,0.011995,0.012400
1.963435,1.409391,0.012204,0.012524
1.963519,1.412048,0.012457,0.012594
1.963126,1.414023,0.012666,0.012830
1.963973,1.415919,0.012876,0.012956
1.964039,1.418621,0.013129,0.013137
1.964254,1.421849,0.013281,0.013264
1.964207,1.424480,0.013448,0.013446
1.964413,1.428781,0.013614,0.013741
1.964542,1.431860,0.013724,0.013981
1.965121,1.434714,0.013935,0.014334
1.965060,1.438078,0.014147,0.014687
1.964802,1.440764,0.014256,0.015041
1.965345,1.443984,0.014468,0.015283
1.966182,1.447059,0.014636,0.015636
1.966100,1.451267,0.014804,0.016046
1.966209,1.455457,0.014972,0.016345
1.967040,1.458114,0.015039,0.016644
1.965972,1.461377,0.015208,0.016888
1.967882,1.465940,0.015334,0.017208
1.968588,1.468871,0.015503,0.017585
1.968579,1.472597,0.015833,0.017906
1.968724,1.476199,0.016047,0.018284
1.969108,1.478453,0.016421,0.018493
1.969436,1.481364,0.016856,0.018760
1.969623,1.483933,0.017129,0.019028
1.970058,1.487430,0.017402,0.019296
1.970677,1.492502,0.017779,0.019623
1.971214,1.496085,0.018097,0.020123
1.971433,1.500210,0.018518,0.020739
1.971831,1.504084,0.018999,0.021126
1.972146,1.507720,0.019376,0.021511
1.972669,1.510346,0.019798,0.021839
1.973471,1.514535,0.020280,0.022284
1.974426,1.518923,0.020806,0.022769
1.974675,1.522456,0.021348,0.023254
1.974991,1.526918,0.021772,0.023741
1.975774,1.529966,0.022255,0.024247
1.976972,1.533961,0.022740,0.025045
1.978293,1.538428,0.023166,0.025902
1.978131,1.541014,0.023756,0.026645
1.979645,1.542022,0.024404,0.027389
1.979673,1.546553,0.025054,0.028019
1.980533,1.549906,0.025763,0.028710
1.982161,1.554131,0.026310,0.029481
1.982687,1.558906,0.026903,0.030173
1.982677,1.561720,0.027763,0.031042
1.983067,1.566206,0.028683,0.032107
1.984196,1.568987,0.029442,0.032804
1.984545,1.571324,0.030201,0.033638
1.985983,1.576172,0.031064,0.034650
1.986426,1.580596,0.032152,0.035722
1.989619,1.583136,0.033285,0.036915
1.990058,1.587838,0.034360,0.038054
1.990465,1.590757,0.035555,0.039137
1.990644,1.595613,0.036856,0.040398
1.992074,1.599915,0.038204,0.041918
1.992795,1.603133,0.039717,0.043499
1.993306,1.606542,0.041336,0.045085
1.993913,1.606618,0.043165,0.046715
1.994342,1.611648,0.044952,0.048741
1.995876,1.617076,0.046846,0.050890
1.996784,1.621375,0.048741,0.052966
1.997695,1.625352,0.050998,0.055498
1.998240,1.629406,0.053587,0.058200
2.001265,1.633367,0.056240,0.061107
2.001731,1.639419,0.059046,0.064198
2.003327,1.641468,0.062020,0.067414
2.004689,1.647253,0.063364,0.068745
2.004955,1.650303,0.064722,0.070207
2.005237,1.654470,0.066100,0.071760
2.006626,1.658771,0.067582,0.073240
2.008512,1.662128,0.069045,0.074920
2.009087,1.667124,0.070553,0.076668
2.010125,1.671846,0.072155,0.078399
