Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.930278,1.264625,0.004063,0.000862
1.930316,1.265002,0.004273,0.001041
1.930316,1.265002,0.004298,0.001333
1.931655,1.265550,0.004187,0.001279
1.932257,1.265879,0.004147,0.001297
1.932257,1.265879,0.004176,0.001445
1.933795,1.265217,0.004305,0.001626
1.936783,1.266020,0.004321,0.001567
1.936783,1.266020,0.004324,0.001618
1.937918,1.269369,0.004519,0.001883
1.939011,1.269802,0.004579,0.002001
1.939011,1.269802,0.004680,0.002003
1.940875,1.270486,0.004629,0.002004
1.942478,1.270846,0.004631,0.002103
1.942478,1.270846,0.004675,0.002270
1.945697,1.271445,0.004776,0.002438
1.946240,1.271791,0.004836,0.002440
1.946240,1.271791,0.004785,0.002393
1.948181,1.272218,0.004787,0.002444
1.948457,1.272228,0.004902,0.002613
1.948457,1.272228,0.005003,0.002716
1.951302,1.273062,0.004966,0.002769
1.951768,1.273603,0.004872,0.002938
1.951768,1.273603,0.004834,0.003006
1.954388,1.274946,0.004797,0.003060
1.954720,1.275184,0.004843,0.003113
1.954720,1.275184,0.004793,0.003217
1.955838,1.277333,0.004741,0.003437
1.957336,1.277856,0.004842,0.003707
1.957336,1.277856,0.004999,0.003811
1.957949,1.279273,0.005102,0.003865
1.959633,1.280267,0.005108,0.003968
1.959633,1.280267,0.005069,0.004073
1.961093,1.281049,0.005226,0.004294
1.961414,1.282336,0.005371,0.004348
1.961414,1.282336,0.005433,0.004352
1.962813,1.284123,0.005480,0.004356
1.964284,1.284635,0.005482,0.004461
1.964284,1.284635,0.005640,0.004616
1.966120,1.287276,0.005687,0.004620
1.965773,1.288184,0.005791,0.004674
1.965773,1.288184,0.005853,0.004780
1.967404,1.290706,0.006111,0.004784
1.967663,1.291374,0.006214,0.004839
1.967663,1.291374,0.006276,0.004843
1.969412,1.293394,0.006240,0.004847
1.970870,1.295100,0.006246,0.004953
1.970870,1.295100,0.006348,0.004957
1.971081,1.298176,0.006452,0.004961
1.971144,1.298840,0.006516,0.004965
1.971144,1.298840,0.006621,0.004969
1.971786,1.301553,0.006826,0.004973
1.972386,1.303646,0.007086,0.004977
1.972386,1.303646,0.007233,0.004981
1.974436,1.305919,0.007396,0.004986
1.974313,1.306766,0.007502,0.004990
1.974313,1.306766,0.007651,0.004942
1.975233,1.308996,0.007715,0.004947
1.975840,1.311633,0.007878,0.004951
1.975840,1.311633,0.008028,0.005007
1.978400,1.313928,0.008177,0.005011
1.979110,1.314975,0.008327,0.004963
1.979110,1.314975,0.008634,0.004968
1.979963,1.319628,0.008784,0.005024
1.981418,1.320694,0.008734,0.005133
1.981418,1.320694,0.008785,0.005189
1.982090,1.323991,0.008792,0.005193
1.983012,1.327487,0.008943,0.005249
1.983012,1.327487,0.009051,0.005306
1.984999,1.330278,0.009101,0.005362
1.985597,1.332581,0.009109,0.005366
1.985597,1.332581,0.009117,0.005370
1.987376,1.338011,0.009167,0.005479
1.987537,1.338875,0.009218,0.005641
1.987537,1.338875,0.009182,0.005646
1.989121,1.341998,0.009190,0.005650
1.989233,1.343610,0.009198,0.005707
1.989233,1.343610,0.009205,0.005816
1.990138,1.346920,0.009213,0.005979
1.991019,1.349161,0.009322,0.005985
1.991019,1.349161,0.009330,0.005937
1.993870,1.353564,0.009338,0.006047
1.996587,1.355922,0.009346,0.006105
1.996587,1.355922,0.009354,0.006216
1.998045,1.361493,0.009362,0.006327
1.997937,1.363137,0.009370,0.006331
1.997937,1.363137,0.009378,0.006388
1.999925,1.368289,0.009444,0.006447
1.999907,1.370059,0.009570,0.006453
1.999907,1.370059,0.009680,0.006458
2.002376,1.374734,0.009688,0.006515
2.003036,1.377185,0.009755,0.006573
2.003036,1.377185,0.009763,0.006632
2.005403,1.380575,0.009830,0.006585
2.007418,1.383191,0.009838,0.006484
2.007418,1.383191,0.009846,0.006542
2.009161,1.387783,0.009913,0.006601
2.009941,1.389708,0.010143,0.006713
2.009941,1.389708,0.010270,0.006827
2.011962,1.394661,0.010278,0.006780
2.013308,1.397385,0.010346,0.006892
2.013308,1.397385,0.010474,0.007166
2.015696,1.403387,0.010646,0.007333
2.017587,1.405713,0.010596,0.007447
2.019460,1.408930,0.010545,0.007614
2.020598,1.411772,0.010613,0.007888
