Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.837557,1.320893,0.002552,-0.001156
1.838891,1.319934,0.002549,-0.001067
1.839265,1.319871,0.002606,-0.000995
1.839804,1.320100,0.002653,-0.001096
1.840496,1.320591,0.002693,-0.001136
1.841136,1.321015,0.002680,-0.001171
1.842091,1.321907,0.002713,-0.001112
1.845188,1.323518,0.002741,-0.001062
1.845834,1.325159,0.002812,-0.001063
1.846544,1.327059,0.002884,-0.001065
1.847148,1.327400,0.002887,-0.001030
1.847963,1.327619,0.002890,-0.001100
1.848604,1.327945,0.002932,-0.001066
1.849565,1.328587,0.002974,-0.001020
1.851578,1.328837,0.003016,-0.000939
1.852996,1.329194,0.003088,-0.000904
1.853432,1.329509,0.003130,-0.000904
1.854161,1.329856,0.003133,-0.001023
1.854540,1.329743,0.003135,-0.000942
1.855034,1.329674,0.003138,-0.000943
1.855972,1.331033,0.003180,-0.000945
1.857624,1.331591,0.003183,-0.001064
1.859136,1.332593,0.003186,-0.001100
1.859984,1.333745,0.003188,-0.000982
1.860233,1.334760,0.003161,-0.001019
1.861150,1.335322,0.003163,-0.001020
1.862322,1.335840,0.003166,-0.001104
1.862841,1.336232,0.003311,-0.001104
1.864814,1.336681,0.003344,-0.001033
1.865062,1.337057,0.003346,-0.000998
1.866561,1.337377,0.003349,-0.001082
1.867049,1.338083,0.003352,-0.001118
1.867059,1.339599,0.003354,-0.001000
1.867891,1.340476,0.003357,-0.001001
1.869172,1.340801,0.003360,-0.000918
1.869945,1.341735,0.003362,-0.000955
1.871289,1.342787,0.003365,-0.000837
1.871905,1.343453,0.003368,-0.000838
1.871866,1.343964,0.003370,-0.000838
1.873876,1.344507,0.003373,-0.000840
1.873648,1.344945,0.003376,-0.000961
1.874558,1.346621,0.003378,-0.000962
1.874468,1.348194,0.003270,-0.000962
1.875880,1.349507,0.003242,-0.001120
1.876502,1.350446,0.003245,-0.001277
1.877463,1.351659,0.003248,-0.001194
1.878300,1.352733,0.003281,-0.001122
1.878769,1.353340,0.003284,-0.001122
1.878950,1.353950,0.003287,-0.001086
1.880418,1.354949,0.003290,-0.001245
1.880866,1.355906,0.003323,-0.001210
1.881694,1.357706,0.003357,-0.001247
1.881977,1.359151,0.003432,-0.001211
1.882953,1.360928,0.003435,-0.001333
1.883744,1.361882,0.003437,-0.001408
1.884594,1.363866,0.003440,-0.001374
1.885109,1.364437,0.003515,-0.001326
1.885347,1.365392,0.003560,-0.001363
1.886419,1.366576,0.003594,-0.001402
